建商營造,歷年案件,裁判日期,裁判案由,裁判字號
誠美建築開發,12,101.03.29,有關建築事務,臺北高等行政法院 100 年度 訴 字第 2047 號判決
新光人壽,19698,111.08.18,清算事件,臺灣臺南地方法院 111 年度 消債清 字第 35 號民事裁定
新光人壽,19698,111.08.17,確認保單價值準備金債權存在,臺灣臺中地方法院 111 年度 補 字第 1750 號民事裁定
新光人壽,19698,111.08.17,聲請更生程序,臺灣嘉義地方法院 111 年度 消債更 字第 85 號民事裁定
新光人壽,19698,111.08.17,詐欺,臺灣臺北地方法院 111 年度 易 字第 196 號刑事判決
新光人壽,19698,111.08.17,返還建物,臺灣臺中地方法院 111 年度 訴 字第 164 號民事判決
新光人壽,19698,111.08.16,給付保險契約解約金債權,臺灣臺北地方法院 111 年度 保險 字第 44 號民事裁定
新光人壽,19698,111.08.16,更生事件,臺灣臺北地方法院 111 年度 消債更 字第 188 號民事裁定
新光人壽,19698,111.08.15,損害賠償,臺灣臺北地方法院 110 年度 勞訴 字第 279 號民事裁定
新光人壽,19698,111.08.15,更生事件,臺灣臺北地方法院 111 年度 消債更 字第 179 號民事裁定
新光人壽,19698,111.08.12,更生事件,臺灣新竹地方法院 110 年度 司執消債更 字第 71 號民事裁定
新光人壽,19698,111.08.12,宣告破產,臺灣高雄地方法院 110 年度 破 字第 12 號民事裁定
新光人壽,19698,111.08.11,殺人未遂,最高法院 111 年度 台上 字第 2973 號刑事判決
新光人壽,19698,111.08.11,清算事件,臺灣士林地方法院 111 年度 司執消債清 字第 28 號民事裁定
新光人壽,19698,111.08.11,清算事件,臺灣新北地方法院 110 年度 消債清 字第 241 號民事裁定
新光人壽,19698,111.08.11,偽造文書,臺灣臺北地方法院 110 年度 簡上 字第 187 號刑事判決
新光人壽,19698,111.08.10,返還代繳保險費,臺灣高等法院 高雄分院 110 年度 上易 字第 302 號民事判決
新光人壽,19698,111.08.10,給付簽帳卡消費款,臺灣臺北地方法院 111 年度 訴 字第 1976 號民事判決
新光人壽,19698,111.08.10,更生事件,臺灣士林地方法院 111 年度 消債更 字第 55 號民事裁定
新光人壽,19698,111.08.09,依職權裁定免責或不免責,臺灣雲林地方法院 111 年度 消債職聲免 字第 12 號民事裁定
新光人壽,19698,111.08.09,依職權裁定免責或不免責,臺灣雲林地方法院 111 年度 消債職聲免 字第 10 號民事裁定
昱嘉營造,7,110.06.18,妨害自由,臺灣新北地方法院 110 年度 易 字第 71 號刑事判決
昱嘉營造,7,105.08.16,有關建築事務,臺北高等行政法院 105 年度 訴 字第 493 號判決
昱嘉營造,7,104.12.22,返還股份,臺灣新北地方法院 104 年度 訴 字第 763 號民事判決
昱嘉營造,7,100.01.11,商業會計法等,臺灣新北地方法院 100 年度 簡 字第 121 號刑事判決
昱嘉營造,7,99.11.10,商業會計法等,臺灣新北地方法院 99 年度 簡 字第 8721 號刑事判決
昱嘉營造,7,99.06.22,環境影響評估法,臺北高等行政法院 98 年度 訴 字第 2723 號判決
昱嘉營造,7,97.01.21,違反勞動檢查法,臺灣桃園地方法院 97 年度 桃簡 字第 163 號刑事判決
久松營造,25,111.07.06,損害賠償,臺灣高等法院 110 年度 重上 字第 297 號民事判決
久松營造,25,111.01.03,支付命令,臺灣新北地方法院 111 年度 司促 字第 41 號民事裁定
久松營造,25,110.11.15,給付工程款,臺灣士林地方法院 110 年度 建 字第 31 號民事判決
久松營造,25,110.10.15,支付命令,臺灣新北地方法院 110 年度 司促 字第 31348 號民事其他文書
久松營造,25,110.08.16,給付工程款,臺灣臺北地方法院 110 年度 建 字第 43 號民事判決
久松營造,25,110.03.15,侵權行為損害賠償,臺灣臺北地方法院 109 年度 訴 字第 6752 號民事判決
久松營造,25,110.03.09,損害賠償,臺灣新北地方法院 109 年度 重訴 字第 244 號民事判決
久松營造,25,110.02.04,請求損害賠償,最高法院 109 年度 台上 字第 1001 號民事裁定
久松營造,25,109.12.03,詐欺,臺灣高等法院 109 年度 上易 字第 1499 號刑事判決
久松營造,25,109.11.25,支付命令,臺灣臺北地方法院 109 年度 司促 字第 20788 號民事裁定
久松營造,25,109.05.27,詐欺,臺灣臺北地方法院 107 年度 易 字第 428 號刑事判決
久松營造,25,109.03.26,支付命令,臺灣臺北地方法院 109 年度 司促 字第 4884 號民事其他文書
久松營造,25,109.01.06,給付票款,臺灣士林地方法院 108 年度 重訴 字第 168 號民事判決
久松營造,25,107.10.24,損害賠償,臺灣高等法院 高雄分院 105 年度 重勞上 字第 12 號民事判決
久松營造,25,107.05.03,請求國家賠償,最高法院 106 年度 台上 字第 2884 號民事判決
久松營造,25,106.10.31,給付工程款,臺灣橋頭地方法院 105 年度 建 字第 86 號民事判決
久松營造,25,106.07.04,國家賠償,臺灣高等法院 104 年度 重上國更(一) 字第 1 號民事判決
久松營造,25,105.10.13,訴訟救助,臺灣高等法院 高雄分院 105 年度 勞聲 字第 6 號民事裁定
久松營造,25,105.09.02,返還借款,臺灣臺北地方法院 105 年度 訴 字第 3774 號民事裁定
久松營造,25,105.07.20,損害賠償,臺灣高雄地方法院 104 年度 勞訴 字第 122 號民事判決
全陽建設,85,111.06.29,偽造文書等,臺灣高等法院 111 年度 上更一 字第 18 號刑事判決
全陽建設,85,111.03.08,侵權行為損害賠償,臺灣高等法院 109 年度 重上 字第 252 號民事判決
全陽建設,85,111.01.19,請求土地所有權移轉登記等,最高法院 110 年度 台上 字第 2996 號民事判決
全陽建設,85,110.07.07,違反銀行法等罪,最高法院 110 年度 台上 字第 1489 號刑事判決
全陽建設,85,110.05.27,偽造文書等,臺灣高等法院 110 年度 上訴 字第 1102 號刑事判決
全陽建設,85,110.04.06,土地所有權移轉登記等,臺灣高等法院 109 年度 上 字第 305 號民事判決
全陽建設,85,110.02.23,給付工程款,臺灣高等法院 108 年度 上易 字第 705 號民事判決
全陽建設,85,110.01.26,偽造文書等,臺灣臺北地方法院 109 年度 審簡上 字第 288 號刑事判決
全陽建設,85,109.10.29,銀行法等,臺灣高等法院 107 年度 金上重更三 字第 16 號刑事判決
全陽建設,85,109.08.17,偽造文書等,臺灣臺北地方法院 109 年度 審簡 字第 1500 號刑事判決
全陽建設,85,108.12.20,土地所有權移轉登記等,臺灣臺北地方法院 107 年度 重訴 字第 659 號民事判決
全陽建設,85,108.06.25,給付獎金,臺灣新北地方法院 105 年度 訴 字第 3368 號民事判決
全陽建設,85,108.04.26,給付工程款,臺灣新北地方法院 107 年度 建 字第 147 號民事判決
全陽建設,85,107.04.18,請求返還買賣價金等,最高法院 107 年度 台上 字第 718 號民事裁定
全陽建設,85,107.03.28,違反銀行法等,臺灣高等法院 105 年度 金上重更(二) 字第 8 號刑事判決
全陽建設,85,107.01.31,返還買賣價金等,臺灣高等法院 106 年度 上 字第 282 號民事判決
全陽建設,85,106.07.20,侵權行為損害賠償等,臺灣新北地方法院 106 年度 訴 字第 299 號民事判決
全陽建設,85,106.02.07,返還價金,臺灣臺北地方法院 106 年度 訴 字第 541 號民事裁定
全陽建設,85,106.02.06,返還買賣價金等,臺灣臺北地方法院 104 年度 訴 字第 1710 號民事裁定
全陽建設,85,105.12.30,返還買賣價金等再審之訴,臺灣高等法院 105 年度 再 字第 51 號民事判決
信創營造,8,110.04.29,竊盜,臺灣基隆地方法院 110 年度 易 字第 100 號刑事判決
信創營造,8,108.09.30,給付薪資等,臺灣高雄地方法院 108 年度 勞簡上 字第 9 號民事判決
信創營造,8,108.02.27,業務過失致死等,臺灣臺北地方法院 108 年度 審勞安簡 字第 2 號刑事判決
信創營造,8,108.02.22,業務過失致死等,臺灣臺北地方法院 108 年度 審勞安訴 字第 1 號刑事裁定
信創營造,8,107.01.26,確定界址等,臺灣新北地方法院 105 年度 訴 字第 2221 號民事判決
信創營造,8,106.08.31,拆屋還地等,臺灣新北地方法院 105 年度 訴 字第 2501 號民事判決
信創營造,8,104.12.03,請求給付工程款等,最高法院 104 年度 台上 字第 2309 號民事判決
信創營造,8,102.03.26,給付工程款等,臺灣高等法院 101 年度 建上 字第 5 號民事判決
冠德建設,551,111.08.10,請求塗銷土地所有權登記等,最高法院 110 年度 台上 字第 2507 號民事裁定
冠德建設,551,111.07.29,損害賠償,臺灣臺北地方法院 111 年度 重訴 字第 148 號民事判決
冠德建設,551,111.07.27,損害賠償,臺灣臺北地方法院 108 年度 消 字第 45 號民事裁定
冠德建設,551,111.07.26,業務侵占,臺灣臺北地方法院 110 年度 易 字第 374 號刑事判決
冠德建設,551,111.06.24,損害賠償,臺灣臺北地方法院 108 年度 消 字第 45 號民事判決
冠德建設,551,111.04.26,侵占,臺灣高等法院 110 年度 上易 字第 514 號刑事判決
冠德建設,551,111.02.24,洗錢防制法,臺灣臺北地方法院 110 年度 金重訴 字第 19 號刑事判決
冠德建設,551,111.02.11,履行契約,臺灣臺北地方法院 107 年度 重訴 字第 634 號民事裁定
冠德建設,551,111.01.26,返還房屋等,臺灣高等法院 110 年度 上 字第 924 號民事判決
冠德建設,551,110.12.03,損害賠償等,臺灣新北地方法院 109 年度 訴 字第 2028 號民事判決
冠德建設,551,110.12.02,履行契約,臺灣臺北地方法院 109 年度 訴 字第 9066 號民事判決
冠德建設,551,110.11.30,修復漏水等,臺灣高等法院 110 年度 上易 字第 42 號民事判決
冠德建設,551,110.08.25,除權判決（股票）,臺灣臺北地方法院 110 年度 除 字第 1174 號民事判決
冠德建設,551,110.06.30,請求修補瑕疵等,臺灣臺北地方法院 108 年度 訴 字第 3490 號民事裁定
冠德建設,551,110.06.30,請求修補瑕疵等,臺灣臺北地方法院 108 年度 訴 字第 3490 號民事裁定
冠德建設,551,110.03.31,請求修補瑕疵等,臺灣臺北地方法院 108 年度 訴 字第 3490 號民事判決
冠德建設,551,110.03.15,公示催告,臺灣臺北地方法院 110 年度 司催 字第 395 號民事裁定
冠德建設,551,110.02.26,請求修補瑕疵等,臺灣臺北地方法院 108 年度 訴 字第 3490 號民事裁定
冠德建設,551,110.02.24,不動產所有權移轉登記,臺灣高等法院 109 年度 重上 字第 861 號民事判決
冠德建設,551,110.02.18,排除侵害,臺灣新北地方法院 109 年度 訴 字第 1454 號民事判決
德合建設,1,109.01.31,支付命令,臺灣臺北地方法院 109 年度 司促 字第 1481 號民事其他文書
金源營造,9,108.04.11,損害賠償,臺灣士林地方法院 107 年度 訴 字第 1126 號民事裁定
金源營造,9,108.02.27,損害賠償,臺灣士林地方法院 107 年度 訴 字第 1126 號民事判決
金源營造,9,107.07.02,損害賠償,臺灣士林地方法院 107 年度 補 字第 765 號民事裁定
金源營造,9,107.02.02,聲請交付審判,臺灣臺北地方法院 106 年度 聲判 字第 175 號刑事裁定
金源營造,9,102.07.11,違反貪污治罪條例等,臺灣高等法院 臺南分院 100 年度 重上更(一) 字第 152 號刑事判決
金源營造,9,99.07.27,違反貪污治罪條例等,臺灣高等法院 臺南分院 97 年度 上訴 字第 1258 號刑事判決
金源營造,9,97.08.15,貪污,臺灣雲林地方法院 91 年度 訴 字第 348 號刑事判決
金源營造,9,95.08.10,營業稅,最高行政法院 95 年度 判 字第 1288 號判決
金源營造,9,95.04.13,營業稅,臺北高等行政法院 94 年度 訴 字第 871 號判決
匯泰開發,21,111.05.10,土地所有權移轉登記等,臺灣高等法院 110 年度 上 字第 964 號民事判決
匯泰開發,21,110.07.29,土地所有權移轉登記等,臺灣臺北地方法院 109 年度 訴 字第 5523 號民事裁定
匯泰開發,21,110.05.19,土地所有權移轉登記等,臺灣臺北地方法院 109 年度 訴 字第 5523 號民事判決
匯泰開發,21,110.01.27,土地所有權移轉登記等,臺灣臺北地方法院 109 年度 訴 字第 5523 號民事裁定
匯泰開發,21,108.09.18,停止執行,臺灣高等法院 108 年度 聲 字第 455 號民事裁定
匯泰開發,21,108.09.17,分割共有物聲請再審,臺灣高等法院 108 年度 聲再 字第 92 號民事裁定
匯泰開發,21,106.11.14,遷讓房屋等,臺灣臺北地方法院 106 年度 重訴 字第 849 號民事裁定
匯泰開發,21,105.11.18,支付命令,臺灣臺北地方法院 105 年度 司促 字第 18198 號民事其他文書
匯泰開發,21,105.10.19,返還斡旋金,臺灣臺北地方法院 105 年度 訴 字第 560 號民事裁定
匯泰開發,21,105.08.31,返還斡旋金,臺灣臺北地方法院 105 年度 訴 字第 560 號民事裁定
匯泰開發,21,105.08.05,返還斡旋金,臺灣臺北地方法院 105 年度 訴 字第 560 號民事判決
匯泰開發,21,103.11.20,侵權行為損害賠償,臺灣新北地方法院 103 年度 訴 字第 1898 號民事判決
匯泰開發,21,101.10.18,給付買賣價金等,臺灣士林地方法院 100 年度 簡上 字第 201 號民事判決
匯泰開發,21,100.03.10,給付工程款,臺灣臺北地方法院 99 年度 建 字第 95 號民事判決
匯泰開發,21,99.07.22,支付命令,臺灣臺北地方法院 99 年度 司促 字第 18361 號民事其他文書
匯泰開發,21,95.09.27,損害賠償等,臺灣高等法院 95 年度 上 字第 144 號民事判決
匯泰開發,21,94.12.27,損害賠償等,臺灣臺北地方法院 93 年度 訴 字第 3325 號民事判決
匯泰開發,21,94.05.31,返還保證金,臺灣高等法院 93 年度 重上 字第 550 號民事判決
匯泰開發,21,94.03.08,給付補貼款等,臺灣高等法院 93 年度 上 字第 793 號民事判決
匯泰開發,21,93.05.27,給付補貼款等,臺灣臺北地方法院 92 年度 訴 字第 335 號民事判決
鼎吉開發,8,105.12.07,除權判決,臺灣新北地方法院 105 年度 除 字第 613 號民事判決
