建商營造,歷年案件,裁判日期,裁判案由,裁判字號
遠雄營造,179,110.05.19,損害賠償等,臺灣士林地方法院 108 年度 重訴 字第 311 號民事裁定
睦昇國際,2,109.04.21,偽造文書等,臺灣高等法院 107 年度 上訴 字第 3796 號刑事判決
睦昇國際,2,107.10.04,偽造文書等,臺灣臺北地方法院 107 年度 訴 字第 465 號刑事判決
東禧建設,16,109.06.23,分割共有物,臺灣新北地方法院 106 年度 訴 字第 409 號民事判決
東禧建設,16,104.09.15,發還擔保金,臺灣新北地方法院 104 年度 司聲 字第 565 號民事裁定
東禧建設,16,104.04.30,除權判決,臺灣新北地方法院 104 年度 除 字第 44 號民事判決
東禧建設,16,103.12.30,公示催告,臺灣新北地方法院 103 年度 司催 字第 1226 號民事裁定
東禧建設,16,103.07.16,請求給付工程款,最高法院 103 年度 台上 字第 1431 號民事裁定
東禧建設,16,103.04.08,給付工程款,臺灣高等法院 101 年度 建上 字第 213 號民事判決
東禧建設,16,103.02.18,給付工程款,臺灣高等法院 101 年度 建上 字第 213 號民事裁定
東禧建設,16,101.11.22,給付工程款,臺灣新北地方法院 101 年度 建 字第 1 號民事裁定
東禧建設,16,101.10.31,給付工程款,臺灣新北地方法院 101 年度 建 字第 1 號民事判決
東禧建設,16,101.10.24,返還買賣價金等聲請再審,最高法院 101 年度 台聲 字第 1141 號民事裁定
東禧建設,16,101.06.20,返還買賣價金,最高法院 101 年度 台上 字第 916 號民事裁定
東禧建設,16,101.04.11,返還買賣價金,臺灣高等法院 100 年度 上 字第 121 號民事裁定
東禧建設,16,101.02.21,返還買賣價金,臺灣高等法院 100 年度 上 字第 121 號民事判決
東禧建設,16,100.03.30,給付管理費,臺灣新北地方法院 100 年度 小上 字第 26 號民事裁定
東禧建設,16,99.12.07,返還買賣價金,臺灣新北地方法院 99 年度 訴 字第 1450 號民事判決
東禧建設,16,98.08.18,返還買賣價金等,臺灣新北地方法院 98 年度 補 字第 1007 號民事其他文書
崑逸開發,6,102.11.07,返還提存物,臺灣臺北地方法院 102 年度 司聲 字第 1495 號民事裁定
崑逸開發,6,102.01.16,聲請假處分,最高法院 102 年度 台抗 字第 17 號民事裁定
崑逸開發,6,101.12.26,假處分,臺灣高等法院 101 年度 抗 字第 1498 號民事裁定
崑逸開發,6,101.11.23,假處分,臺灣高等法院 101 年度 抗 字第 1325 號民事裁定
崑逸開發,6,101.10.24,限期起訴,臺灣臺北地方法院 101 年度 全聲 字第 85 號民事裁定
崑逸開發,6,100.12.26,分割共有物,臺灣臺北地方法院 100 年度 訴 字第 1231 號民事判決
樂揚建設,166,111.07.07,再審之訴（確認土地經界）,臺灣士林地方法院 111 年度 再易更一 字第 1 號民事判決
樂揚建設,166,111.02.23,再審之訴（回復原狀）,臺灣士林地方法院 110 年度 再易 字第 23 號民事判決
樂揚建設,166,111.01.03,返還履約保證金,臺灣新北地方法院 110 年度 重訴 字第 162 號民事裁定
樂揚建設,166,110.12.13,聲請供擔保請求繼續執行,臺灣臺北地方法院 110 年度 聲 字第 568 號民事裁定
樂揚建設,166,110.12.13,本票裁定,臺灣臺北地方法院 110 年度 抗 字第 278 號民事裁定
樂揚建設,166,110.11.29,本票裁定,臺灣臺北地方法院 110 年度 抗 字第 278 號民事裁定
樂揚建設,166,110.11.16,返還履約保證金,臺灣新北地方法院 110 年度 重訴 字第 162 號民事判決
樂揚建設,166,110.10.08,停止執行,臺灣高等法院 110 年度 抗 字第 1143 號民事裁定
樂揚建設,166,110.09.14,回復原狀,臺灣士林地方法院 109 年度 簡上 字第 167 號民事判決
樂揚建設,166,110.08.25,停止執行,臺灣臺北地方法院 110 年度 聲 字第 398 號民事裁定
樂揚建設,166,110.06.08,損害賠償,臺灣高等法院 108 年度 金上更一 字第 10 號民事判決
樂揚建設,166,110.06.02,本票裁定,臺灣臺北地方法院 110 年度 司票 字第 9209 號民事裁定
樂揚建設,166,110.04.08,除權判決（股票）,臺灣臺北地方法院 110 年度 除 字第 507 號民事判決
樂揚建設,166,110.04.01,除權判決（股票）,臺灣臺北地方法院 110 年度 除 字第 506 號民事判決
樂揚建設,166,109.12.31,假處分,臺灣高等法院 109 年度 抗 字第 1576 號民事裁定
樂揚建設,166,109.12.30,除權判決（股票）,臺灣臺北地方法院 109 年度 除 字第 1507 號民事判決
樂揚建設,166,109.12.18,確定訴訟費用額,臺灣臺北地方法院 109 年度 司聲 字第 1631 號民事裁定
樂揚建設,166,109.10.14,請求給付款項聲請核定第三審律師酬金,最高法院 109 年度 台聲 字第 2300 號民事裁定
樂揚建設,166,109.09.14,再審之訴（確認土地經界）,臺灣士林地方法院 109 年度 再易 字第 1 號民事裁定
樂揚建設,166,109.09.14,再審之訴（確認土地經界）,臺灣士林地方法院 109 年度 再易 字第 1 號民事判決
基泰建設,456,111.07.15,損害賠償等,臺灣臺北地方法院 107 年度 重訴 字第 1303 號民事判決
基泰建設,456,111.06.30,損害賠償,臺灣新北地方法院 109 年度 訴 字第 1668 號民事判決
基泰建設,456,111.05.24,偽造有價證券等,臺灣高等法院 110 年度 上重訴 字第 9 號刑事判決
基泰建設,456,111.02.24,詐欺,臺灣臺北地方法院 109 年度 金重易 字第 2 號刑事判決
基泰建設,456,111.01.27,交付遙控器等,臺灣新北地方法院 110 年度 訴 字第 2551 號民事判決
基泰建設,456,110.11.25,修復漏水等,臺灣臺北地方法院 108 年度 訴 字第 705 號民事判決
基泰建設,456,110.10.14,返還提存物,臺灣臺北地方法院 110 年度 司聲 字第 1205 號民事裁定
基泰建設,456,110.06.23,返還提存物,臺灣臺北地方法院 110 年度 司聲 字第 631 號民事裁定
基泰建設,456,110.02.19,履行契約等,臺灣高等法院 花蓮分院 109 年度 上更一 字第 11 號民事判決
基泰建設,456,110.01.15,背信等,臺灣臺北地方法院 104 年度 易 字第 1077 號刑事判決
基泰建設,456,110.01.11,偽造文書,臺灣高等法院 108 年度 上易 字第 525 號刑事判決
基泰建設,456,109.12.31,偽造有價證券等,臺灣臺北地方法院 108 年度 金重訴緝 字第 3 號刑事判決
基泰建設,456,109.12.31,偽造文書等,臺灣臺北地方法院 108 年度 訴緝 字第 17 號刑事判決
基泰建設,456,109.12.31,詐欺,臺灣臺北地方法院 108 年度 易緝 字第 18 號刑事判決
基泰建設,456,109.12.31,詐欺,臺灣臺北地方法院 108 年度 易緝 字第 17 號刑事判決
基泰建設,456,109.11.27,損害賠償,臺灣臺北地方法院 99 年度 訴 字第 2930 號民事裁定
基泰建設,456,109.11.27,損害賠償,臺灣臺北地方法院 99 年度 訴 字第 2930 號民事裁定
基泰建設,456,109.11.18,請求給付買賣價款,最高法院 109 年度 台上 字第 2769 號民事裁定
基泰建設,456,109.11.18,給付通行償金,臺灣臺北地方法院 108 年度 簡上 字第 66 號民事判決
基泰建設,456,109.11.02,本票裁定,臺灣臺北地方法院 109 年度 司票 字第 19940 號民事裁定
博德開發,1,109.05.26,給付代墊款,臺灣臺北地方法院 103 年度 訴 字第 1582 號民事判決
力方開發,6,110.06.25,第三人異議之訴,臺灣基隆地方法院 110 年度 訴 字第 295 號民事裁定
力方開發,6,110.04.15,第三人異議之訴,臺灣基隆地方法院 110 年度 補 字第 252 號民事裁定
力方開發,6,109.12.04,假處分,臺灣高等法院 109 年度 抗 字第 1427 號民事裁定
力方開發,6,109.11.30,本票裁定,臺灣臺北地方法院 109 年度 司票 字第 21590 號民事裁定
力方開發,6,109.07.09,本票裁定,臺灣臺北地方法院 109 年度 司票 字第 13080 號民事裁定
力方開發,6,109.06.30,侵占,臺灣臺北地方法院 109 年度 審易 字第 855 號刑事判決
王人正,199,111.03.11,返還工程保留款等,臺灣臺北地方法院 106 年度 建 字第 3 號民事裁定
王人正,199,111.02.24,返還工程保留款等,臺灣臺北地方法院 106 年度 建 字第 3 號民事判決
王人正,199,111.01.26,請求撤銷仲裁判斷,最高法院 110 年度 台上 字第 954 號民事判決
王人正,199,110.12.15,返還票據,臺灣臺北地方法院 109 年度 重訴 字第 695 號民事判決
王人正,199,110.12.14,給付工程款,臺灣臺北地方法院 108 年度 建 字第 184 號民事判決
王人正,199,110.12.03,支付命令,臺灣宜蘭地方法院 110 年度 司促 字第 6344 號民事裁定
王人正,199,110.11.24,給付買賣價金等,臺灣臺北地方法院 110 年度 重訴 字第 397 號民事判決
王人正,199,110.10.05,發還擔保金,臺灣新北地方法院 110 年度 司聲 字第 569 號民事裁定
王人正,199,110.09.30,請求債務不履行損害賠償,最高法院 110 年度 台上 字第 1278 號民事判決
王人正,199,110.08.27,本票裁定,臺灣新北地方法院 110 年度 司票 字第 5086 號民事裁定
王人正,199,110.08.09,返還工程保留款等,臺灣臺北地方法院 106 年度 建 字第 3 號民事裁定
王人正,199,110.08.06,給付職業災害補償金,臺灣臺南地方法院 110 年度 勞訴 字第 62 號民事裁定
王人正,199,110.07.16,本票裁定,臺灣新北地方法院 110 年度 司票 字第 5086 號民事裁定
王人正,199,110.07.08,給付職業災害補償金,臺灣臺南地方法院 110 年度 勞專調 字第 56 號民事裁定
王人正,199,110.05.18,損害賠償,臺灣臺北地方法院 107 年度 建 字第 288 號民事裁定
王人正,199,110.04.13,返還價金,臺灣臺北地方法院 109 年度 消 字第 3 號民事判決
王人正,199,110.04.12,損害賠償,臺灣臺北地方法院 108 年度 建 字第 190 號民事判決
王人正,199,110.03.26,損害賠償,臺灣臺北地方法院 107 年度 建 字第 288 號民事判決
王人正,199,110.03.24,返還票據,臺灣臺北地方法院 109 年度 重訴 字第 695 號民事裁定
王人正,199,110.02.18,給付工程款,臺灣臺北地方法院 108 年度 建 字第 184 號民事裁定
和典建設,14,110.07.08,給付營運金,臺灣臺北地方法院 109 年度 重訴 字第 1321 號民事裁定
和典建設,14,110.06.22,給付營運金,臺灣臺北地方法院 109 年度 重訴 字第 1321 號民事裁定
和典建設,14,110.06.04,給付營運金,臺灣臺北地方法院 109 年度 重訴 字第 1321 號民事判決
和典建設,14,109.12.14,給付營運金,臺灣臺北地方法院 109 年度 重訴 字第 1321 號民事裁定
和典建設,14,109.11.20,支付命令,臺灣臺北地方法院 109 年度 司促 字第 19438 號民事裁定
和典建設,14,109.11.03,支付命令,臺灣臺北地方法院 109 年度 司促 字第 19438 號民事裁定
和典建設,14,109.05.29,公示送達,臺灣基隆地方法院 109 年度 司聲 字第 90 號民事裁定
和典建設,14,101.05.10,營利事業所得稅,臺北高等行政法院 101 年度 訴 字第 272 號判決
和典建設,14,100.05.26,營業稅,臺北高等行政法院 99 年度 訴 字第 2288 號判決
和典建設,14,93.12.08,發還擔保金,臺灣新北地方法院 93 年度 聲 字第 1914 號民事裁定
和典建設,14,93.03.22,93.03.22,臺灣新北地方法院 93 年度 全聲 字第 45 號民事裁定
和典建設,14,91.04.04,清償債務,臺灣臺南地方法院 90 年度 訴 字第 769 號民事判決
和典建設,14,89.08.15,詐欺,臺灣高等法院 89 年度 上易 字第 214 號刑事判決
和典建設,14,89.07.31,偽造有價證券等,臺灣臺北地方法院 88 年度 訴 字第 147 號刑事判決
愛山林建設,77,111.07.08,終止借名登記,臺灣新北地方法院 109 年度 訴 字第 3522 號民事判決
愛山林建設,77,111.06.30,給付獎金,臺灣高等法院 111 年度 勞抗 字第 20 號民事裁定
愛山林建設,77,111.02.23,證券交易法等,臺灣高等法院 109 年度 金上重更二 字第 4 號刑事判決
愛山林建設,77,111.02.14,給付獎金,臺灣臺北地方法院 109 年度 勞訴 字第 410 號民事裁定
愛山林建設,77,111.02.14,給付獎金,臺灣臺北地方法院 109 年度 勞訴 字第 410 號民事裁定
愛山林建設,77,111.01.05,給付獎金,臺灣臺北地方法院 109 年度 勞訴 字第 410 號民事判決
愛山林建設,77,110.12.15,返還票據,臺灣臺北地方法院 109 年度 重訴 字第 695 號民事判決
愛山林建設,77,110.12.01,返還價金等,臺灣新北地方法院 110 年度 補 字第 1841 號民事裁定
愛山林建設,77,110.10.26,證券交易法等,臺灣高等法院 109 年度 金上重更二 字第 4 號刑事裁定
愛山林建設,77,110.06.09,妨害名譽,臺灣高等法院 109 年度 上易 字第 2145 號刑事判決
愛山林建設,77,110.06.03,請求返還買賣價金,最高法院 109 年度 台上 字第 3112 號民事裁定
愛山林建設,77,110.03.31,請求侵權行為損害賠償,最高法院 109 年度 台上 字第 3268 號民事判決
愛山林建設,77,110.03.25,證券交易法等,臺灣高等法院 109 年度 金上重更二 字第 4 號刑事裁定
愛山林建設,77,110.02.04,聲請撤銷扣押,臺灣高等法院 臺中分院 110 年度 聲 字第 3 號刑事裁定
愛山林建設,77,110.01.05,返還買賣價金再審之訴,臺灣高等法院 109 年度 再易 字第 118 號民事判決
愛山林建設,77,109.12.01,回復原狀等,臺灣高等法院 109 年度 原上易 字第 4 號民事判決
愛山林建設,77,109.10.30,返還買賣價金,臺灣高等法院 108 年度 重上 字第 541 號民事判決
愛山林建設,77,109.10.21,聲請救助,臺灣新北地方法院 109 年度 消債救 字第 25 號民事裁定
愛山林建設,77,109.09.22,妨害名譽,臺灣新北地方法院 109 年度 易 字第 574 號刑事判決
愛山林建設,77,109.08.25,更生,臺灣桃園地方法院 109 年度 司執消債更 字第 34 號民事裁定
地樺營造,91,110.12.30,侵權行為損害賠償,臺灣新北地方法院 107 年度 訴 字第 1813 號民事判決
地樺營造,91,110.11.24,損害賠償,臺灣高等法院 109 年度 上易 字第 1492 號民事判決
地樺營造,91,110.02.03,偽造文書等,臺灣士林地方法院 109 年度 訴 字第 546 號刑事判決
地樺營造,91,110.01.05,分割共有物,臺灣高等法院 109 年度 上更一 字第 72 號民事判決
地樺營造,91,109.06.19,損害賠償,臺灣臺北地方法院 103 年度 重訴 字第 236 號民事判決
地樺營造,91,109.04.08,請求分割共有物,最高法院 109 年度 台上 字第 93 號民事判決
地樺營造,91,109.01.22,債務不履行損害賠償再審之訴,臺灣高等法院 108 年度 重再 字第 38 號民事判決
地樺營造,91,108.09.25,損害賠償,臺灣臺北地方法院 103 年度 重訴 字第 236 號民事裁定
地樺營造,91,108.05.28,給付點工費用,臺灣高等法院 107 年度 上 字第 360 號民事判決
地樺營造,91,108.05.17,損害賠償,臺灣臺北地方法院 103 年度 重訴 字第 236 號民事裁定
地樺營造,91,107.11.14,請求拆除地上物,最高法院 107 年度 台上 字第 2259 號民事裁定
地樺營造,91,107.08.07,拆除地上物,臺灣高等法院 106 年度 上 字第 526 號民事判決
地樺營造,91,107.05.08,分割共有物,臺灣高等法院 106 年度 上 字第 711 號民事判決
地樺營造,91,107.03.22,損害賠償,臺灣臺北地方法院 105 年度 建 字第 321 號民事判決
地樺營造,91,106.12.27,給付點工費用,臺灣士林地方法院 104 年度 建 字第 66 號民事判決
地樺營造,91,106.06.27,債務不履行損害賠償,臺灣高等法院 104 年度 重上 字第 731 號民事判決
地樺營造,91,106.06.20,房屋稅,臺北高等行政法院 106 年度 訴 字第 397 號判決
地樺營造,91,106.05.12,分割共有物,臺灣新竹地方法院 105 年度 訴 字第 943 號民事裁定
地樺營造,91,106.04.25,分割共有物,臺灣新竹地方法院 105 年度 訴 字第 943 號民事判決
地樺營造,91,106.03.17,拆除地上物,臺灣新竹地方法院 106 年度 訴 字第 68 號民事判決
陽明營造,116,111.03.31,詐欺取財聲請再審,最高法院 111 年度 台抗 字第 275 號刑事裁定
陽明營造,116,111.01.06,違反政府採購法等,臺灣高等法院 花蓮分院 109 年度 聲再更一 字第 6 號刑事裁定
陽明營造,116,110.11.30,給付工程款,臺灣高等法院 109 年度 上易 字第 1356 號民事判決
陽明營造,116,110.07.21,請求給付管理費等,最高法院 110 年度 台上 字第 1679 號民事判決
陽明營造,116,110.06.16,請求給付工程款,最高法院 110 年度 台上 字第 1594 號民事裁定
陽明營造,116,110.04.14,返還擔保金,臺灣士林地方法院 110 年度 司聲 字第 37 號民事裁定
陽明營造,116,110.03.30,聲請交付審判,臺灣士林地方法院 109 年度 聲判 字第 121 號刑事裁定
陽明營造,116,110.01.20,聲明異議（返還擔保金）,臺灣士林地方法院 109 年度 事聲 字第 99 號民事裁定
陽明營造,116,110.01.12,支付命令,臺灣士林地方法院 110 年度 司促 字第 289 號民事其他文書
陽明營造,116,110.01.04,聲明異議（返還擔保金）,臺灣士林地方法院 109 年度 事聲 字第 99 號民事裁定
陽明營造,116,109.12.25,支付命令,臺灣臺北地方法院 109 年度 司促 字第 21773 號民事裁定
陽明營造,116,109.11.05,違反政府採購法等罪聲請再審,最高法院 109 年度 台抗 字第 1707 號刑事裁定
陽明營造,116,109.10.23,給付工程款,臺灣高等法院 花蓮分院 108 年度 建上 字第 8 號民事裁定
陽明營造,116,109.10.23,給付工程款,臺灣臺北地方法院 109 年度 建 字第 30 號民事裁定
陽明營造,116,109.10.19,給付管理費等,臺灣高等法院 花蓮分院 109 年度 建上更一 字第 3 號民事裁定
陽明營造,116,109.10.19,返還擔保金,臺灣士林地方法院 109 年度 司聲 字第 448 號民事裁定
陽明營造,116,109.09.30,給付工程款,臺灣臺北地方法院 109 年度 建 字第 30 號民事判決
陽明營造,116,109.09.18,給付管理費等,臺灣高等法院 花蓮分院 109 年度 建上更一 字第 3 號民事判決
陽明營造,116,109.09.17,給付工程款,臺灣高等法院 花蓮分院 108 年度 建上 字第 8 號民事裁定
陽明營造,116,109.09.17,給付工程款,臺灣高等法院 花蓮分院 108 年度 建上 字第 8 號民事裁定
國泰建設,889,111.08.03,公示催告,臺灣臺北地方法院 111 年度 司催 字第 1183 號民事裁定
國泰建設,889,111.08.03,排除侵害,臺灣臺中地方法院 111 年度 訴 字第 1006 號民事判決
國泰建設,889,111.07.29,除權判決（股票）,臺灣臺北地方法院 111 年度 除 字第 1492 號民事判決
國泰建設,889,111.07.29,除權判決,臺灣臺南地方法院 111 年度 除 字第 189 號民事判決
國泰建設,889,111.07.27,返還價金等,臺灣高等法院 111 年度 上易 字第 219 號民事判決
國泰建設,889,111.07.26,除權判決（股票）,臺灣臺北地方法院 111 年度 除 字第 1385 號民事判決
國泰建設,889,111.06.20,除權判決（股票）,臺灣臺北地方法院 111 年度 除 字第 1100 號民事判決
國泰建設,889,111.05.31,交付遺贈,臺灣高等法院 110 年度 重家上 字第 76 號民事判決
國泰建設,889,111.05.31,公示催告,臺灣臺北地方法院 111 年度 司催 字第 903 號民事裁定
國泰建設,889,111.05.25,除權判決（票據）,臺灣臺北地方法院 111 年度 除 字第 1110 號民事判決
國泰建設,889,111.05.10,履行遺產分割協議,臺灣高等法院 109 年度 家上 字第 325 號民事判決
國泰建設,889,111.04.29,除權判決（股票）,臺灣臺北地方法院 111 年度 除 字第 897 號民事判決
國泰建設,889,111.04.21,除權判決（股票）,臺灣臺北地方法院 111 年度 除 字第 787 號民事判決
國泰建設,889,111.03.31,公示催告,臺灣臺北地方法院 111 年度 司催 字第 569 號民事裁定
國泰建設,889,111.03.22,公示催告,臺灣臺北地方法院 111 年度 司催 字第 511 號民事裁定
國泰建設,889,111.03.21,移轉所有權登記,臺灣士林地方法院 110 年度 訴 字第 616 號民事判決
國泰建設,889,111.03.16,除權判決（股票）,臺灣臺北地方法院 111 年度 除 字第 518 號民事判決
國泰建設,889,111.03.03,請求塗銷所有權移轉登記等,最高法院 111 年度 台上 字第 171 號民事判決
國泰建設,889,111.02.25,除權判決（股票）,臺灣臺北地方法院 111 年度 除 字第 339 號民事判決
國泰建設,889,111.02.23,公示催告,臺灣臺北地方法院 111 年度 司催 字第 314 號民事裁定
甲士林建設,29,110.08.31,給付資遣費等,臺灣臺北地方法院 109 年度 勞訴 字第 335 號民事判決
甲士林建設,29,110.02.26,支付命令,臺灣臺中地方法院 110 年度 司促 字第 4221 號民事其他文書
甲士林建設,29,110.02.19,支付命令,臺灣臺中地方法院 110 年度 司促 字第 4221 號民事裁定
甲士林建設,29,110.02.18,本票裁定,臺灣臺中地方法院 110 年度 司票 字第 797 號民事裁定
甲士林建設,29,109.04.22,不動產所有權移轉登記,臺灣高等法院 108 年度 重上 字第 495 號民事判決
甲士林建設,29,109.03.09,給付資遣費等,臺灣臺北地方法院 108 年度 勞簡上 字第 23 號民事判決
甲士林建設,29,108.12.30,返還價金等,臺灣高雄地方法院 108 年度 補 字第 1504 號民事裁定
甲士林建設,29,107.06.08,所有權移轉登記,臺灣臺北地方法院 104 年度 重訴 字第 734 號民事判決
甲士林建設,29,106.07.31,妨害自由等,臺灣新北地方法院 105 年度 訴 字第 271 號刑事判決
甲士林建設,29,106.05.23,損害賠償,臺灣高等法院 105 年度 上 字第 1044 號民事判決
甲士林建設,29,106.05.16,給付管理維護費,臺灣高等法院 104 年度 重上 字第 417 號民事判決
甲士林建設,29,106.04.18,返還買賣價金等,臺灣臺北地方法院 105 年度 重訴 字第 386 號民事判決
甲士林建設,29,105.08.31,公寓大廈管理條例,臺北高等行政法院 104 年度 訴 字第 1270 號判決
甲士林建設,29,105.07.14,損害賠償,臺灣臺北地方法院 102 年度 訴 字第 1623 號民事裁定
甲士林建設,29,105.06.08,損害賠償,臺灣臺北地方法院 102 年度 訴 字第 1623 號民事判決
甲士林建設,29,105.02.05,詐欺,臺灣基隆地方法院 105 年度 易 字第 15 號刑事判決
甲士林建設,29,104.04.16,給付服務費,臺灣新北地方法院 103 年度 訴 字第 2045 號民事判決
甲士林建設,29,104.03.13,給付管理維護費,臺灣士林地方法院 103 年度 重訴 字第 220 號民事判決
甲士林建設,29,103.04.09,返還買賣價金等,臺灣高等法院 102 年度 上易 字第 1048 號民事判決
甲士林建設,29,102.09.04,返還買賣價金等,臺灣臺北地方法院 102 年度 訴 字第 904 號民事判決
桓鉅建設,5,108.07.11,分割共有物,臺灣臺北地方法院 106 年度 重訴 字第 1255 號民事裁定
桓鉅建設,5,108.04.25,分割共有物,臺灣臺北地方法院 106 年度 重訴 字第 1255 號民事判決
桓鉅建設,5,107.07.13,本票裁定,臺灣臺北地方法院 107 年度 司票 字第 11116 號民事裁定
桓鉅建設,5,107.06.26,本票裁定,臺灣臺北地方法院 107 年度 司票 字第 11116 號民事裁定
桓鉅建設,5,105.01.29,損害賠償等,臺灣臺北地方法院 103 年度 重訴 字第 995 號民事裁定
海悅國際,38,111.07.26,返還價金,臺灣高等法院 110 年度 消上更一 字第 5 號民事判決
海悅國際,38,111.04.27,請求給付獎金,臺灣士林地方法院 110 年度 勞簡 字第 88 號民事裁定
海悅國際,38,111.02.09,給付職業災害補償等,臺灣臺北地方法院 111 年度 勞訴 字第 86 號民事裁定
海悅國際,38,110.11.11,返還價金,臺灣新北地方法院 108 年度 重訴 字第 204 號民事判決
海悅國際,38,110.06.09,妨害名譽,臺灣高等法院 109 年度 上易 字第 2145 號刑事判決
海悅國際,38,110.05.18,返還價金,臺灣高等法院 109 年度 上 字第 1118 號民事判決
海悅國際,38,110.01.20,違反貪污治罪條例,福建高等法院金門分院 107 年度 上訴 字第 7 號刑事判決
海悅國際,38,109.10.13,修繕漏水,臺灣新北地方法院 108 年度 訴 字第 3420 號民事判決
海悅國際,38,109.09.22,妨害名譽,臺灣新北地方法院 109 年度 易 字第 574 號刑事判決
海悅國際,38,109.08.06,給付遲延利息等,臺灣新北地方法院 109 年度 訴 字第 489 號民事判決
海悅國際,38,109.07.15,選任臨時管理人,臺灣臺南地方法院 109 年度 司 字第 26 號民事裁定
海悅國際,38,109.03.31,給付承攬報酬,臺灣臺北地方法院 108 年度 訴 字第 1757 號民事判決
海悅國際,38,109.03.24,返還價金,臺灣高等法院 108 年度 消上 字第 6 號民事判決
海悅國際,38,108.10.02,違反貪污治罪條例聲請法官迴避,最高法院 108 年度 台聲 字第 149 號刑事裁定
海悅國際,38,108.08.26,竊盜,臺灣新北地方法院 108 年度 簡 字第 4548 號刑事判決
海悅國際,38,108.06.04,給付違約金,臺灣高等法院 107 年度 上易 字第 872 號民事判決
海悅國際,38,108.01.18,返還價金,臺灣臺北地方法院 107 年度 消 字第 45 號民事判決
海悅國際,38,107.12.25,酌減違約金,臺灣高等法院 107 年度 上易 字第 987 號民事判決
海悅國際,38,107.09.13,返還買賣價金等,臺灣臺北地方法院 107 年度 消 字第 26 號民事判決
海悅國際,38,107.03.05,執行清算事件,臺灣高雄地方法院 106 年度 司執消債清 字第 102 號民事裁定
達麗建設,84,111.08.12,侵權行為損害賠償,臺灣高等法院 高雄分院 110 年度 上 字第 298 號民事判決
達麗建設,84,111.06.06,返還定金,臺灣高雄地方法院 111 年度 補 字第 622 號民事裁定
達麗建設,84,111.04.13,妨害電腦使用罪,臺灣橋頭地方法院 110 年度 簡 字第 2037 號刑事判決
達麗建設,84,111.01.27,聲請再審,臺灣橋頭地方法院 111 年度 聲再 字第 1 號民事裁定
達麗建設,84,111.01.12,商業會計法等,臺灣桃園地方法院 110 年度 桃簡 字第 1057 號刑事判決
達麗建設,84,110.12.30,給付貨款,臺灣臺北地方法院 106 年度 重訴 字第 1440 號民事判決
達麗建設,84,110.11.30,聲請再審,臺灣橋頭地方法院 110 年度 補 字第 906 號民事裁定
達麗建設,84,110.10.28,聲請停止執行,最高行政法院 110 年度 聲再 字第 227 號裁定
達麗建設,84,110.10.20,聲請再審,臺灣橋頭地方法院 110 年度 聲再 字第 4 號民事裁定
達麗建設,84,110.10.15,侵權行為損害賠償,臺灣高雄地方法院 109 年度 訴 字第 1017 號民事判決
達麗建設,84,110.10.06,假扣押聲明異議,臺灣高等法院 110 年度 抗 字第 1133 號民事裁定
達麗建設,84,110.09.24,返還違約金,臺灣高雄地方法院 110 年度 訴 字第 484 號民事判決
達麗建設,84,110.09.17,聲請再審,臺灣橋頭地方法院 110 年度 補 字第 679 號民事裁定
達麗建設,84,110.08.16,給付居間報酬,臺灣臺北地方法院 109 年度 訴 字第 6922 號民事判決
達麗建設,84,110.08.13,支付命令,臺灣臺北地方法院 110 年度 司促 字第 10272 號民事裁定
達麗建設,84,110.06.30,竊盜,臺灣臺南地方法院 110 年度 簡 字第 1409 號刑事判決
達麗建設,84,110.05.21,聲請停止執行,最高行政法院 110 年度 抗 字第 139 號裁定
達麗建設,84,110.02.05,聲請停止執行,臺北高等行政法院 109 年度 停 字第 127 號裁定
達麗建設,84,109.11.03,確定訴訟費用額,臺灣臺北地方法院 109 年度 司聲 字第 1077 號民事裁定
達麗建設,84,109.08.19,給付工程款,臺灣臺北地方法院 108 年度 建簡上 字第 19 號民事判決
士林開發,47,111.04.07,都市更新,臺北高等行政法院 109 年度 訴 字第 1499 號判決
士林開發,47,111.03.01,履行協議書,臺灣高等法院 110 年度 重上更一 字第 20 號民事判決
士林開發,47,110.05.10,都市更新,臺北高等行政法院 109 年度 訴 字第 1170 號裁定
士林開發,47,110.04.23,都市更新,臺北高等行政法院 109 年度 訴 字第 1499 號裁定
士林開發,47,110.01.29,保全證據,臺灣高等法院 110 年度 抗 字第 120 號民事裁定
士林開發,47,109.12.28,指定簿冊保管人,臺灣花蓮地方法院 109 年度 司 字第 13 號民事裁定
士林開發,47,109.12.17,確認本票債權不存在等,臺灣臺北地方法院 109 年度 簡上 字第 76 號民事判決
士林開發,47,109.08.27,清算事件,臺灣新北地方法院 107 年度 司執消債清 字第 60 號民事裁定
士林開發,47,109.03.25,清償債務,臺灣臺北地方法院 109 年度 重訴 字第 318 號民事裁定
士林開發,47,109.03.18,支付命令,臺灣臺北地方法院 109 年度 司促 字第 3953 號民事其他文書
士林開發,47,109.02.12,本票裁定,臺灣臺北地方法院 109 年度 抗 字第 74 號民事裁定
士林開發,47,108.12.31,本票裁定,臺灣臺北地方法院 108 年度 司票 字第 21167 號民事裁定
士林開發,47,108.12.11,本票裁定,臺灣臺北地方法院 108 年度 司票 字第 21167 號民事裁定
士林開發,47,108.12.10,支付命令,臺灣臺北地方法院 108 年度 司促 字第 20537 號民事其他文書
士林開發,47,108.05.28,給付工程款,臺灣高等法院 107 年度 上 字第 999 號民事判決
