index,lat,lon,市,區,里,鄰,路,街,段,巷,弄,號,Build case
台北市中正區濟南路一段13巷6號,25.04293,121.5222,台北市,中正區,幸福里,,濟南路,,1段,13巷,,6號,
台北市中正區濟南路一段5號,25.04286,121.52174,台北市,中正區,幸福里,,濟南路,,1段,,,5號,
台北市中正區濟南路二段15號,25.04132,121.52762,台北市,中正區,幸福里,,濟南路,,2段,,,15號,
台北市中正區濟南路二段21號,25.04126,121.52795,台北市,中正區,幸福里,,濟南路,,2段,,,21號,
台北市中正區濟南路二段62巷2之8號,25.0398,121.53211,台北市,中正區,幸市里,,濟南路,,2段,62巷,,2號,
台北市中正區牯嶺街142號,25.02155,121.51884,台北市,中正區,網溪里,,,牯嶺街,,,,142號,
台北市中正區牯嶺街146號,25.02151,121.51889,台北市,中正區,網溪里,,,牯嶺街,,,,146號,
台北市中正區牯嶺街61號,25.02958,121.51692,台北市,中正區,南福里,,,牯嶺街,,,,61號,
台北市中正區牯嶺街83號,25.0301,121.5161,台北市,中正區,龍福里,,,牯嶺街,,,,83號,
台北市中正區牯嶺街95巷,25.02616,121.51906,台北市,中正區,板溪里,,,牯嶺街,,95巷,,,
台北市中正區牯嶺街95巷10號,25.026,121.51992,台北市,中正區,板溪里,,,牯嶺街,,95巷,,10號,
台北市中正區牯嶺街95巷12號,25.025945,121.51999,台北市,中正區,板溪里,,,牯嶺街,,95巷,,12號,
台北市中正區牯嶺街95巷16號,25.025945,121.51999,台北市,中正區,板溪里,,,牯嶺街,,95巷,,16號,
台北市中正區牯嶺街95巷68號,25.02527,121.5212,台北市,中正區,板溪里,,,牯嶺街,,95巷,,68號,
台北市中正區牯嶺街95巷8號,25.02603,121.51987,台北市,中正區,板溪里,,,牯嶺街,,95巷,,8號,
台北市中正區牯嶺街與廈門街99巷口,25.030018,121.516438,台北市,中正區,南福里,,,牯嶺街,,與廈門街99巷,,,
台北市中正區紹興北街31巷16號,25.04527,121.52602,台北市,中正區,梅花里,,,紹興北街,,31巷,,16號,
台北市中正區紹興南街24巷3號,25.039181,121.523372,台北市,中正區,東門里,,,紹興南街,,24巷,,3號,
台北市中正區羅斯福路,25.03225,121.51861,台北市,中正區,新營里,,羅斯福路,,,,,,
台北市中正區羅斯福路3段212號,25.01909,121.52949,台北市,中正區,文盛里,,羅斯福路,,3段,,,212號,
台北市中正區羅斯福路4段158號,25.01254,121.53615,台北市,中正區,水源里,,羅斯福路,,4段,,,158號,
台北市中正區羅斯福路一段101號,25.03089,121.51989,台北市,中正區,新營里,,羅斯福路,,1段,,,101號,
台北市中正區羅斯福路一段105號,25.03084,121.51992,台北市,中正區,新營里,,羅斯福路,,1段,,,105號,
台北市中正區羅斯福路一段107號,25.03082,121.51994,台北市,中正區,新營里,,羅斯福路,,1段,,,107號,
台北市中正區羅斯福路一段119巷12號,25.03057,121.52141,台北市,中正區,新營里,,羅斯福路,,1段,119巷,,12號,
台北市中正區羅斯福路一段58巷20號,25.03053,121.5187,台北市,中正區,南福里,,羅斯福路,,1段,58巷,,20號,
台北市中正區羅斯福路一段58巷28號,25.03038,121.51848,台北市,中正區,南福里,,羅斯福路,,1段,58巷,,28號,
台北市中正區羅斯福路一段83巷2號,25.0314,121.51985,台北市,中正區,新營里,,羅斯福路,,1段,83巷,,2號,
台北市中正區羅斯福路三段138號,25.02029,121.52831,台北市,中正區,林興里,,羅斯福路,,3段,,,138號,
台北市中正區羅斯福路三段210巷,25.01843,121.52878,台北市,中正區,文盛里,,羅斯福路,,3段,210巷,,,
台北市中正區羅斯福路三段212號,25.01909,121.52949,台北市,中正區,文盛里,,羅斯福路,,3段,,,212號,
台北市中正區羅斯福路三段216號,25.01893,121.52968,台北市,中正區,文盛里,,羅斯福路,,3段,,,216號,
台北市中正區羅斯福路三段2號,25.02352,121.52478,台北市,中正區,頂東里,,羅斯福路,,三段,,,2號,
台北市中正區羅斯福路三段58巷6號,25.02242,121.5256,台北市,中正區,頂東里,,羅斯福路,,3段,58巷,,6號,
台北市中正區羅斯福路三段58巷8號,25.02238,121.52553,台北市,中正區,頂東里,,羅斯福路,,3段,58巷,,8號,
台北市中正區羅斯福路三段88號,25.0218,121.52656,台北市,中正區,頂東里,,羅斯福路,,3段,,,88號,
台北市中正區羅斯福路三段90號,25.02169,121.52666,台北市,中正區,頂東里,,羅斯福路,,3段,,,90號,
台北市中正區羅斯福路二段18號,25.02861,121.52103,台北市,中正區,南福里,,羅斯福路,,2段,,,18號,
台北市中正區羅斯福路二段22號,25.02856,121.52108,台北市,中正區,南福里,,羅斯福路,,2段,,,22號,
台北市中正區羅斯福路二段4巷8號,25.02924,121.52012,台北市,中正區,南福里,,羅斯福路,,2段,4巷,,8號,
台北市中正區羅斯福路二段8巷5號,25.0287,121.52063,台北市,中正區,南福里,,羅斯福路,,2段,8巷,,5號,
台北市中正區羅斯福路二段8巷8號,25.02872,121.52025,台北市,中正區,南福里,,羅斯福路,,2段,8巷,,8號,
台北市中正區羅斯福路四段156號,25.01256,121.5361,台北市,中正區,水源里,,羅斯福路,,4段,,,156號,
台北市中正區羅斯福路四段158號,25.01254,121.53615,台北市,中正區,水源里,,羅斯福路,,4段,,,158號,
台北市中正區羅斯福路四段168號,25.0123,121.53627,台北市,中正區,水源里,,羅斯福路,,4段,,,168號,
台北市中正區羅斯福路四段170號,25.01226,121.53627,台北市,中正區,水源里,,羅斯福路,,4段,,,170號,
台北市中正區羅斯福路四段60號,25.0148,121.53394,台北市,中正區,水源里,,羅斯福路,,4段,,,60號,
台北市中正區臨沂街10巷3號,25.04177,121.53006,台北市,中正區,幸市里,,,臨沂街,,10巷,,3號,
台北市中正區臨沂街10巷7號,25.041823,121.529769,台北市,中正區,幸市里,,,臨沂街,,10巷,,7號,
台北市中正區臨沂街19巷19號,25.04188,121.53124,台北市,中正區,幸市里,,,臨沂街,,19巷,,19號,
台北市中正區臨沂街29巷12號,25.03991,121.53052,台北市,中正區,幸市里,,,臨沂街,,29巷,,12號,
台北市中正區臨沂街29巷6號,25.03991,121.53004,台北市,中正區,幸市里,,,臨沂街,,29巷,,6號,
台北市中正區臨沂街32巷2號,25.03966,121.52953,台北市,中正區,文北里,,,臨沂街,,32巷,,2號,
台北市中正區臨沂街33巷2號,25.03958,121.52985,台北市,中正區,幸市里,,,臨沂街,,33巷,,2號,
台北市中正區臨沂街33巷33號,25.03997,121.53192,台北市,中正區,幸市里,,,臨沂街,,33巷,,33號,
台北市中正區臨沂街33巷35號,25.03996,121.53196,台北市,中正區,幸市里,,,臨沂街,,33巷,,35號,
台北市中正區臨沂街35號,25.03954,121.52984,台北市,中正區,幸市里,,,臨沂街,,,,35號,
台北市中正區臨沂街36號,25.0391,121.52932,台北市,中正區,文北里,,,臨沂街,,,,36號,
台北市中正區臨沂街45巷10號,25.039103,121.530295,台北市,中正區,幸市里,,,臨沂街,,45巷,,10號,
台北市中正區臨沂街45巷15號,25.03932,121.53075,台北市,中正區,幸市里,,,臨沂街,,45巷,,15號,
台北市中正區臨沂街57巷32弄8之1號,25.03709,121.53119,台北市,中正區,三愛里,,,臨沂街,,57巷,32弄,8號,
台北市中正區臨沂街57巷32弄8號,25.03714,121.53117,台北市,中正區,三愛里,,,臨沂街,,57巷,32弄,8號,
台北市中正區臨沂街57巷36號,25.03748,121.53111,台北市,中正區,三愛里,,,臨沂街,,57巷,,36號,
台北市中正區臨沂街59之1號,25.03742,121.5293,台北市,中正區,三愛里,,,臨沂街,,,,59號,
台北市中正區臨沂街59巷23號,25.03692,121.53034,台北市,中正區,三愛里,,,臨沂街,,59巷,,23號,
台北市中正區臨沂街59號,25.03742,121.5293,台北市,中正區,三愛里,,,臨沂街,,,,59號,
台北市中正區臨沂街61巷13號,25.03645,121.53032,台北市,中正區,三愛里,,,臨沂街,,61巷,,13號,
台北市中正區臨沂街61巷2號,25.0369,121.52904,台北市,中正區,三愛里,,,臨沂街,,61巷,,2號,
台北市中正區臨沂街65巷5之1號,25.03611,121.52916,台北市,中正區,三愛里,,,臨沂街,,65巷,,5號,
台北市中正區臨沂街69巷11號,25.035742,121.528713,台北市,中正區,三愛里,,,臨沂街,,69巷,,11號,
台北市中正區臨沂街69巷19號,25.035591,121.528997,台北市,中正區,三愛里,,,臨沂街,,69巷,,19號,
台北市中正區臨沂街6巷6號,25.04244,121.53022,台北市,中正區,幸市里,,,臨沂街,,6巷,,6號,
台北市中正區臨沂街71巷12號,25.03504,121.52946,台北市,中正區,三愛里,,,臨沂街,,71巷,,12號,
台北市中正區臨沂街71巷17之5號,25.03519,121.529009,台北市,中正區,三愛里,,,臨沂街,,71巷,,17號,
台北市中正區臨沂街71巷19弄25號,25.03702,121.53153,台北市,中正區,三愛里,,,臨沂街,,71巷,19弄,25號,
台北市中正區臨沂街71巷19弄3號,25.03543,121.52946,台北市,中正區,三愛里,,,臨沂街,,71巷,19弄,3號,
台北市中正區衡陽路26號,25.04226,121.51283,台北市,中正區,建國里,,衡陽路,,,,,26號,
台北市中正區衡陽路69號,25.0424,121.51177,台北市,中正區,光復里,,衡陽路,,,,,69號,
台北市中正區詔安街240號,25.026902,121.509102,台北市,中正區,永昌里,,,詔安街,,,,240號,
台北市中正區詔安街53巷,25.02582,121.51146,台北市,中正區,永功里,,,詔安街,,53巷,,,
台北市中正區詔安街88號,25.02553,121.51219,台北市,中正區,永功里,,,詔安街,,,,88號,
台北市中正區連雲街15號,25.03685,121.53191,台北市,中正區,三愛里,,,連雲街,,,,15號,
台北市中正區連雲街26巷34號,25.03742,121.53004,台北市,中正區,三愛里,,,連雲街,,26巷,,34號,
台北市中正區連雲街26巷6號,25.03641,121.53144,台北市,中正區,三愛里,,,連雲街,,26巷,,6號,
台北市中正區連雲街29巷9號,25.035699,121.531852,台北市,中正區,三愛里,,,連雲街,,29巷,,9號,
台北市中正區連雲街35號,25.03559,121.53135,台北市,中正區,三愛里,,,連雲街,,,,35號,
台北市中正區連雲街59號,25.03488,121.53042,台北市,中正區,三愛里,,,連雲街,,,,59號,
台北市中正區連雲街6巷8號,25.0375,121.53168,台北市,中正區,三愛里,,,連雲街,,6巷,,8號,
台北市中正區重慶南路3段161號,25.02272,121.517,台北市,中正區,網溪里,,重慶南路,,3段,,,161號,
台北市中正區重慶南路三段129號,25.02385,121.51701,台北市,中正區,網溪里,,重慶南路,,3段,,,129號,
台北市中正區重慶南路三段146巷5號,25.02386,121.5162,台北市,中正區,螢雪里,,重慶南路,,3段,146巷,,5號,
台北市中正區重慶南路三段146巷7號,25.0239,121.51613,台北市,中正區,螢雪里,,重慶南路,,3段,146巷,,7號,
台北市中正區重慶南路三段15巷2號,25.02897,121.5158,台北市,中正區,南福里,,重慶南路,,3段,15巷,,2號,
台北市中正區重慶南路三段161號,25.02272,121.517,台北市,中正區,網溪里,,重慶南路,,3段,,,161號,
台北市中正區重慶南路三段16巷11號,25.02888,121.51501,台北市,中正區,龍光里,,重慶南路,,三段,16巷,,11號,
台北市中正區重慶南路三段63號,25.02655,121.51639,台北市,中正區,螢圃里,,重慶南路,,3段,,,63號,
台北市中正區重慶南路二段80號,25.03053,121.5148,台北市,中正區,龍光里,,重慶南路,,2段,,,80號,
台北市中正區金山南路一段139號,25.03514,121.5276,台北市,中正區,文祥里,,金山南路,,1段,,,139號,
台北市中正區金山南路一段16號,25.04201,121.52937,台北市,中正區,幸福里,,金山南路,,1段,,,16號,
台北市中正區金山南路一段18號,25.04192,121.52933,台北市,中正區,幸福里,,金山南路,,1段,,,18號,
台北市中正區金山南路一段70之2號,25.038786,121.528303,台北市,中正區,文北里,,金山南路,,1段,,,70號,
台北市中正區金山南路一段72之2號,25.03719,121.52777,台北市,中正區,文祥里,,金山南路,,1段,,,72號,
台北市中正區金山南路一段96號,25.035912,121.527443,台北市,中正區,文祥里,,金山南路,,1段,,,96號,
台北市中正區金華街27號,25.03236,121.51925,台北市,中正區,新營里,,,金華街,,,,27號,
台北市中正區金華街34號,25.03096,121.52197,台北市,中正區,新營里,,,金華街,,,,34號,
台北市中正區金門街22號,25.02166,121.52307,台北市,中正區,河堤里,,,金門街,,,,22號,
台北市中正區金門街24巷24之8號,25.02249,121.52102,台北市,中正區,河堤里,,,金門街,,24巷,,24之8號,
台北市中正區金門街24巷24之9號,25.02248,121.52101,台北市,中正區,河堤里,,,金門街,,24巷,,24號,
台北市中正區金門街34巷7號,25.021693,121.522249,台北市,中正區,河堤里,,,金門街,,34巷,,7號,
台北市中正區金門街44巷12之1號,25.02124,121.52172,台北市,中正區,河堤里,,,金門街,,44巷,,12號,
台北市中正區金門街44巷6弄,25.020908,121.521728,台北市,中正區,河堤里,,,金門街,,44巷,6弄,,
台北市中正區齊東街26號,25.04244,121.529,台北市,中正區,幸福里,,,齊東街,,,,26號,
台北市中正區齊東街28號,25.04242,121.52897,台北市,中正區,幸福里,,,齊東街,,,,28號,
台北市中正區齊東街60號,25.041957,121.52819,台北市,中正區,幸福里,,,齊東街,,,,60號,
台北市中正區齊東街70巷,25.04204,121.52785,台北市,中正區,幸福里,,,齊東街,,70巷,,,
台北市中正區齊東街82巷7號,25.041932,121.527253,台北市,中正區,幸福里,,,齊東街,,82巷,,7號,
台北市中正區龍興里和平西路二段70巷,25.029017,121.511481,台北市,中正區,龍興里,,和平西路,,2段,70巷,,,
台北市中正區龍興里和平西路二段98巷,25.02956,121.51073,台北市,中正區,龍興里,,和平西路,,2段,98巷,,,
台北市中正區門街147巷20號,25.03246793,121.51811319,台北市,中正區,龍福里,,,門街,,147巷,,20號,
台北市信義區中坡南路201巷18之1號,25.04143,121.58664,台北市,信義區,中行里,,中坡南路,,,201巷,,18之1號,
台北市信義區中坡南路201巷18之2號,25.04138,121.58665,台北市,信義區,中行里,,中坡南路,,,201巷,,18號,
台北市信義區中坡南路201巷18之3號,25.04135,121.58651,台北市,信義區,中行里,,中坡南路,,,201巷,,18之3號,
台北市信義區中坡南路201巷18號,25.0414,121.5865,台北市,信義區,中行里,,中坡南路,,,201巷,,18號,
台北市信義區中坡南路22巷7之1號,25.04304,121.58255,台北市,信義區,大道里,,中坡南路,,,22巷,,7號,
台北市信義區中坡南路22巷7之2號,25.04301,121.58246,台北市,信義區,大道里,,中坡南路,,,22巷,,7號,
台北市信義區中坡南路22巷7號,25.04307,121.58247,台北市,信義區,大道里,,中坡南路,,,22巷,,7號,
台北市信義區仁愛路四段420號,25.03735,121.55778,台北市,信義區,正和里,,仁愛路,,4段,,,420號,
台北市信義區仁愛路四段426號,25.03733,121.55795,台北市,信義區,正和里,,仁愛路,,4段,,,426號,
台北市信義區仁愛路四段428號,25.03733,121.55799,台北市,信義區,正和里,,仁愛路,,4段,,,428號,
台北市信義區仁愛路四段512巷16之1號,25.03654,121.56076,台北市,信義區,正和里,,仁愛路,,4段,512巷,,16號,
台北市信義區仁愛路四段516號,25.0373,121.56139,台北市,信義區,興隆里,,仁愛路,,4段,,,516號,
台北市信義區信安街103巷,25.02541,121.55667,台北市,信義區,黎順里,,,信安街,,103巷,,,
台北市信義區信安街103巷10號,25.02478,121.55923,台北市,信義區,黎順里,,,信安街,,103巷,,10號,
台北市信義區信安街103巷6之6號,25.02509,121.55745,台北市,信義區,黎順里,,,信安街,,103巷,,6號,
台北市信義區信安街103巷6之7號,25.025059,121.557457,台北市,信義區,黎順里,,,信安街,,103巷,,6之7號,
台北市信義區信安街103巷8之6號,25.02499,121.5584,台北市,信義區,黎順里,,,信安街,,103巷,,8號,
台北市信義區信安街103巷8之7號,25.02494,121.55847,台北市,信義區,黎順里,,,信安街,,103巷,,8號,
台北市信義區信安街103巷8之8號,25.02487,121.55841,台北市,信義區,黎順里,,,信安街,,103巷,,8號,
台北市信義區信安街103巷8號,25.02506,121.5575,台北市,信義區,黎順里,,,信安街,,103巷,,8號,
台北市信義區信安街117號,25.024657,121.556111,台北市,信義區,黎順里,,,信安街,,,,117號,
台北市信義區信安街119號,25.02467,121.55607,台北市,信義區,黎順里,,,信安街,,,,119號,
台北市信義區信義路五段150巷12號,25.02798,121.5714,台北市,信義區,三犁里,,信義路,,五段,150巷,,12號,
台北市信義區信義路五段150巷330號,25.02656,121.57015,台北市,信義區,三犁里,,信義路,,5段,150巷,,330號,
台北市信義區信義路五段91巷12弄1號,25.03376,121.57136,台北市,信義區,安康里,,信義路,,五段,91巷,12弄,1號,
台北市信義區信義路五段91巷12弄3號,25.03377,121.57129,台北市,信義區,安康里,,信義路,,5段,91巷,12弄,3號,
台北市信義區信義路五段91巷21號,25.03404,121.5719,台北市,信義區,安康里,,信義路,,5段,91巷,,21號,
台北市信義區光復南路421巷6號,25.03612,121.55832,台北市,信義區,正和里,,光復南路,,,421巷,,6號,
台北市信義區光復南路439號,25.0357,121.5577,台北市,信義區,正和里,,光復南路,,,,,439號,
台北市信義區光復南路473巷15號,25.03379,121.55824,台北市,信義區,中興里,,光復南路,,,473巷,,15號,
台北市信義區光復南路473巷19號,25.03379,121.55843,台北市,信義區,中興里,,光復南路,,,473巷,,19號,
台北市信義區光復南路473巷21號,25.03378,121.55851,台北市,信義區,中興里,,光復南路,,,473巷,,21號,
台北市信義區吳興街190巷,25.02837,121.56248,台北市,信義區,景勤里,,,吳興街,,190巷,,,
台北市信義區吳興街284巷59弄11號,25.02154,121.56383,台北市,信義區,雙和里,,,吳興街,,284巷,59弄,11號,
台北市信義區吳興街284巷59弄15號,25.02154,121.56371,台北市,信義區,雙和里,,,吳興街,,284巷,59弄,15號,
台北市信義區吳興街284巷59弄7號,25.02168,121.56392,台北市,信義區,雙和里,,,吳興街,,284巷,59弄,7號,
台北市信義區吳興街284巷59弄9號,25.02159,121.56391,台北市,信義區,雙和里,,,吳興街,,284巷,59弄,9號,
台北市信義區吳興街284巷8號,25.02502,121.56371,台北市,信義區,雙和里,,,吳興街,,284巷,,8號,
台北市信義區吳興街449巷2弄12號,25.024051,121.569015,台北市,信義區,惠安里,,,吳興街,,449巷,2弄,12號,
台北市信義區吳興街449巷2弄2號,25.024157,121.568768,台北市,信義區,惠安里,,,吳興街,,449巷,2弄,2號,
台北市信義區吳興街516號,25.02238,121.56903,台北市,信義區,惠安里,,,吳興街,,,,516號,
台北市信義區吳興街524巷,25.02191,121.56872,台北市,信義區,惠安里,,,吳興街,,524巷,,,
台北市信義區吳興街583巷117號,25.02042,121.57081,台北市,信義區,泰和里,,,吳興街,,583巷,,117號,
台北市信義區吳興街583巷119號,25.020382,121.570834,台北市,信義區,泰和里,,,吳興街,,583巷,,119號,
台北市信義區吳興街583巷121號,25.02035,121.570858,台北市,信義區,泰和里,,,吳興街,,583巷,,121號,
台北市信義區吳興街600巷100弄18之1號,25.01752,121.5721,台北市,信義區,泰和里,,,吳興街,,600巷,100弄,18號,
台北市信義區吳興街600巷100弄18號,25.01756,121.57215,台北市,信義區,泰和里,,,吳興街,,600巷,100弄,18號,
台北市信義區吳興街600巷100弄20號,25.01748,121.57224,台北市,信義區,泰和里,,,吳興街,,600巷,100弄,20號,
台北市信義區吳興街600巷120號,25.01828,121.57212,台北市,信義區,泰和里,,,吳興街,,600巷,,120號,
台北市信義區吳興街600巷122號,25.0183,121.57222,台北市,信義區,泰和里,,,吳興街,,600巷,,122號,
台北市信義區吳興街600巷126號,25.01818,121.57213,台北市,信義區,泰和里,,,吳興街,,600巷,,126號,
台北市信義區吳興街600巷128號,25.0182,121.57223,台北市,信義區,泰和里,,,吳興街,,600巷,,128號,
台北市信義區吳興街600巷76弄,25.01872,121.570655,台北市,信義區,泰和里,,,吳興街,,600巷,76弄,,
台北市信義區吳興街600巷76弄1號,25.01872,121.57066,台北市,信義區,泰和里,,,吳興街,,600巷,76弄,1號,
台北市信義區吳興街600巷76弄20號,25.01846,121.5705,台北市,信義區,泰和里,,,吳興街,,600巷,76弄,20號,
台北市信義區吳興街600巷76弄5號,25.01862,121.57064,台北市,信義區,泰和里,,,吳興街,,600巷,76弄,5號,
台北市信義區和平東路3段169號,25.024071,121.553184,台北市,信義區,黎平里,,和平東路,,3段,,,169號,
台北市信義區和平東路三段169號,25.02407,121.55318,台北市,信義區,黎平里,,和平東路,,3段,,,169號,
台北市信義區和平東路三段179號,25.02397,121.55345,台北市,信義區,黎平里,,和平東路,,3段,,,179號,
台北市信義區和平東路三段199號,25.02357,121.5536,台北市,信義區,黎平里,,和平東路,,3段,,,199號,
台北市信義區和平東路三段463巷,25.01884,121.55954,台北市,信義區,黎忠里,,和平東路,,3段,463巷,,,
台北市信義區和平東路三段507號,25.01734,121.56014,台北市,信義區,黎安里,,和平東路,,3段,,,507號,
台北市信義區和平東路三段509巷7弄13之2號,25.01814,121.56079,台北市,信義區,黎安里,,和平東路,,3段,509巷,7弄,13號,
台北市信義區和平東路三段509巷7弄13號,25.0182,121.56068,台北市,信義區,黎安里,,和平東路,,3段,509巷,7弄,13號,
台北市信義區嘉興街,25.0278,121.55721,台北市,信義區,嘉興里,,,嘉興街,,,,,
台北市信義區四育里松隆路,25.04844,121.57599,台北市,信義區,四育里,,松隆路,,,,,,
台北市信義區基隆路1段17號,25.04854,121.5691,台北市,信義區,雅祥里,,基隆路,,1段,,,17號,
台北市信義區基隆路一段101巷3之1號,25.04533,121.56764,台北市,信義區,敦厚里,,基隆路,,1段,101巷,,3號,
台北市信義區基隆路一段101巷3號,25.0453,121.56755,台北市,信義區,敦厚里,,基隆路,,1段,101巷,,3號,
台北市信義區基隆路一段101巷5之1號,25.0453,121.56767,台北市,信義區,敦厚里,,基隆路,,1段,101巷,,5號,
台北市信義區基隆路一段13號,25.048627,121.569136,台北市,信義區,雅祥里,,基隆路,,1段,,,13號,
台北市信義區基隆路一段17號,25.04854,121.5691,台北市,信義區,雅祥里,,基隆路,,1段,,,17號,
台北市信義區基隆路一段19號,25.0485,121.56907,台北市,信義區,雅祥里,,基隆路,,1段,,,19號,
台北市信義區基隆路一段25號,25.04837,121.569007,台北市,信義區,雅祥里,,基隆路,,1段,,,25號,
台北市信義區基隆路一段83巷32號,25.04661,121.57074,台北市,信義區,雅祥里,,基隆路,,1段,83巷,,32號,
台北市信義區基隆路一段83巷36號,25.04661,121.57083,台北市,信義區,雅祥里,,基隆路,,1段,83巷,,36號,
台北市信義區基隆路二段149號,25.0268,121.55554,台北市,信義區,黎順里,,基隆路,,2段,,,149號,
台北市信義區基隆路二段173號,25.02517,121.55371,台北市,信義區,黎順里,,基隆路,,2段,,,173號,
台北市信義區基隆路二段177號,25.02524,121.55375,台北市,信義區,黎順里,,基隆路,,2段,,,177號,
台北市信義區基隆路二段179號,25.02496,121.55361,台北市,信義區,黎順里,,基隆路,,2段,,,179號,
台北市信義區富陽街59號,25.02211,121.55648,台北市,信義區,黎平里,,,富陽街,,,,59號,
台北市信義區崇德街63巷1號,25.02441,121.55496,台北市,信義區,黎順里,,,崇德街,,63巷,,1號,
台北市信義區崇德街63巷27號,25.02515,121.55489,台北市,信義區,黎順里,,,崇德街,,63巷,,27號,
台北市信義區崇德街63巷3號,25.02447,121.55496,台北市,信義區,黎順里,,,崇德街,,63巷,,3號,
台北市信義區崇德街63巷5號,25.02453,121.55495,台北市,信義區,黎順里,,,崇德街,,63巷,,5號,
台北市信義區崇德街63巷7號,25.024581,121.55495,台北市,信義區,黎順里,,,崇德街,,63巷,,7號,
台北市信義區市民大道6段316號,25.04877,121.57953,台北市,信義區,永吉里,,市民大道,,6段,,,316號,
台北市信義區市民大道六段316號,25.04877,121.57953,台北市,信義區,永吉里,,市民大道,,6段,,,316號,
台北市信義區市民大道六段318號,25.04877,121.57965,台北市,信義區,永吉里,,市民大道,,6段,,,318號,
台北市信義區忠孝東路5段423巷,25.04125,121.57523,台北市,信義區,富台里,,忠孝東路,,5段,423巷,,,
台北市信義區忠孝東路五段236巷25號,25.03876,121.57234,台北市,信義區,安康里,,忠孝東路,,5段,236巷,,25號,
台北市信義區忠孝東路五段236巷27弄22號,25.0384,121.57336,台北市,信義區,安康里,,忠孝東路,,5段,236巷,27弄,22號,
台北市信義區忠孝東路五段236巷27號,25.03868,121.57234,台北市,信義區,安康里,,忠孝東路,,5段,236巷,,27號,
台北市信義區忠孝東路五段236巷39號,25.03802,121.57195,台北市,信義區,安康里,,忠孝東路,,5段,236巷,,39號,
台北市信義區忠孝東路五段236巷45弄18號,25.03746,121.57319,台北市,信義區,安康里,,忠孝東路,,5段,236巷,45弄,18號,
台北市信義區忠孝東路五段236巷57弄8號,25.037,121.57307,台北市,信義區,安康里,,忠孝東路,,5段,236巷,57弄,8號,
台北市信義區忠孝東路五段236巷66號,25.03705,121.57099,台北市,信義區,安康里,,忠孝東路,,5段,236巷,,66號,
台北市信義區忠孝東路五段238號,25.04083,121.57205,台北市,信義區,廣居里,,忠孝東路,,5段,,,238號,
台北市信義區忠孝東路五段275巷7弄2號,25.04143,121.57101,台北市,信義區,富台里,,忠孝東路,,5段,275巷,7弄,2號,
台北市信義區忠孝東路五段345巷1號,25.04133,121.57411,台北市,信義區,富台里,,忠孝東路,,5段,345巷,,1號,
台北市信義區忠孝東路五段345巷6號,25.04155,121.57382,台北市,信義區,富台里,,忠孝東路,,5段,345巷,,6號,
台北市信義區忠孝東路五段423巷,25.04125,121.57523,台北市,信義區,富台里,,忠孝東路,,5段,423巷,,,
台北市信義區忠孝東路五段469號,25.04103,121.57722,台北市,信義區,富台里,,忠孝東路,,5段,,,469號,
台北市信義區忠孝東路五段471號,25.041034,121.577039,台北市,信義區,富台里,,忠孝東路,,五段,,,471號,
台北市信義區忠孝東路五段71巷12弄10號,25.04196,121.56668,台北市,信義區,興雅里,,忠孝東路,,5段,71巷,12弄,10號,
台北市信義區忠孝東路五段71巷12弄8號,25.04195,121.56689,台北市,信義區,興雅里,,忠孝東路,,5段,71巷,12弄,8號,
台北市信義區忠孝東路五段743巷21弄25號,25.04377,121.58018,台北市,信義區,永春里,,忠孝東路,,5段,743巷,21弄,25號,
台北市信義區忠孝東路五段743巷29之1號,25.04415,121.58095,台北市,信義區,永春里,,忠孝東路,,5段,743巷,,29號,
台北市信義區忠孝東路五段790巷22弄,25.042439,121.582037,台北市,信義區,大道里,,忠孝東路,,5段,790巷,22弄,,
台北市信義區忠孝東路五段790巷22弄17號,25.042434,121.582041,台北市,信義區,大道里,,忠孝東路,,5段,790巷,22弄,17號,
台北市信義區忠孝東路與松山路口,25.05318,121.61629,台北市,信義區,,,忠孝東路,,,,,,
台北市信義區景雲街7-1號,25.01978,121.57435,台北市,信義區,六合里,,,景雲街,,,,7號,
台北市信義區景雲街7號,25.01984,121.57428,台北市,信義區,六合里,,,景雲街,,,,7號,
台北市信義區松仁路153巷17號,25.02868,121.56962,台北市,信義區,三犁里,,松仁路,,,153巷,,17號,
台北市信義區松仁路153巷5號,25.02953,121.56896,台北市,信義區,三犁里,,松仁路,,,153巷,,5號,
台北市信義區松仁路153巷7號,25.02918,121.56897,台北市,信義區,三犁里,,松仁路,,,153巷,,7號,
台北市信義區松仁路275巷11號,25.025253,121.570091,台北市,信義區,六合里,,松仁路,,,275巷,,11號,
台北市信義區松仁路308巷101號,25.02035,121.57086,台北市,信義區,泰和里,,松仁路,,,308巷,,101號,
台北市信義區松仁路308巷93號,25.0204,121.57078,台北市,信義區,泰和里,,松仁路,,,308巷,,93號,
台北市信義區松仁路308巷95號,25.02034,121.57083,台北市,信義區,泰和里,,松仁路,,,308巷,,95號,
台北市信義區松仁路308巷99號,25.02038,121.57083,台北市,信義區,泰和里,,松仁路,,,308巷,,99號,
台北市信義區松信路,25.04523,121.57208,台北市,信義區,五全里,,松信路,,,,,,
台北市信義區松信路50巷10號,25.0472,121.57102,台北市,信義區,雅祥里,,松信路,,,50巷,,10號,
台北市信義區松勇路15號,25.03796,121.57002,台北市,信義區,安康里,,松勇路,,,,,15號,
