行政區,建照年度,完工年度,建案名稱,基地面積(坪),建蔽面積(坪),建蔽率(%),容積率(%),公設比(%),棟數,地上樓層,地下樓層,總戶數,平面車位,機械車位,總車位數,預估工期,建造執照,預估工期.1,投資建設,建築設計,營造公司,企劃銷售,結構工程,座向規劃,車位規劃,車位配比,用途規劃,土地分區,管理費用,景觀設計,公設設計,燈光設計,棟戶規劃,樓層規劃,基地地址,建材說明,url,爬蟲耗時(秒),更新日期,sell type
大同區,NA,111,城市莊園,1337.0,668,50.0,300,33,3,18,4,252,281,0,281,NA,NA,NA,"大業欣,廣宇建設",李岳軍,暫無,巨將廣告,RC,朝北、朝南,平面式281個、無充電樁,1:1.12,住商用,第四種住宅區,50899.5元/戶/月,禾拓規劃設計顧問,域研近相空間設計,光拓彩通照明設計工程,3棟，244戶住家，8戶店面,"地上18層,地下4層",台北市大同區民權西路160巷26弄,待定,https://market.591.com.tw/35266,53,2022-10-27,market
大同區,NA,111,宏國大道城-D區,596.0,282,47.41,300,33,1,19,5,132,137,0,137,NA,NA,NA,宏國集團,香港P&T、王克誠建築師事務所,華熊營造,傳真實業,SC,朝南,平面式137個、無充電樁,1:1.04,住商用,第四種住宅區,暫無,瀚翔景觀,太然空間設計,NA,1幢，1棟，124戶住家，8戶店面,"地上19層,地下5層",台北市大同區承德路二段與民生西路交叉口附近,SC鋼骨造,https://market.591.com.tw/103894,53,2022-10-26,market
大同區,106,114,宏國大道城-B區,750.0,416,55.48,560,33.8,10,26,5,164,210,0,210,8,106建字第215號,8,大陞開發、億隆開發建設(宏國集團),王克誠、林連璋、P&T外觀設計,華熊營造,傳真實業,SC鋼骨結構,朝北,平面式210個,1:1.28,住商用,第三種商業區，第四種住宅區,待定,瀚翔景觀,瀚翔景觀,太然空間設計,1幢，10棟，154戶住家，10戶店面,地上26層，地下5層,台北市大同區承德路二段與民生西路交叉口附近,鋼骨結構,https://newhouse.591.com.tw/126910/detail,84,2022-10-26,newhouse
大同區,NA,110,吉美樂河,680.0,300,44.24,225,33.5,1,15,4,132,133,0,133,NA,NA,NA,"吉美建設,聚展建設",朱騰惠,連元營造,新風尚開發,RC,朝西、朝北、朝南,平面式133個、無充電樁,1:1.01,住商用,第三種住宅區,5300元/戶/月,老圃造園工程,築內國際設計,NA,1棟，123戶住家，9戶店面,"地上15層,地下4層",台北市大同區迪化街二段172巷,大雅廚具、TOTO衛浴、hansgrohe五金、三協鋁門窗、耶魯電子鎖,https://market.591.com.tw/35130,53,2022-10-27,market
大同區,NA,110,敦豐苑,111.0,56,50.59,560,38,1,13,4,37,0,29,29,NA,NA,NA,敦仰建設,張維哲,泰亞營造,海揚廣告,RC,朝北、朝西、朝東,機械式29個、無充電樁,1:0.78,住商用,第三種商業區,暫無,NA,NA,NA,1幢，1棟，36戶住家，1戶店面,"地上13層,地下4層",台北市大同區重慶北路二段、蘭州街口,RC結構,https://market.591.com.tw/37633,58,2022-10-26,market
大安區,111,113,大安信藝館,82.0,35,43.48,560,38.88,1,10,地上10,17,0,10,10,2,111建字第0040號,2,御翔開發建設,黃翔龍建築師事務所,待定,自售,RC鋼筋混凝土結構,朝南,機械式10個、預留充電樁管線,1:0.59,住家用,商三(原住三),待定,黃翔龍建築師事務所,黃翔龍建築師事務所,黃翔龍建築師事務所,1幢，1棟，17戶住家,地上10層,台北市大安區文昌街255、257、259號,RC鋼筋混凝土,https://newhouse.591.com.tw/128487/detail,95,2022-10-26,newhouse
大安區,110,113,三創爵鼎,148.0,66,44.9,300,39,1,13,3,56,0,29,29,3,110建字第0020號,3,祿鼎建設(富鉅鼎集團),姚永和建築師事務所,三雋營造,詮力實業,SRC鋼骨鋼筋混凝土結構,朝北,機械式29個,1:0.52,住商用,第三之一種住宅區(特),待定,無,無,無,1幢，1棟，54戶住家，2戶店面,地上13層，地下3層,台北市大安區市民大道三段92號,電梯：台灣三菱電梯中央弱電：人臉辨識系統/社區智能櫃/AI辨識攝影機鋁門窗：YKKap隔音氣密窗門鎖：Yale四合一電子鎖衛浴設備：智慧型免治馬桶吸氣閥：DURGO吸氣閥飲水設備：德國BWT全自動前置反沖洗雜質過濾器/長庚生技諧振活化水處理器/愛惠浦淨水器廚具設備：杜邦石檯面/櫻花排油煙機/櫻花懸掛式烘碗機/微波烤箱,https://newhouse.591.com.tw/127280/detail,82,2022-10-27,newhouse
大安區,110,113,附中仁,78.0,41,53.56,300,38.9,1,9,2,36,0,11,11,3,110建字第0346號,3,茂勝建設,梁丕昇建築師事務所,待定,海森廣告實業,RC鋼筋混凝土結構,朝南,機械式11個,1:0.31,住家用,第四種住宅區,150元/坪/月,無,無,彭文苑建築師事務所,1幢，1棟，36戶住家,地上9層，地下2層,台北市大安區大安路一段176巷7、9號,國際廚具、TOTO衛浴、GROHE五金,https://newhouse.591.com.tw/128157/detail,86,2022-10-26,newhouse
大安區,NA,115,永康麗莊,538.0,242,45.0,225,34,8,17,4,67,67,0,67,NA,NA,NA,富都新開發建設,李天鐸建築師事務所,華熊營造,信義代銷,SC,朝西,平面式67個、無充電樁,1:1,住商用,第三種住宅區,180元/戶/月,王勝正,王勝正,袁宗南,1幢，8棟，65戶住家，2戶店面,"地上17層,地下4層",台北市大安區永康街28號旁,待定,https://market.591.com.tw/3681838,54,2022-10-26,market
大安區,109,112,大安MONEY,237.0,154,65.0,560,34,2,15,2,141,70,0,70,3,109建字第0021號等2個,3,恆合建設,常得群建築師事務所,待定,創意家行銷,RC鋼筋混凝土結構,朝西南、朝東北,平面式70個,1:0.5,住商用,第三種商業區,待定,無,無,無,2幢，2棟，135戶住家，6戶店面,地上15層，地下2層,台北市大安區羅斯福路三段159號,Noblessa廚具，TOTO、GROHE衛浴，日本SHOWA氣密窗,https://newhouse.591.com.tw/123280/detail,83,2022-11-01,newhouse
大安區,110,114,華固大安學府,547.0,240,44.0,300,32,1,23,5,91,124,0,124,4,110建字第0112號,4,華固建設,陳肇勳建築事務所,品興營造,新聯昌廣告,SRC,朝西、朝東,平面式124個、有充電樁,1:1.32,住商用,第三之一種住宅區、第三種商業區、第三種住宅區,200元/坪/月,頤和設計,JTCDesign,原碩照明,1幢，1棟，81戶住家，10戶店面,"地上23層,地下5層",台北市大安區復興南路二段、和平東路口,SRC鋼骨鋼筋混凝土,https://market.591.com.tw/5868652,53,2022-10-26,market
大安區,NA,114,德運永康,369.0,208,56.4,560,30,1,23,5,47,76,18,94,NA,NA,NA,德運建設,元宏聯合建築師事務所,暫無,傳真實業,SC,朝北、朝南,平面式76個、機械式18個、無充電樁,1:1.77,住商用,第三種商業區（特）,暫無,NA,衡立室內裝修設計(杜文正),袁宗南照明設計,1幢，1棟，41戶住家，6戶店面,"地上23層,地下5層",台北市大安區信義路二段,SieMatic廚具、GROHE衛浴、附空調主機,https://market.591.com.tw/3516244,53,2022-10-26,market
大安區,NA,114,大安謙?,144.0,80,55.78,300,35.19,1,12,3,22,0,24,24,NA,NA,NA,興富謙建設,劉宇傑建築師事務所、如榆設計,地樺營造,聯碩行銷,RC,朝南,機械式24個、無充電樁,1:1.04,住商用,第四種住宅區,暫無,NA,元佑設計YUANYOUDesign,NA,1幢，1棟，21戶住家，1戶店面,"地上12層,地下3層",台北市大安區大安路一段206巷15號,RC鋼筋混凝土,https://market.591.com.tw/5854549,54,2022-10-27,market
大安區,NA,114,敦南竣,125.0,65,52.06,225,34.04,1,10,2,20,0,25,25,NA,NA,NA,騰竣建設,林秀芬建築師事務所,隆豪營造,信義房屋-代銷部,RC,朝南,機械式25個、無充電樁,1:1.25,住商用,第三種住宅區,暫無,與作設計,與作設計,林秀芬建築師事務所,1幢，1棟，17戶住家，3戶店面,"地上10層,地下2層",台北市大安區四維路170巷9號、11號、13號,廚房：Cleanup衛浴：KOHLER地磚：RAK五金：hansgrohe,https://market.591.com.tw/5854635,55,2022-10-27,market
大安區,108,113,潤泰大安富陽,652.0,232,35.6,225,32.4,1,23,4,130,130,0,130,5,108建字第0168號,5,潤泰創新國際,張倫端建築師事務所、鑄力聯合建築師事務所,潤弘精密工程,潤泰創新國際,RC,朝西南、朝東北,平面式130個、無充電樁,1:1,住商用,第三種住宅區,暫無,鑄力聯合建築師事務所,無,鑄力聯合建築師事務所,1幢，1棟，126戶住家，4戶店面,"地上23層,地下4層",台北市大安區臥龍街268號,林內廚具、TOTO衛浴,https://market.591.com.tw/3681559,54,2022-10-26,market
大安區,108,113,BR4,243.0,157,65.0,560,37,1,13,3,137,0,63,63,5,108建字第0097號,5,博德開發(志榮集團),李岳軍建築師事務所、李文勝,國耀營造,自售,SC鋼骨結構,朝西、朝東,機械式63個,1:0.46,住商用,第三種商業區、第四種商業區,待定,無,無,陳鵬旭,1棟，135戶住家，2戶店面,地上13層，地下3層,台北市大安區復興南路一段175號旁,SC純鋼骨。,https://newhouse.591.com.tw/120120/detail,89,2022-10-26,newhouse
大安區,NA,113,久年銀座,44.0,24,54.97,560,36.78,1,15,4,28,0,20,20,NA,NA,NA,久年置地,陳睿成建築師事務所,久年營造,新澄地產行銷,RC,朝西、朝東,機械式20個、無充電樁,1:0.71,住商用,商業區,180元/戶/月,陳睿成建築師事務所,域相墨湧設計,陳睿成建築師事務所,1幢，1棟，28戶住家,"地上15層,地下4層",台北市大安區和平東路一段167號,廚具：日本原裝進口CLEARNUP廚具，衛浴：INAX免治馬桶/Hansgrohe花灑，五金：德國Blum鉸鏈，其他：三菱冷氣主機/三菱全熱PM2.5交換器/Rinnia洗碗機/BOSH微波烘烤爐/3M0.5微米淨水器/法國Svago電磁爐/法國亞提納電熱水器/Panasonic四合一暖風機/YKK氣密窗/6+6膠合玻璃/班傑明零ＶＯＣ油漆。,https://market.591.com.tw/3697495,53,2022-10-27,market
大安區,NA,112,台大新碩,224.0,112,50.26,225,34.9,1,11,3,34,33,0,33,NA,NA,NA,新碩建設,黃士瑋建築師事務所,遠碩營造,信義代銷,RC,朝南、朝東,平面式33個、無充電樁,1:0.97,住家用,第三種住宅區,暫無,NA,NA,NA,1幢，1棟，34戶住家,"地上11層,地下3層",台北市大安區泰順街60巷18弄2~4號,廚房：日本Cleanup廚具/Rinnai瓦斯爐/SVAGO蒸烤爐衛浴：INAX全自動電腦馬桶/TOTO面盆、龍頭地磚：KRONOTEX/RAK/ROMAN,https://market.591.com.tw/103936,53,2022-10-26,market
大安區,107,隨時交屋,吉美大安花園,967.0,311,32.17,225,33.4,1,21,4,84,192,0,192,NA,107建字第0073號,NA,吉美建設,P&T高鴻文建築師事務所,久年營造,創意家行銷,SRC鋼骨鋼筋混凝土結構,朝北、朝南,平面式192個,1:2.29,住家用,第三種住宅區,190元/坪/月,盧胤瀚設計師,盧胤瀚設計師,杜文正設計師,1棟，84戶住家,地上21層，地下4層,台北市大安區大安路二段80號,待定,https://newhouse.591.com.tw/119282/detail,83,2022-10-26,newhouse
大安區,106,111,大安富筑,159.0,103,65.0,560,38.8,1,8,2,37,0,14,14,5,106建字第0219號,5,京倫建設,張玉樹建築師事務所,昇邦營造,京倫建設,RC鋼筋混凝土結構,朝南、朝東,機械式14個,1:0.38,住商用,商三,200元/坪/月,暫無,暫無,暫無,1棟，35戶住家，2戶店面,地上8層，地下2層,台北市大安區通化街36號,待定。,https://newhouse.591.com.tw/117666/detail,85,2022-10-26,newhouse
大安區,106,113,親家JIA,391.0,151,38.66,300,38,1,13,3,107,60,0,60,7,106建字第0192號,7,親家地產,陳廷杰建築師事務所,東霙營造,萬群廣告企劃,RC鋼筋混凝土結構,朝北、朝南,平面式60個,1:0.56,住商用,第三之一種住宅區(特),150元/坪/月,無,無,無,1幢，1棟，105戶住家，2戶店面,地上13層，地下3層,台北市大安區安東街、安東街35巷交叉口,GROHE馬桶、面盆、龍頭、淋浴花灑系統；TEKA抽油煙機；TOSTEM氣密窗；Yale電子鎖，Kohler化妝鏡櫃，四合一暖風機，Bosch洗脫烘，ＩＨ爐,https://newhouse.591.com.tw/126518/detail,83,2022-10-26,newhouse
大安區,106,隨時交屋,大安滕,128.0,57,45.0,400,35.8,1,12,2,45,0,35,35,NA,106建字第0227號,NA,柏嘉開發(志榮建設),郭旭原建築師事務所,山發營造,志榮建設,RC鋼筋混凝土結構,朝南、朝西,機械式35個,1:0.78,住商用,第三之二種住宅區,200元/坪/月,大尺設計-黃惠美總監,大尺設計-黃惠美總監,大尺設計-黃惠美總監,1幢，1棟，44戶住家，1戶店面,地上12層，地下2層,台北市大安區新生南路一段145號,採用YKK、TOSTEM、三協同等級氣密隔音窗，TOTO浴室換氣暖房乾燥機、TOTODH馬桶。,https://newhouse.591.com.tw/123527/detail,83,2022-10-26,newhouse
大安區,NA,110,敦南好好,152.0,48,31.98,225,36.14,1,10,2,27,4,12,16,NA,NA,NA,安家道生,鄭誌明建築師事務所,王工南營造,海沃創意行銷,RC,朝東北、朝西南、朝西北,平面式4個、機械式12個、無充電樁,1:0.57,住家用,第三種住宅區、第三之一種住宅區,180元/戶/月,三十三設計,珩荷空間設計,NA,1棟，27戶住家,"地上10層,地下2層",台北市大安區樂業街72巷22號,林內三機、HANSGROHE龍頭五金、KOHLER衛浴、BWT活水系統、Yale電子鎖，義大利Indesit洗脫烘，DORIS廚具，美國KOHLER全自動智慧單體免治馬桶，美國YALE電子鎖，德國hansgrohe衛浴五金。,https://market.591.com.tw/49551,54,2022-10-27,market
大安區,105,隨時交屋,睿泰美,98.0,60,61.5,630,39.6,1,9,2,19,0,14,14,NA,105建字第0226號,NA,睿泰開發,張全智建築師事務所,傑昇營造,睿泰開發,RC鋼筋混凝土結構,朝南,機械式14個,1:0.74,商業用,第二種商業區,150元/坪/月,無,無,無,1棟，19戶一般事務所,地上9層，地下2層,台北市大安區基隆路二段132巷2號,三菱電梯10人座、速度105m/s、安全到樓機能(SLF)、光幕式門檔、讀卡機樓層管制系統。菱光機械大型休旅車倉儲式車位、油壓升降、噪音低且出車快速。中華鋁門窗，台玻8mm強化玻璃，氣密、水密及隔音。玄關門採維夫拉克電子感應門鎖系統，搭配感應卡及機械鑰匙兩種開門方式。,https://newhouse.591.com.tw/124467/detail,82,2022-10-26,newhouse
大安區,NA,109,清歡,299.0,134,45.0,225,33.3,1,14,4,27,56,0,56,NA,NA,NA,鼎美建設,陳麗珍,金弘承營造,傳真機構‧傳美廣告,RC,朝南,平面式56個、無充電樁,1:2.07,住家用,第三種住宅區,13000元/坪/月,盧胤翰,關傳雍,大公造明,1棟，27戶住家,"地上14層,地下4層",台北市大安區杭州南路二段25巷41號,暫無,https://market.591.com.tw/35874,56,2022-10-26,market
文山區,111,116,公園首璽,400.0,180,45.0,225,34.8,1,14,4,65,75,0,75,5,111建字第0033號(改照中),5,僑府興建設、五十甲建設開發,蕭家福聯合建築師事務所,待定,五十甲建築行銷團隊,RC鋼筋混凝土結構,朝西北、朝東南,平面式75個、預留充電樁管線,1:1.15,住家用,第三種住宅區,100元/坪/月,方極景觀,方極景觀,元佑設計,1幢，1棟，65戶住家,地上14層，地下4層,台北市文山區木新路二段218巷32號對面,窗戶｜日本YKK-AP氣密窗玻璃｜5+5MM膠合強化玻璃廚具｜義大利CESAR原裝進口櫥櫃、美國杜邦人造石檯面、德國BOSCH微波烤箱、林內內焰玻璃雙口爐、林內超薄抽油煙機、林內烘碗機、諾德淨水器主浴｜日本TOTO單體馬桶搭配免治馬桶座、德國DURAVIT瓷器面盆、德國HANSGROHE控溫龍頭設備、德國LEICHT下體浴櫃、義大利Smavit鋼板琺瑯浴缸衛浴配件｜日本Panasonic多功能豪華型無線暖風機電梯｜MITSUBISHI三菱高級電梯其他｜屋頂及中庭採用德國頂級BASF聚脲塗料,https://newhouse.591.com.tw/130650/detail,82,2022-10-26,newhouse
文山區,109,115,青耘上,322.0,144,45.0,225,32.49,1,14,3,65,40,0,40,6,109建字第0150號(改照中),6,鴻暘建設(松陽機構),劉書豪+吳亞蘋建築師事務所,台新營造,鴻慶廣告,RC,朝北、朝南、朝東,平面式40個、無充電樁,200~220萬,住家用,第三種住宅區,(元/坪/月),六國,劉書豪+吳亞蘋建築師事務所,劉書豪+吳亞蘋建築師事務所,1幢，1棟，65戶住家,"地上14層,地下3層",台北市文山區光輝路22巷,待定,https://market.591.com.tw/5880751,53,2022-10-26,market
文山區,NA,114,樹語院,2016.0,710,35.22,120,32.69,12,5,3,106,137,0,137,NA,NA,NA,和暘建設,太乙建築師事務所(鄧毅仁),騰森營造,美學生活置業,RC,朝北、朝南,平面式137個、預留管線,1:1.28,住家用,第二種住宅區、第三種住宅區,90元/坪/月,老圃,李文勝建築師事務所,日大,5幢，12棟，106戶住家,"地上5層,地下3層",台北市文山區秀明路一段185巷20號,RC鋼筋混凝土,https://market.591.com.tw/5854630,53,2022-10-26,market
文山區,NA,114,吉美君悦,426.0,242,57.0,560,33.8,1,24,5,163,99,19,118,NA,NA,NA,吉美建設,陳浩怡建築師事務所,暫無,傳真實業,RC,朝西南、朝東,平面式99個、機械式19個、無充電樁,1:0.72,住商用,第三種商業區,120元/戶/月,聿善,築內國際企業,NA,1幢，1棟，153戶住家，10戶店面,"地上24層,地下5層",台北市文山區羅斯福路六段455巷口,櫻花廚具、TOTO衛浴、hansgrohe五金,https://market.591.com.tw/3668828,53,2022-10-26,market
文山區,NA,114,岳泰峰悦,294.0,119,40.56,225,34.5,1,9,3,25,38,0,38,NA,NA,NA,岳泰建設,謝仕煌建築師事務所,待定,詮力實業,RC,朝西、朝東,平面式38個、有充電樁,1:1.52,住家用,第三種住宅區,120元/坪/月,NA,NA,NA,1幢，1棟，25戶住家,"地上9層,地下3層",台北市文山區新光路一段66巷,廚具：林內，衛浴：TOTO，五金：KULDI,https://market.591.com.tw/5868881,54,2022-10-26,market
文山區,NA,114,宏廷富山?,273.0,120,44.05,225,33,1,15,3,42,31,16,47,NA,NA,NA,宏廷建設,張玉樹建築師事務所,翊豐營造,禾合行銷,RC,朝東,平面式31個、機械式16個、無充電樁,1:1.12,住家用,第三種住宅區,100元/坪/月,兆軒設計,NA,NA,1幢，1棟，42戶住家,"地上15層,地下3層",台北市文山區富山路5號,廚具：林內雙口爐、林內排油煙機、喜特麗烘碗、BOSS無鉛龍頭、杜邦人造石檯面衛浴：TOTO　五金：Hansgrohe其他：五合一電子鎖、不二氣密窗、LOW-E5+6+5mm複層玻璃、新日鐵製震壁、人臉辨識系統,https://market.591.com.tw/105101,53,2022-10-27,market
文山區,110,114,天成河悅,116.0,69,60.15,360,37.8,1,13,3,36,1,26,27,4,110建字第0265號,4,新添成建設,卓培煙建築師事務所,仲城建築,新風尚開發,RC,朝北、朝南,平面式1個、機械式26個、有充電樁,1:0.75,住家用,第一種商業區,暫無,大沃國際設計,大沃國際設計,無,1幢，1棟，36戶住家,"地上13層,地下3層",台北市文山區景福街220號旁,BeckermannKüchen德國科技廚具、GROHE衛浴定溫淋浴系列、AXENT主浴免治遙控馬桶、Panasonic浴室多功能排風機、Kronotex德國進口木地板、SHOWA日本昭和鋁窗。,https://market.591.com.tw/5861748,57,2022-10-27,market
文山區,108,112,沐極,334.0,126,37.89,225,30.9,1,14,3,51,20,25,45,4,108建字第0099號,4,金門建設,葉錠坤建築師事務所,偉宏營造,自售,RC鋼筋混凝土結構,朝西南,平面式20個、機械式25個,1:0.88,住家用,第三種住宅區,100元/坪/月,無,無,無,1棟，51戶住家,地上14層，地下3層,台北市文山區興隆路三段304巷,三協隔音氣密窗、TOTO衛浴、國際牌四合一暖風機、林內牌三機、德國歐寶高級廚具、利邦studor吸氣閥、當層排氣、一卡通門禁管理系統,https://newhouse.591.com.tw/121693/detail,85,2022-10-27,newhouse
文山區,108,112,采采靚心,219.0,93,42.68,225,35.4,2,7,2,25,0,25,25,4,108建字第0222號,4,御府建設,黃秀莊建築師事務所,元洲營造,自售,RC鋼筋混凝土結構,朝西北,機械式25個,1:1,住家用,第三種住宅區,120元/坪/月,無,無,我行設計,1幢，2棟，25戶住家,地上7層，地下2層,台北市文山區興順街106號,德國GROHE衛浴龍頭、德國Villeroy&Boch衛浴瓷器、主臥日本INAX免治、大金變頻冷暖主機、DORMAKABA德國電子鎖、BWT淨水設備、漢斯廚具、DURGO吸氣閥,https://newhouse.591.com.tw/125340/detail,84,2022-10-26,newhouse
文山區,NA,113,元利森活莊園,2907.0,670,23.05,225,34,2,27,4,260,403,0,403,NA,NA,NA,元利建設企業,李天鐸建築師事務所,五益營造,新聯昌實業,SC,朝北、朝南、朝西、朝東,平面式403個、無充電樁,1:1.55,住家用,第三種住宅區,150元/戶/月,環藝工程,頡合設計,原碩照明,1幢，2棟，260戶住家,"地上27層,地下4層",台北市文山區木柵路一段．永建國小旁,廚具：林內衛浴：PANASONIC、TOTO、GROHE,https://market.591.com.tw/3694924,54,2022-10-27,market
文山區,109,113,忠泰湛,836.0,379,45.44,560,34,2,23,4,117,170,0,170,4,109建字第0212號,4,忠泰建設,陳傳宗建築師事務所/梅林克(日本),忠泰營造,忠泰房屋,RC,朝東,平面式170個、預留管線,1:1.45,住商用,第三種商業區,120元/坪/月,木荷景觀,禾邸設計,肯緒照明設計,1幢，2棟，109戶住家，8戶店面,"地上23層,地下4層",台北市文山區木新路、開元街口,林內廚具、DURAVIT衛浴、Hansgrohe五金,https://market.591.com.tw/5859668,54,2022-10-27,market
文山區,NA,113,遠雄晴川,748.0,367,49.11,560,35,1,29,5,168,171,0,171,NA,NA,NA,遠雄建設,三門聯合建築師事務所,遠雄營造,遠雄房地產,SRC,朝北、朝南,平面式171個、無充電樁,1:1.02,住商用,第三種商業區,3954元/戶/月,NA,NA,NA,1幢，1棟，158戶住家，10戶店面,"地上29層,地下5層",台北市文山區木柵路三段169巷10號,暫無,https://market.591.com.tw/49596,53,2022-10-26,market
文山區,NA,113,喆美,295.0,159,54.2,560,34.2,1,14,4,124,3,76,79,NA,NA,NA,左耳開發建設、華鋐企業,吳非士建築師事務所,暫無,信義代銷,RC、SRC,朝東北、朝西北、朝西南,平面式3個、機械式76個、無充電樁,1:0.64,住商用,第三種商業區,100元/戶/月,六國,陳鵬旭,吳非士建築師事務所,1幢，1棟，112戶住家，12戶店面,"地上14層,地下4層",台北市文山區景後街180號,林內廚具、TOTO衛浴、YKK氣密窗、DURGO吸氣閥、BWT淨水器、LOW-E玻璃、隔熱沙漿、3M廚下型生飲,https://market.591.com.tw/3667193,54,2022-10-27,market
文山區,NA,113,久康青沺,172.0,72,42.17,225,34,1,12,2,38,2,19,21,NA,NA,NA,豪盛建設,PGA周簡建築事務所,偉信營造,信義代銷,RC,朝東、朝東南、朝西,平面式2個、機械式19個、無充電樁,1:0.55,住家用,第三種住宅區,120元/戶/月,NA,NA,NA,1棟，38戶住家,"地上12層,地下2層",台北市文山區木柵路三段85巷,櫻花廚具、TOTO衛浴、YKK窗框搭配5+5Low-E玻璃、sunon雙流新風機,https://market.591.com.tw/103129,57,2022-10-26,market
文山區,NA,113,和邦羅斯芙,92.0,38,42.3,225,39,1,11,2,30,0,11,11,NA,NA,NA,和邦建設,葉育廷、尹彥程建築師事務所,暫無,金磚動力行銷,RC,朝東北、朝東南,機械式11個、無充電樁,1:0.37,住家用,住宅區,150元/坪/月,NA,許植昀,NA,1幢，1棟，30戶住家,"地上11層,地下2層",台北市文山區羅斯福路六段與育英街口,studor通氣防疫系統、GreenWER防霾紗網、TOTO浴室止滑磚&奈米填縫劑、TOTOWaSHLET+單體式馬桶、SAKURA櫻花廚具+微波烤爐&淨水器、hansgrohe五金龍頭、KOHLER浴室六合一暖風機、innoci浴櫃&鏡櫃、SHOWA氣密窗、KRONOTEX木地板&EP防潮隔音墊、60A等級防火遮煙鑄鋁鋼木藝術門、dormakaba四合一電子鎖、SECOM中興保全智慧安全系統、WAGO電力安全接線工法、L-Best鋇斯特電動曬衣架,https://market.591.com.tw/3695032,57,2022-10-26,market
文山區,NA,112,松露院,2673.0,924,34.58,225,32,3,11,3,79,94,0,94,NA,NA,NA,咊暘建設,鍾美惠建築師事務所,暫無,光合行銷,RC,朝西、朝南、朝西北、朝西南,平面式94個、無充電樁,1:1.19,住家用,第三種住宅區,100元/戶/月,NA,NA,NA,3棟，79戶住家,"地上11層,地下3層",台北市文山區秀明路二段,RC,https://market.591.com.tw/101335,53,2022-10-26,market
文山區,NA,112,蔚來之森,1911.0,229,12.0,120,35,4,5,3,58,25,42,67,NA,NA,NA,恆德建設,謝仕煌建築師事務所,暫無,光合行銷,RC,朝東,平面式25個、機械式42個、無充電樁,1:1.16,住家用,第二種住宅區、住宅區,3185元/戶/月,NA,NA,NA,4幢，4棟，58戶住家,"地上5層,地下3層",台北市文山區福興路97號,RC鋼筋混凝土,https://market.591.com.tw/3681798,54,2022-10-26,market
文山區,NA,112,台大公館,607.0,252,41.64,225,34,2,15,4,117,110,0,110,NA,NA,NA,元興建設,李文勝建築師事務所,暫無,海悅地產開發,RC,朝西、朝東,平面式110個、無充電樁,1:0.94,住家用,第三種住宅區,4621元/戶/月,一口設計,王思敏,陳宇晃,1幢，2棟，117戶住家,"地上15層,地下4層",台北市文山區溪州街67號旁,Noblessa廚具；TOTO、Hansgrohe衛浴,https://market.591.com.tw/104142,54,2022-10-26,market
文山區,106,112,政大爵鼎NO.1,135.0,58,43.34,225,39.8,1,8,3,36,0,16,16,6,106建字第215號,6,富鉅祿建設,游素秋建築師事務所,昱嘉營造,詮力實業,RC,朝南,機械式16個、無充電樁,1:0.44,住家用,第三種住宅區,150元/戶/月,六國,科益室內裝修,吳非士建築師事務所,1棟，36戶住家,"地上8層,地下3層",台北市文山區指南路三段77巷,結構規劃：周泉盛結構技師英國Studor排水通氣防疫系統、德國BWT全自動前置過濾系統、長庚諧振活化水系統、美國Everpure廚下生飲淨水器、廚下雙溫加熱器、日系showa鋁門窗，搭配5+10+5Low-E複層中空玻璃、三菱變頻智能電梯、櫻花三機、和成牌超級馬桶、和成牌多功能暖風機、德國超耐磨木地板(搭配減噪21dB隔音墊)、美國Kwikset四合一指紋密碼鎖、感應式信箱、社區門禁人臉辨識系統,https://market.591.com.tw/49622,54,2022-10-27,market
文山區,106,112,政大爵鼎NO.2,77.0,33,43.41,225,40,1,7,2,25,0,9,9,6,106建字第0185號,6,富鉅祿建設,游素秋建築師事務所,昱嘉營造,詮力實業,RC,朝北,機械式9個、無充電樁,1:0.36,住家用,第三種住宅區,150元/坪/月,無,科益室內裝修,無,1幢，1棟，25戶住家,"地上7層,地下2層",台北市文山區指南路三段77巷,結構規劃：周泉盛結構技師英國Studor排水通氣防疫系統、德國BWT全自動前置過濾系統、長庚諧振活化水系統、美國Everpure廚下生飲淨水器、廚下雙溫加熱器、日本showa鋁門窗，搭配5+10+5Low-E複層中空玻璃、三菱變頻智能電梯、Svago單口感應爐、櫻花牌排油煙機、櫻花牌烘碗機、和成牌超級馬桶、和成牌多功能暖風機、德國超耐磨木地板(搭配減噪21dB隔音墊)、美國Kwikset四合一指紋密碼鎖、社區門禁人臉辨識系統,https://market.591.com.tw/105089,53,2022-10-27,market
文山區,107,隨時交屋,自慢藏,860.0,297,34.6,360,31.9,2,22,4,165,171,0,171,4,107建字第0132號,4,沅利建設、巨悅建設,彭繼賢建築師事務所,日商日本國土開發,信義代銷,SRC鋼骨鋼筋混凝土結構,朝東,平面式171個、有充電樁,1:1.04,住商用,第一種商業區,120元/坪/月,頤和設計、大漢景觀設計工程,頤和設計、大漢景觀設計工程,待定,2幢，2棟，161戶住家，4戶店面,地上22層，地下4層,台北市文山區汀洲路四段281~291號,林內廚具、TOTO衛浴、Hansgrohe五金,https://newhouse.591.com.tw/127371/detail,82,2022-10-27,newhouse
