行政區,建照年度,完工年度,建案名稱,基地面積(坪),建蔽面積(坪),建蔽率(%),容積率(%),公設比(%),棟數,地上樓層,地下樓層,總戶數,平面車位,機械車位,總車位數,預估工期,建造執照,預估工期.1,投資建設,建築設計,營造公司,企劃銷售,結構工程,座向規劃,車位規劃,車位配比,用途規劃,土地分區,管理費用,景觀設計,公設設計,燈光設計,棟戶規劃,樓層規劃,基地地址,建材說明,url,爬蟲耗時(秒),更新日期,sell type
中山區,111,114,長安馥,80.0,47,59.44,800,39,1,9,2,24,0,10,10,3,111建字第0036號,3,康喬建設,洪新發建築師事務所,待定,自售,RC鋼筋混凝土結構,朝南,機械式10個,1:0.42,住家用,第四種商業區,150元/坪/月,無,無,無,1幢，1棟，24戶住家,地上9層，地下2層,台北市中山區長安東路一段95號,社區大門面部辨識解鎖，一次性QRcode訪客開門，防暴鑄鋁鋼木門+指紋多合一電子玄關鎖，多功能平板對講機，情境控制系統+語音控制，遠端遙控家電，德國RICHGermany廚具，Ariston洗脫烘衣機，Ariston內坎式冰箱，廚下型冷熱飲水機，德國Ginova衛浴，TOTO全自動智能馬桶，UNOnext空氣偵測器+VAF換氣系統，三協アルミ隔音氣密窗，5mm+5mm膠合Low-E玻璃，德國Egger超耐磨木地板,https://newhouse.591.com.tw/130311/detail,82,2022-10-26,newhouse
中山區,111,115,上城若水,203.0,97,48.04,560,36.98,1,15,3,115,0,44,44,4,111建字第0075號,4,若水環境整合,莫國箴建築師事務所,信創營造,傳真實業,RC鋼筋混凝土結構,朝北、朝南、朝東,機械式44個、預留充電樁管線,1:0.38,住商用,第三種商業區(原屬第三之一種住宅區、第三之二種住宅區),待定,聿善景觀設計,聿善景觀設計,日本虎尾室設、工一設計,1幢，1棟，112戶住家，3戶店面,地上15層，地下3層,台北市中山區市民大道三段5號,高智能科技宅，AcerAirMonitorPro十合一智慧空氣品質偵測(二氧化碳、溫度、濕度、亮度、甲醛、懸浮微粒PM10、懸浮微粒PM2.5、一氧化碳、臭氧O3、二氧化碳),https://newhouse.591.com.tw/129396/detail,85,2022-10-26,newhouse
中山區,110,114,躍大直,763.0,328,43.08,225,34,1,22,4,127,144,0,144,4,110建字第0016號,4,聖得福建設開發,徐國書建築師事務所,盛德營造,創意家行銷,SRC鋼骨鋼筋混凝土結構,朝西、朝東,平面式144個、預留充電樁管線,1:1.13,住商用,第三種住宅區,待定,知寓設計,知寓設計,十苑設計,1幢，1棟，126戶住家，1戶事務所,地上22層，地下4層,台北市中山區大直街94巷8號(道明外僑學校旁),廚具：Noblessa、Bosch三機，衛浴：Villeroy&Boch、TOTO馬桶，五金：Villeroy&Boch。,https://newhouse.591.com.tw/128751/detail,81,2022-10-27,newhouse
中山區,110,116,中山．吉美,520.0,331,63.7,800,35,2,15、24,5,197,127,14,141,6,110建字第0096號,6,吉美建設,三賦聯合建築師事務所,泛亞工程建設,霞飛廣告,SRC鋼骨鋼筋混凝土結構,朝北、朝南,平面式127個、機械式14個、預留充電樁管線,1:0.72,住商用,第四種商業區,待定,老圃景觀實業,老圃景觀實業,郭陞弘建築&室內設計事務所,1幢，2棟，194戶住家，3戶店面,地上15、24層，地下5層,台北市中山區中山北路二段93巷13號,Cesar廚具；Hansgrohe、TOTO衛浴；Hansgrohe五金。外觀建築：玫格設計顧問結構設計：圓方結構工程技師事務所,https://newhouse.591.com.tw/128581/detail,86,2022-10-26,newhouse
中山區,110,116,璞真之道,374.0,241,64.68,800,34,1,23,6,63,97,16,113,6,110建字第0243號,6,璞真建設,P&T建築團隊、陳金水建築師事務所,盛德營造,海鉅開發,SC鋼骨結構,朝北、朝南、朝西、朝東,平面式97個、機械式16個、預留充電樁管線,1:1.79,住商用,第四種商業區,230元/坪/月,頤和景觀,頤和景觀,萊比設計,1幢，1棟，54戶住家，8戶店面，1戶金融保險業,地上23層，地下6層,台北市中山區中山北路二段91號,"廚具：SieMatic,Bosch,BLANCO　衛浴：Laufen,DUSCHOLUX,TOTO,KALDEWEI　五金：GROHE　其他：YKK,dormakaba",https://newhouse.591.com.tw/129119/detail,82,2022-10-27,newhouse
中山區,109,114,最大直,631.0,283,44.95,400,34,1,25,5,115,144,0,144,5,109建字第0188號,5,聖得福建設開發,徐國書建築師事務所,大陸工程,創意家行銷,SRC鋼骨鋼筋混凝土結構,朝南,平面式144個,1:1.25,住家用,第三之二種住宅區,待定,知寓室內裝修設計,知寓室內裝修設計,築內國際企業,1幢，1棟，115戶住家,地上25層，地下5層,台北市中山區明水路375號,依現場為主,https://newhouse.591.com.tw/124481/detail,82,2022-10-27,newhouse
中山區,110,114,序東騰,237.0,128,54.3,225,35,2,14,4,37,49,0,49,4,110建字第0143號,4,東騰開發,邱垂睿建築師事務所,首鋼營造,甲桂林廣告,SRC,朝北、朝南,平面式49個、有充電樁,1:1.32,住家用,第三種住宅區,120元/坪/月,邱垂睿建築師事務所,邱垂睿建築師事務所,邱垂睿建築師事務所,1幢，2棟，37戶住家,"地上14層,地下4層",台北市中山區吉林路14巷18號,廚具：Nolte、Rinnai、Bosch　衛浴：Duravit、TOTO　五金：Hansgrohe,https://market.591.com.tw/3681553,53,2022-10-26,market
中山區,110,114,基泰大直,215.0,96,44.98,225,36,1,12,3,33,33,0,33,4,110建字第0363號,4,基泰建設,王德生、姚嘉志建築師事務所,暫無,金鼎揚廣告,RC,朝北、朝南,平面式33個、預留管線,1:1,住家用,第三種住宅區,暫無,無,無,無,1幢，1棟，33戶住家,"地上12層,地下3層",台北市中山區大直街94巷、94巷3弄交叉口,廚具：Panasonic、林內電器，衛浴：Panasonic、INAX,https://market.591.com.tw/3701216,62,2022-10-26,market
中山區,109,114,中山松悅,190.0,123,65.0,560,34,1,12,3,34,35,4,39,5,109建字第0175號,5,詔安建設,周夢龍建築師事務所,山發營造,詮力實業,RC,朝北,平面式35個、機械式4個、預留管線,1:1.11,住商用,第三種商業區,150元/戶/月,老圃造園工程,創柞室內裝修,蘭克斯照明,1幢，1棟，32戶住家，2戶店面,"地上12層,地下3層",台北市中山區長安西路15號旁,依現場為主,https://market.591.com.tw/5475273,54,2022-10-26,market
中山區,NA,114,原樹,180.0,87,48.4,225,35.58,1,12,3,33,1,35,36,NA,NA,NA,順天利實業,張維哲建築師事務所,暫無,璞石開發,RC,朝南、朝東,平面式1個、機械式35個、有充電樁,1:1.09,住家用,第三種住宅區,暫無,張維哲建築師事務所,張維哲建築師事務所,張維哲建築師事務所,1幢，1棟，33戶住家,"地上12層,地下3層",台北市中山區中原街112號,廚具：panasonic搭配林內三機衛浴：TOTO五金：TOTO其他：降躁超耐磨木地板、YKK氣密窗、耶魯四合一電子鎖、台達全室淨化新風機、歐蘭特電動曬衣架、長庚生技活水系統,https://market.591.com.tw/5854545,53,2022-10-27,market
中山區,111,114,世田安,146.0,63,43.4,560,35,1,7,2,23,15,0,15,3,111建字第0002號,3,世田建築,陳維翔建築師事務所,待定,世田建築,RC,朝南,平面式15個、預留管線,1:0.65,住家用,第三種商業區（特）,暫無,無,無,無,1幢，1棟，23戶住家,"地上7層,地下2層",台北市中山區松江路45巷37號,依現場為主,https://market.591.com.tw/5868546,53,2022-10-27,market
中山區,NA,114,誠美知寓,107.0,48,45.0,225,36.5,1,9,2,40,0,11,11,NA,NA,NA,誠美建築開發,三賦聯合建築師事務所,待定,馥鈺實業,RC,朝西北、朝東南,機械式11個、無充電樁,1:0.28,住家用,第三種住宅區,暫無,NA,工一設計,NA,1幢，1棟，40戶住家,"地上9層,地下2層",台北市中山區南京東路三段194巷1弄2號,RC鋼筋混凝土,https://market.591.com.tw/5857715,54,2022-10-26,market
中山區,NA,113,和歌誠美,301.0,190,63.4,800,33.9,1,15,4,96,55,0,55,NA,NA,NA,誠美建築開發,朱騰惠建築師事務所,上承營造,馥鈺實業,RC,朝東,平面式55個、無充電樁,1:0.57,住商用,第四種商業區,暫無,NA,NA,NA,1幢，1棟，90戶住家，6戶店面,"地上15層,地下4層",台北市中山區中山北路二段183巷5號旁,標準配備,https://market.591.com.tw/3668415,52,2022-10-27,market
中山區,NA,113,東騰界,254.0,164,64.9,560,36.5,1,15,4,190,46,16,62,NA,NA,NA,東騰開發,邱垂睿建築師事務所,東剛營造,甲桂林廣告,RC,朝東、朝西,平面式46個、機械式16個、無充電樁,1:0.33,住商用,第三種商業區,150元/戶/月,NA,NA,NA,1幢，1棟，189戶住家，1戶店面,"地上15層,地下4層",台北市中山區撫順街8號,依現場為主,https://market.591.com.tw/49605,53,2022-10-27,market
中山區,NA,113,中山直美,197.0,127,64.7,800,33,1,10,3,49,4,27,31,NA,NA,NA,鐵冠建設,群大建築師事務所、鄭復綱建築師事務所,昌譽營造,君頤廣告,RC,朝北、朝南,平面式4個、機械式27個、無充電樁,1:0.63,住家用,第四種商業區,100元/坪/月,NA,紅林室內裝修設計,NA,1幢，1棟，49戶住家,"地上10層,地下3層",台北市中山區新生北路二段76巷10~20號,林內三機廚具、panasonic免治馬桶、hansgrohe五金,https://market.591.com.tw/105212,53,2022-10-27,market
中山區,NA,113,揚昇松韻,177.0,105,59.37,225,34,1,10,2,26,1,29,30,NA,NA,NA,楊昇建設,劉啓芃建築師事務所,楊昇營造,信義代銷,RC,朝北,平面式1個、機械式29個、無充電樁,1:1.15,住商用,第三種住宅區,150元/坪/月,朱健健室內設計師,朱健健室內設計師,朱健健室內設計師,1幢，1棟，24戶住家，2戶店面,"地上10層,地下2層",台北市中山區松江路204巷10-20號,廚具：IMPULS德國進口廚具櫃體、樂天人造石檯面、林內隱藏式抽油煙機、BOSCH洗碗機、BOSCH雙口瓦斯爐、BOSCH微波烤箱、HansGrohe廚房龍頭水槽組。　衛浴：INNOCI馬桶、INNOCI衛浴櫃體、INNOCI臉盆、KOHLER暖風機、KOHLER淋浴花灑組、HansGrohe水槽龍頭　其他：YKK氣密窗、LOW-E複層玻璃、詠動智慧科技雲端保全系統、中鼎藝術名門、Yale電子密碼鎖、長庚生技活水系統、SHARP自動除菌離子設備、三菱節能電梯及候選綠建築標章與候選智慧建築銀級認證。,https://market.591.com.tw/3667214,55,2022-10-27,market
中山區,NA,113,藏美寓,159.0,87,55.11,560,36,1,15,3,63,1,48,49,NA,NA,NA,立詠建設、宣美飯店企業,王山頌、許世偉建築師事務所,安家國際營造,海悅國際開發,RC,朝西、朝東,平面式1個、機械式48個、無充電樁,1:0.77,住商用,第三種商業區（特）,150元/戶/月,苙盛建築師事務所,元澤設計,袁宗南照明設計,1幢，1棟，62戶住家，1戶店面,"地上15層,地下3層",台北市中山區建國北路一段52號,日本YKK氣密窗、6+6mmLow-E玻璃、美國Yale電子鎖、Hans廚具、日本INAX衛浴、Panasonic暖風機、德國Kaldewei鋼板琺瑯浴缸、德國Kronotex太格木地板+隔音墊、日本Daiken臥室門、Hitachi冷暖變頻空調主機、德國BWT淨水設備、得利除甲醛乳膠漆、英國Studor排水防疫系統、人臉辨識+體溫感測系統。,https://market.591.com.tw/105153,53,2022-10-26,market
中山區,NA,113,南京葒,114.0,51,45.0,225,36,1,9,2,33,0,20,20,NA,NA,NA,復翔建設,王兆舜建築師事務所、吳文修建築師事務所,暫無,詮欣廣告,RC,朝北、朝南,機械式20個、無充電樁,1:0.61,住家用,第三種住宅區,150元/坪/月,王兆舜建築師事務所,NA,王兆舜建築師事務所,1幢，1棟，33戶住家,"地上9層,地下2層",台北市中山區松江路108巷22號,櫻花三機廚具+淨水器、麗舍衛浴,https://market.591.com.tw/3681572,53,2022-10-27,market
中山區,NA,113,佳元松江,100.0,52,52.07,225,38.8,1,10,2,44,0,14,14,NA,NA,NA,佳元地產,陳克聚建築師事務所,暫無,聯碩行銷,RC,朝北、朝南、朝西,機械式14個、無充電樁,1:0.32,住商用,第三種住宅區,暫無,與作設計,與作設計,NA,1幢，1棟，42戶住家，2戶店面,"地上10層,地下2層",台北市中山區松江路252巷,Panasonic廚具、KOHLER、INNOCI衛浴,https://market.591.com.tw/104410,54,2022-10-26,market
中山區,108,114,序東騰,237.0,128,54.3,225,35,2,14,4,37,49,0,49,6,108建字第0140號,6,東騰開發,邱垂睿建築師事務所,首鋼營造,甲桂林廣告,SRC,朝北、朝南,平面式49個、有充電樁,1:1.32,住家用,第三種住宅區,120元/坪/月,邱垂睿建築師事務所,邱垂睿建築師事務所,邱垂睿建築師事務所,1幢，2棟，37戶住家,"地上14層,地下4層",台北市中山區吉林路14巷18號,廚具：Nolte、Rinnai、Bosch　衛浴：Duravit、TOTO　五金：Hansgrohe,https://market.591.com.tw/3681553,54,2022-10-26,market
中山區,NA,112,宏普頤和,509.0,184,36.2,225,34,1,20,4,36,65,0,65,NA,NA,NA,宏普建設,三門聯合建築師事務所,暫無,聯碩地產,RC,朝西,平面式65個、無充電樁,1:1.81,住家用,第三種住宅區,暫無,NA,NA,NA,1幢，1棟，36戶住家,"地上20層,地下4層",台北市中山區八德路二段146巷,LEICHT廚具、Hansgrohe衛浴、TOTO馬桶,https://market.591.com.tw/102208,54,2022-10-26,market
中山區,NA,112,合矩青山,274.0,181,66.4,800,33.98,1,15,3,124,0,75,75,NA,NA,NA,合矩建設開發,呂建勳建築師事務所,盛德營造,甲桂林廣告,RC,朝西、朝東,機械式75個、無充電樁,1:0.6,住商用,第四種商業區,暫無,NA,NA,NA,1幢，1棟，121戶住家，3戶店面,"地上15層,地下3層",台北市中山區雙城街23-1號,依現場為主,https://market.591.com.tw/102450,53,2022-10-26,market
中山區,NA,112,忠泰繪,271.0,160,59.4,800,34.88,1,13,4,120,0,62,62,NA,NA,NA,忠泰建設,蔣澤益建築師事務所,暫無,傳美廣告,RC,朝西、朝東,機械式62個、無充電樁,1:0.52,住商用,第四種商業區,暫無,NA,NA,NA,1幢，1棟，116戶住家，4戶店面,"地上13層,地下4層",台北市中山區德惠街14號,待定,https://market.591.com.tw/49555,53,2022-10-26,market
中山區,NA,112,匯泰鴻,117.0,74,63.78,630,37.5,1,13,3,61,0,25,25,NA,NA,NA,匯泰開發,三大聯合建築師事務所,台灣松下營造,甲桂林不動產代銷經紀,RC,朝西、朝北,機械式25個、無充電樁,1:0.41,住家用,第二種商業區,8907元/戶/月,NA,NA,NA,1幢，1棟，61戶住家,"地上13層,地下3層",台北市中山區建國北路二段70號,依現場為主,https://market.591.com.tw/49624,54,2022-10-27,market
中山區,106,隨時交屋,丹棠MORI,369.0,211,57.42,800,35,1,18,5,109,96,0,96,NA,106建字第0229號,NA,丹棠天津,黃模春建築師事務所,金藏營造工程,丹棠天津,SC鋼骨結構,朝西、朝東,平面式96個,1:0.88,住商用,第四種商業區,待定,無,無,十邑設計工程,1棟，105戶住家，3戶店面，1戶一般事務所,地上18層，地下5層,台北市中山區天津街、中山路一段83巷口,SC鋼骨+美國航太制震,https://newhouse.591.com.tw/116856/detail,83,2022-10-26,newhouse
中山區,NA,110,THE GREENHOUSE,219.0,139,63.77,800,33.65,1,11,4,46,43,0,43,NA,NA,NA,尚志資產開發,三大聯合建築師事務所,華熊營造,信義代銷,RC,朝東,平面式43個、有充電樁,1:0.93,住商用,第四種商業區,180元/戶/月,NA,葉裕清設計師,NA,1幢，1棟，44戶住家，2戶店面,"地上11層,地下4層",台北市中山區中山北路三段51~53號,Panasonic廚具、TOTO衛浴、Hansgrohe五金,https://market.591.com.tw/5880909,55,2022-10-26,market
中山區,105,隨時交屋,長野米蘭,165.0,71,43.52,225,36.5,1,10,4,19,0,26,26,NA,105建字第0136號,NA,長野建設(長虹機構),三門聯合建築師事務所,宏林營造,長野建設,RC鋼筋混凝土結構,朝東北,機械式26個,1:1.37,住商用,住三,待定,ebpc,ebpc,義大利ProgettoCMR、ebpc,1幢，1棟，18戶住家，1戶店面,地上10層，地下4層,台北市中山區北安路668號,依現場為主,https://newhouse.591.com.tw/124582/detail,82,2022-10-27,newhouse
中山區,104,隨時交屋,榮耀之星,1046.0,470,45.0,300,33,2,15、17,4,206,199,0,199,NA,104建字第0113號,NA,崑逸開發(松陽機構),周劍平建築師事務所,台新營造,鴻慶廣告,RC鋼筋混凝土結構,朝南、朝西、朝東、朝西南、朝東北,平面式199個,1:0.97,住家用,住三之一,100元/坪/月,六國景觀設計,六國景觀設計,雅臣室內裝修設計,2棟，186戶住家，20戶店面,地上15、17層，地下4層,台北市中山區五常街15號,依現場為主,https://newhouse.591.com.tw/110161/detail,83,2022-10-26,newhouse
中山區,103,隨時交屋,大喆,620.0,269,43.43,225,28,2,13,3,80,112,0,112,NA,103建字第0278號,NA,和典建設,黃宏輝建築師事務所,地樺營造,天品廣告,RC鋼筋混凝土結構,朝北、朝南,平面式112個,1:1.4,住商用,住3,80元/坪/月,無,無,空間美學室內裝修公司-陳鵬旭,1幢，2棟，64戶住家，15戶店面，1戶一般事務所,地上13層，地下3層,台北市中山區民生東路二段115巷,廚房：進口廚具衛浴：KOHLER衛浴五金：Hansgrohe漢斯格雅,https://newhouse.591.com.tw/119443/detail,82,2022-10-27,newhouse
中正區,NA,NA,四方荷韻,305.0,137,45.0,300,32,1,14,3,54,48,0,48,NA,NA,NA,四方開發建設,三門聯合,華熊營造,創意家行銷,SRC,朝北、朝南,平面式48個、無充電樁,1:0.89,住家用,第三之一種住宅區,4450元/戶/月,三門聯合建築師事務所,三門聯合建築師事務所,公祥貿易,1棟，52戶住家，2戶店面,"地上14層,地下3層",台北市中正區重慶南路二段82號,SRC鋼骨鋼筋混凝土構造，YKK氣密窗、Low-E玻璃、TOTO免治馬桶、ALNO廚具、STUDOR吸氣閥,https://market.591.com.tw/35929,53,2022-10-26,market
中正區,110,113,紀州樂章,107.0,57,53.54,225,37.9,1,9,3,18,0,14,14,3,110建字第0085號,3,台灣金融聯合都市更新服務,工合建築師事務所,樹盛營造,自售,RC鋼筋混凝土結構,朝西北、朝西南,機械式14個,1:0.78,住家用,第三種住宅區,待定,工合建築師事務所,工合建築師事務所,工合建築師事務所,1幢，1棟，18戶住家,地上9層，地下3層,台北市中正區金門街44巷6弄7號.9號,廚具：Panasonic。衛浴：TOTO，主臥：Panasonic暖風機，次臥：Panasonic抽風機。,https://newhouse.591.com.tw/129448/detail,95,2022-10-26,newhouse
中正區,110,115,國雄中正,621.0,279,45.0,225,35.8,2,11、17,4,89,109,0,109,5,110建字第0027號,5,總業建設(國雄集團),周夢龍建築師事務所,待定,海宇國際,RC鋼筋混凝土結構,朝東北,平面式109個、預留充電樁管線,1:1.22,住家用,第三種住宅區(特),待定,境業設計工程,境業設計工程,之壹建構,2幢，2棟，89戶住家,地上11、17層，地下4層,台北市中正區詔安街246號,建築外觀：PGA周簡建築師,https://newhouse.591.com.tw/129088/detail,88,2022-10-26,newhouse
中正區,110,115,富享榮華,253.0,131,51.88,560,29,1,15,5,63,67,0,67,5,110建字第0242號,5,富享建設,吳非士建築師事務所,華熊營造,自售,SC鋼骨結構,朝北、朝南,平面式67個,1:1.06,住商用,商三(原屬商二)、住三,120元/坪/月,無,無,元澤設計,1幢，1棟，44戶住家，10戶一般零售業，9戶一般事務所,地上15層，地下5層,台北市中正區金華街、羅斯福路口,"日本YKK氣密窗、Low-E玻璃、冷熱變頻空調室外主機,全熱交換機主機、SAMSUNG居家智能系統,DORIS廚具、德國BOSCH排油煙機/瓦斯爐/蒸烤爐/洗碗機、日本TOTO智慧型免治馬桶及五合一換氣暖房乾燥機、義大利CATALANO面盆、德國HANSGROHE龍頭/定溫頂噴花灑,美國愛惠浦冷熱飲水機.",https://newhouse.591.com.tw/128898/detail,82,2022-10-26,newhouse
中正區,109,112,中正H25,57.0,33,59.0,225,37.69,1,7,2,19,0,6,6,3,109建字第0215號,3,力天開發,呂大吉/許華山建築師,賀建營造,力天開發,RC鋼筋混凝土結構,朝西、朝東,機械式6個,1:0.32,住家用,第三種住宅區,200元/坪/月,許華山建築師,許華山建築師,無,1幢，1棟，19戶住家,地上7層，地下2層,台北市中正區齊東街,SmartKey門禁感應、三協氣密窗、美國磐石地板、櫻花廚具設備、德國Innoci衛浴五金、國際牌超級馬桶A.La.UnoSII、英國Studor吸氣筏、永大防疫電梯、鑽石級綠建築。,https://newhouse.591.com.tw/127448/detail,86,2022-10-26,newhouse
中正區,NA,114,睿泰川?,162.0,72,45.0,225,35,1,11,3,31,0,19,19,NA,NA,NA,睿泰建設,吳非士建築師事務所,暫無,信義代銷,RC,朝東,機械式19個、無充電樁,1:0.61,住家用,第三種住宅區,2035元/戶/月,境業設計-孫佩修,境業設計-孫佩修,主琉照明,1幢，1棟，31戶住家,"地上11層,地下3層",台北市中正區詔安街53巷旁,KOHLER、HANSGROHE、LOW-E玻璃,https://market.591.com.tw/104760,54,2022-10-26,market
中正區,NA,114,寶舖CARE,152.0,94,62.06,560,36.6,1,14,3,69,2,32,34,NA,NA,NA,寶舖建設,卓培煙建築師,昶明營造,信義代銷,RC,朝西北、朝西南、朝東北,平面式2個、機械式32個、無充電樁,1:0.49,住家用,第三種商業區,150元/坪/月,境觀設計,李林設計,十聿燈光,1幢，1棟，69戶住家,"地上14層,地下3層",台北市中正區羅斯福路三段212號旁,暫無,https://market.591.com.tw/3516297,54,2022-10-26,market
中正區,NA,114,寶舖care,152.0,94,62.06,560,36.6,1,14,3,69,2,32,34,NA,NA,NA,寶舖建設,卓培煙建築師,昶明營造,信義代銷,RC,朝西北、朝西南、朝東北,平面式2個、機械式32個、無充電樁,1:0.49,住家用,第三種商業區,150元/坪/月,境觀設計,李林設計,十聿燈光,1幢，1棟，69戶住家,"地上14層,地下3層",台北市中正區羅斯福路三段212號旁,暫無,https://market.591.com.tw/3516297,53,2022-10-27,market
中正區,NA,114,仁愛旭,86.0,36,43.0,225,36,1,10,3,18,0,20,20,NA,NA,NA,中星建設,黃明智建築師事務所,待定,聯碩地產,RC,朝西、朝東,機械式20個、有充電樁,1:1.11,住家用,第三種住宅區,225元/坪/月,黃明智建築師事務所,林大鈞,NA,1幢，1棟，18戶住家,"地上10層,地下3層",台北市中正區紹興南街22號,德奧廚具、KOHLER衛浴、TOTO馬桶、KOHLER五金,https://market.591.com.tw/5884194,55,2022-10-26,market
中正區,109,118,安家藏玉,651.0,188,29.0,225,36,1,21,4,159,127,0,127,9,109建字第209號,9,安家卓越,鄭誌明/威尼斯金獎MarkButler,日商大林組,新聯陽機構-新聯祥廣告,SC鋼骨結構,朝西北、朝東南,平面式127個,1:0.8,住商用,第三種住宅區(特),130元/坪/月,無,無,無,1幢，1棟，157戶住家，1戶店面，1戶圖書館,地上21層，地下4層,台北市中正區忠孝東路二段64巷10號,建築物構造為SC，基礎形式為筏式基礎配備為冷氣主機、全熱交換機、德國進口廚具、Kohler電腦馬桶、Hansgrohe衛浴五金,https://newhouse.591.com.tw/126531/detail,86,2022-10-27,newhouse
中正區,NA,113,林語堂,326.0,146,45.0,225,33.95,1,14,5,65,80,0,80,NA,NA,NA,永陞建設,呂建勳建築師事務所,炬曄營造,海悅廣告,RC,朝南,平面式80個、無充電樁,1:1.23,住商用,第三種住宅區,暫無,老圃景觀,工一設計,NA,1幢，1棟，64戶住家，1戶店面,"地上14層,地下5層",台北市中正區牯嶺街與廈門街99巷交叉口,RC鋼筋混凝土，結構：築遠工程顧問。,https://market.591.com.tw/49609,54,2022-10-26,market
中正區,107,111,台太學,77.0,37,48.84,560,38.95,1,13,4,48,1,18,19,4,107建字第0080號,4,東泰開發建設(新濠建設機構),李天鐸建築師事務所,宗輝營造,東泰開發建設,SC鋼骨結構,朝東北,平面式1個、機械式18個,1:0.4,住家用,第三種商業區,200元/坪/月,李天鐸建築師事務所,李天鐸建築師事務所,李天鐸建築師事務所,1幢，1棟，48戶住家,地上13層，地下4層,台北市中正區羅斯福路四段170號,電梯：台灣三菱防疫電梯中央弱電：中興保全智能系統(人臉辨識系統/社區智能櫃/AI辨識攝影機)鋁門窗：日本YKKap隔音氣密窗門鎖：德國dormakaba四合一電子鎖衛浴設備：日本INAX全自動超級馬桶、INAX恆溫龍頭及設備吸氣閥：英國STUDOR防疫吸氣閥飲水設備：美國3M全棟淨水器廚具設備：德國進口STORMER廚具隔音墊:全戶比利時隔音墊,https://newhouse.591.com.tw/119235/detail,90,2022-10-26,newhouse
中正區,107,112,向陽上冠,459.0,338,73.66,800,34,2,15,5,141,116,9,125,5,107建字第0128號,5,向陽開發建設,蔡錦勝建築師事務所,台運營造興業,麗緻廣告,RC鋼筋混凝土結構,朝北、朝南、朝西、朝東,平面式116個、機械式9個、預留充電樁管線,1:0.89,住商用,第四種商業區,待定,無,無,以太室內裝修,1幢，2棟，106戶住家，11戶店面，24戶事務所,地上15層，地下5層,台北市中正區漢口街一段67號旁,依現場為主,https://newhouse.591.com.tw/130904/detail,84,2022-10-26,newhouse
中正區,NA,112,羅丹,151.0,67,44.97,225,35,1,7,2,27,1,17,18,NA,NA,NA,合總建設,黃翔龍建築師事務所,待定,新環宇廣告,RC,朝西、朝西南,平面式1個、機械式17個、無充電樁,1:0.67,住家用,第三種住宅區,150元/戶/月,NA,NA,NA,1幢，1棟，27戶住家,"地上7層,地下2層",台北市中正區羅斯福路三段244巷9弄5號,RC鋼筋混凝土,https://market.591.com.tw/105164,53,2022-10-27,market
中正區,106,隨時交屋,冠德羅斯福,734.0,314,42.78,560,31,1,22,5,82,193,0,193,NA,106建字第107號,NA,冠德建設,黃秀莊建築師事務所,根基營造,創意家行銷,SRC鋼骨鋼筋混凝土結構,朝西南,平面式193個,1:2.35,住商用,商三特,待定,無,無,王勝正,1幢，1棟，68戶住家，2戶店面，12戶一般事務所,地上22層，地下5層,台北市中正區羅斯福路三段136、138號,待定,https://newhouse.591.com.tw/116055/detail,83,2022-10-26,newhouse
中正區,NA,110,中正首賦,327.0,147,45.0,300,32.99,1,13,4,36,49,0,49,NA,NA,NA,國賓大建設,三門聯合建築師事務所,世國營造,紅點整合行銷,SRC,朝東南,平面式49個、無充電樁,1:1.32,住商用,第三之一種住宅區,180元/戶/月,NA,NA,NA,1幢，1棟，33戶住家，3戶店面,"地上13層,地下4層",台北市中正區愛國東路88號,結構技師：竺樺結構技師事務所,https://market.591.com.tw/3677415,54,2022-10-26,market
中正區,103,隨時交屋,玖原品藏,144.0,64,45.0,225,35.94,1,8,3,41,26,0,26,NA,103建字第0216號,NA,玖原機構-玖恩建設,以兆建築事務所-趙國智建築師,富麗營造,玖原機構-玖佑建設,RC鋼筋混凝土結構,朝北、朝東,平面式26個,1:0.63,住商用,住3,待定,無,無,無,1幢，1棟，40戶住家，1戶店面,地上8層，地下3層,台北市中正區濟南路一段13巷6號(中國航運大樓旁),日立變頻空調inax全自動馬桶Mitsubishi四合一暖風機電子恆溫電能熱水器德國V&B花灑及面盆indexit牌洗脫烘衣機Mitsubishi全熱交換機（空氣清淨）長庚活水3M淨水器sansung高級電子輔助鎖日本YKK氣密窗6+6膠合玻璃svago雙口電陶爐杜邦人造石檯面喜特麗烘碗機。,https://newhouse.591.com.tw/115998/detail,85,2022-10-26,newhouse
信義區,111,115,令和,84.0,37,44.8,225,38.8,1,11,2,30,1,18,19,4,111建字第00119號,4,廣銘建設,亦明建築師事務所,廣億營造,令和廣告,RC鋼筋混凝土結構,朝南,平面式1個、機械式18個,1:0.63,住家用,第三種住宅區,150元/坪/月,無,無,無,1幢，1棟，30戶住家,地上11層，地下2層,台北市信義區松隆路9巷30弄3號,依現場為主,https://newhouse.591.com.tw/130704/detail,83,2022-10-26,newhouse
