鄉鎮市區,交易標的,土地位置建物門牌,都市土地使用分區,交易年月日,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物現況格局-隔間,車位類別,備註,File,土地移轉坪數,建物移轉坪數,車位移轉坪數,地址,台北市,戶別,建物+車位移轉數,每坪單價(萬),總價(萬),車位總價(萬),幾房,幾廳,幾衛,車位,車位單價(萬),交易年,交易月,MRT,MRT_DIST,MRT_Tput_UL,MRT_Commute_Time_UL,MRT_Tput_DL,MRT_Tput,sku_dist,sku_name,sku_109_total,sku_public,lat,log,建案名稱,棟及號,屋齡,coor,MRT_ave,SKU_ave,coor_ave,DIST_ave,Latest
南港區,房地(土地+建物)+車位,台北市南港區向陽路120巷2弄,住,1100915,1,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,6.49,37.48,11.35,南港區向陽路120巷2弄,1,B棟B2-1F號,48.83,108.44,4359,295,3,2,2,1,295,110,9,BL線_昆陽站,542.0,1421.0,16.45,3177.0,1756.0,217.0,玉成國小,545.0,1.0,25.0549,121.59637,國泰悠陽,B棟B2-1F號,0,121.59637_25.0549,87.35,85.17,88.91,86.24,1.0
北投區,房地(土地+建物)+車位,台北市北投區公館路,住,1100915,12,13,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,9.39,43.21,11.5,北投區公館路,1,B1-12F號,54.71,63.13,2958,230,3,2,2,1,230,110,9,R線_唭哩岸站,609.0,1495.0,20.11,656.0,-839.0,99.0,清江國小,469.0,1.0,25.12615,121.5081,奇岩綠境,B1-12F號,0,121.5081_25.12615,62.03,64.39,62.03,66.9,1.0
文山區,房地(土地+建物)+車位,台北市文山區福興路97號,住,1100915,4,5,華廈(10層含以下有電梯),住家用,RC,,有,其他,,A_lvr_land_B_110_S4.csv,23.32,18.54,6.15,文山區福興路97號,1,A棟3號,24.69,54.76,1175,160,2,2,1,1,160,110,9,BR線_辛亥站,790.0,817.0,17.99,2794.0,1977.0,498.0,興隆國小,683.0,1.0,25.00618,121.54914,蔚來之森,A棟3號,0,121.54914_25.00618,59.69,61.94,59.69,68.02,1.0
大同區,房地(土地+建物)+車位,台北市大同區民生西路251號,商,1100915,15,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,3.68,45.46,10.5,大同區民生西路251號,1,A棟5號,55.96,84.46,4110,270,4,2,2,1,270,110,9,G線_中山站,664.0,1523.0,12.09,3479.0,1956.0,139.0,蓬萊國小,704.0,1.0,25.05718,121.51463,雲極,A棟5號,0,121.51463_25.05718,90.71,88.01,90.71,79.43,1.0
南港區,房地(土地+建物)+車位,台北市南港區東新里興南街,住,1100915,7,26,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,預售屋雨遮計坪不計價,A_lvr_land_B_110_S4.csv,5.31,39.74,7.1,南港區東新里興南街,1,A棟A1-7F號,46.84,84.31,3660,310,3,2,2,1,310,110,9,BL線_南港站,679.0,2427.0,13.94,3256.0,829.0,334.0,東新國小,556.0,1.0,25.05771,121.60443,擎天森林,A棟A1-7F號,0,121.60443_25.05771,86.71,88.32,86.13,86.24,1.0
北投區,房地(土地+建物)+車位,台北市北投區公館路,住,1100915,12,13,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,9.56,43.96,11.5,北投區公館路,1,B3-12F號,55.46,64.62,3111,270,3,2,2,1,270,110,9,R線_唭哩岸站,609.0,1495.0,20.11,656.0,-839.0,99.0,清江國小,469.0,1.0,25.12615,121.5081,奇岩綠境,B3-12F號,0,121.5081_25.12615,62.03,64.39,62.03,66.9,1.0
南港區,房地(土地+建物)+車位,台北市南港區向陽路120巷2弄,住,1100915,10,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,10.11,61.910000000000004,11.35,南港區向陽路120巷2弄,1,B棟B4-10F號,73.26,89.62,5823,275,3,2,2,1,275,110,9,BL線_昆陽站,542.0,1421.0,16.45,3177.0,1756.0,217.0,玉成國小,545.0,1.0,25.0549,121.59637,國泰悠陽,B棟B4-10F號,0,121.59637_25.0549,87.35,85.17,88.91,86.24,1.0
大同區,房地(土地+建物)+車位,台北市大同區民生西路251號,商,1100915,20,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,2.47,30.96,10.5,大同區民生西路251號,1,B棟4號,41.46,91.34,3088,260,3,2,2,1,260,110,9,G線_中山站,664.0,1523.0,12.09,3479.0,1956.0,139.0,蓬萊國小,704.0,1.0,25.05718,121.51463,雲極,B棟4號,0,121.51463_25.05718,90.71,88.01,90.71,79.43,1.0
大安區,房地(土地+建物)+車位,台北市大安區臥龍街,住,1100914,17,23,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,4.21,29.869999999999997,11.54,大安區臥龍街,1,A5號,41.41,97.67,3198,280,2,1,1,1,280,110,9,BR線_麟光站,183.0,876.0,17.13,1870.0,994.0,773.0,大安國小,1199.0,1.0,25.01854,121.55659,潤泰大安富陽,A5號,0,121.55659_25.01854,84.29,84.34,97.65,123.57,1.0
大同區,房地(土地+建物)+車位,台北市大同區民生西路251號,商,1100914,22,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,3.01,36.79,10.5,大同區民生西路251號,1,B棟1號,47.29,92.27,3635,240,3,2,2,1,240,110,9,G線_中山站,664.0,1523.0,12.09,3479.0,1956.0,139.0,蓬萊國小,704.0,1.0,25.05718,121.51463,雲極,B棟1號,0,121.51463_25.05718,90.71,88.01,90.71,79.43,1.0
南港區,房地(土地+建物)+車位,台北市南港區重陽里向陽路,住,1100914,5,10,華廈(10層含以下有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,6.57,26.689999999999998,8.72,南港區重陽里向陽路,1,A5-5F號,35.41,81.23,2388,220,2,1,1,1,220,110,9,BL線_昆陽站,487.0,1421.0,16.45,3177.0,1756.0,144.0,玉成國小,545.0,1.0,25.05487,121.595,久云嘉潤日出,A5-5F號,0,121.595_25.05487,87.35,85.17,78.88,86.24,1.0
北投區,房地(土地+建物)+車位,台北市北投區公館路,住,1100914,9,13,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,9.4,42.32,11.5,北投區公館路,1,A1-9F號,53.82,60.67,2828,260,3,2,2,1,260,110,9,R線_唭哩岸站,609.0,1495.0,20.11,656.0,-839.0,99.0,清江國小,469.0,1.0,25.12615,121.5081,奇岩綠境,A1-9F號,0,121.5081_25.12615,62.03,64.39,62.03,66.9,1.0
文山區,房地(土地+建物)+車位,台北市文山區木柵路一段209號,住,1100914,15,27,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價。,A_lvr_land_B_110_S4.csv,11.83,60.8,25.5,文山區木柵路一段209號,1,A棟A3-15F號,86.3,71.79,5140,775,3,2,3,3,258,110,9,G線_大坪林站,1128.0,3124.0,20.96,1585.0,-1539.0,161.0,永建國小,597.0,1.0,24.98787,121.55161,元利森活莊園,A棟A3-15F號,0,121.55161_24.98787,72.14,72.81,72.81,68.02,1.0
中山區,房地(土地+建物)+車位,台北市中山區興亞里吉林路14巷,住,1100914,8,14,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,7.43,56.13000000000001,19.49,中山區興亞里吉林路14巷,1,A-8F號,75.62,132.72,8180,730,3,2,3,2,365,110,9,G線_松江南京站,386.0,1315.0,12.24,3369.0,2054.0,111.0,長安國小,576.0,1.0,25.05066,121.52965,序東騰,A-8F號,0,121.52965_25.05066,109.94,120.89,132.27,98.75,1.0
南港區,房地(土地+建物)+車位,台北市南港區東新里興南街,住,1100914,13,26,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,預售屋雨遮計坪不計價,A_lvr_land_B_110_S4.csv,3.61,27.08,7.1,南港區東新里興南街,1,A棟A8-13F號,34.18,87.64,2673,300,2,2,2,1,300,110,9,BL線_南港站,679.0,2427.0,13.94,3256.0,829.0,334.0,東新國小,556.0,1.0,25.05771,121.60443,擎天森林,A棟A8-13F號,0,121.60443_25.05771,86.71,88.32,86.13,86.24,1.0
南港區,房地(土地+建物)+車位,台北市南港區向陽路120巷2弄,住,1100914,3,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,9.86,60.43,11.35,南港區向陽路120巷2弄,1,A棟A1-3F號,71.78,96.57,6136,300,3,2,2,1,300,110,9,BL線_昆陽站,542.0,1421.0,16.45,3177.0,1756.0,217.0,玉成國小,545.0,1.0,25.0549,121.59637,國泰悠陽,A棟A1-3F號,0,121.59637_25.0549,87.35,85.17,88.91,86.24,1.0
南港區,房地(土地+建物)+車位,台北市南港區東新里興南街,住,1100914,14,26,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,預售屋雨遮計坪不計價,A_lvr_land_B_110_S4.csv,3.61,27.08,7.1,南港區東新里興南街,1,A棟A8-14F號,34.18,87.64,2673,300,2,2,2,1,300,110,9,BL線_南港站,679.0,2427.0,13.94,3256.0,829.0,334.0,東新國小,556.0,1.0,25.05771,121.60443,擎天森林,A棟A8-14F號,0,121.60443_25.05771,86.71,88.32,86.13,86.24,1.0
文山區,房地(土地+建物)+車位,台北市文山區溪州街67號,住,1100914,1,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,6.0,33.2,22.3,文山區溪州街67號,1,A棟A2-01F號,55.5,75.01,2880,390,2,2,1,2,195,110,9,G線_萬隆站,483.0,2009.0,18.37,1792.0,-217.0,201.0,萬福國小,459.0,1.0,25.00523,121.53475,台大公館,A棟A2-01F號,0,121.53475_25.00523,68.16,70.11,70.11,68.02,1.0
南港區,房地(土地+建物)+車位,台北市南港區東新里興南街,住,1100914,17,26,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,預售屋雨遮計坪不計價,A_lvr_land_B_110_S4.csv,5.31,39.74,7.1,南港區東新里興南街,1,B棟B1-17F號,46.84,85.02,3678,300,3,2,2,1,300,110,9,BL線_南港站,679.0,2427.0,13.94,3256.0,829.0,334.0,東新國小,556.0,1.0,25.05771,121.60443,擎天森林,B棟B1-17F號,0,121.60443_25.05771,86.71,88.32,86.13,86.24,1.0
大同區,房地(土地+建物)+車位,台北市大同區承德路二段146號,住,1100914,13,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價,A_lvr_land_B_110_S4.csv,4.54,47.86,11.15,大同區承德路二段146號,1,A棟3號,59.01,101.77,5130,260,3,2,2,1,260,110,9,R線_民權西路站,352.0,1668.0,12.98,2928.0,1260.0,139.0,雙蓮國小,968.0,1.0,25.05976,121.518,城心曜曜,A棟3號,0,121.518_25.05976,92.3,90.59,102.44,79.43,1.0
大同區,房地(土地+建物)+車位,台北市大同區民生西路251號,商,1100914,23,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,3.01,36.69,10.5,大同區民生西路251號,1,B棟1號,47.19,92.79,3675,270,3,2,2,1,270,110,9,G線_中山站,664.0,1523.0,12.09,3479.0,1956.0,139.0,蓬萊國小,704.0,1.0,25.05718,121.51463,雲極,B棟1號,0,121.51463_25.05718,90.71,88.01,90.71,79.43,1.0
北投區,房地(土地+建物)+車位,台北市北投區石牌路二段317號,住,1100914,5,11,住宅大樓(11層含以上有電梯),住家用,RC,,有,升降機械,,A_lvr_land_B_110_S4.csv,4.19,24.46,3.74,北投區石牌路二段317號,1,B-5F號,28.2,86.28,2280,170,2,2,1,1,170,110,9,R線_石牌站,1115.0,3618.0,20.26,1855.0,-1763.0,487.0,天母國小,1684.0,1.0,25.12187,121.52327,春聚,B-5F號,0,121.52327_25.12187,87.4,96.63,85.03,66.9,1.0
大同區,房地(土地+建物)+車位,台北市大同區民生西路251號,商,1100914,19,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,2.34,29.08,10.5,大同區民生西路251號,1,B棟3號,39.58,91.3,2965,310,2,2,2,1,310,110,9,G線_中山站,664.0,1523.0,12.09,3479.0,1956.0,139.0,蓬萊國小,704.0,1.0,25.05718,121.51463,雲極,B棟3號,0,121.51463_25.05718,90.71,88.01,90.71,79.43,1.0
北投區,房地(土地+建物)+車位,台北市北投區公館路,住,1100914,8,13,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,9.4,42.31,11.5,北投區公館路,1,A2-8F號,53.81,61.12,2856,270,3,2,2,1,270,110,9,R線_唭哩岸站,609.0,1495.0,20.11,656.0,-839.0,99.0,清江國小,469.0,1.0,25.12615,121.5081,奇岩綠境,A2-8F號,0,121.5081_25.12615,62.03,64.39,62.03,66.9,1.0
文山區,房地(土地+建物)+車位,台北市文山區木柵路一段209號,住,1100914,15,27,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價。,A_lvr_land_B_110_S4.csv,9.5,48.9,8.5,文山區木柵路一段209號,1,A棟A5-15F號,57.4,73.72,3860,255,3,2,2,1,255,110,9,G線_大坪林站,1128.0,3124.0,20.96,1585.0,-1539.0,161.0,永建國小,597.0,1.0,24.98787,121.55161,元利森活莊園,A棟A5-15F號,0,121.55161_24.98787,72.14,72.81,72.81,68.02,1.0
大同區,房地(土地+建物)+車位,台北市大同區民生西路251號,商,1100914,20,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,2.34,29.08,10.5,大同區民生西路251號,1,B棟3號,39.58,91.82,2895,225,2,2,2,1,225,110,9,G線_中山站,664.0,1523.0,12.09,3479.0,1956.0,139.0,蓬萊國小,704.0,1.0,25.05718,121.51463,雲極,B棟3號,0,121.51463_25.05718,90.71,88.01,90.71,79.43,1.0
北投區,房地(土地+建物)+車位,台北市北投區公館路,住,1100914,6,13,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,9.4,42.31,11.5,北投區公館路,1,A2-6F號,53.81,59.63,2773,250,3,2,2,1,250,110,9,R線_唭哩岸站,609.0,1495.0,20.11,656.0,-839.0,99.0,清江國小,469.0,1.0,25.12615,121.5081,奇岩綠境,A2-6F號,0,121.5081_25.12615,62.03,64.39,62.03,66.9,1.0
文山區,房地(土地+建物)+車位,台北市文山區福興路97號,住,1100914,5,5,華廈(10層含以下有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,48.55,38.480000000000004,12.62,文山區福興路97號,1,A棟4號,51.1,58.73,2470,210,4,2,2,1,210,110,9,BR線_辛亥站,790.0,817.0,17.99,2794.0,1977.0,498.0,興隆國小,683.0,1.0,25.00618,121.54914,蔚來之森,A棟4號,0,121.54914_25.00618,59.69,61.94,59.69,68.02,1.0
南港區,房地(土地+建物)+車位,台北市南港區向陽路120巷2弄,住,1100914,13,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,9.88,60.6,11.35,南港區向陽路120巷2弄,1,B棟B1-13F號,71.95,90.17,5739,275,3,2,2,1,275,110,9,BL線_昆陽站,542.0,1421.0,16.45,3177.0,1756.0,217.0,玉成國小,545.0,1.0,25.0549,121.59637,國泰悠陽,B棟B1-13F號,0,121.59637_25.0549,87.35,85.17,88.91,86.24,1.0
大同區,房地(土地+建物)+車位,台北市大同區民生西路251號,商,1100914,16,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,2.74,33.98,10.5,大同區民生西路251號,1,B棟2號,44.48,89.32,3285,250,3,2,1,1,250,110,9,G線_中山站,664.0,1523.0,12.09,3479.0,1956.0,139.0,蓬萊國小,704.0,1.0,25.05718,121.51463,雲極,B棟2號,0,121.51463_25.05718,90.71,88.01,90.71,79.43,1.0
內湖區,房地(土地+建物)+車位,台北市內湖區金湖路347巷88號,住,1100913,2,5,華廈(10層含以下有電梯),住家用,RC,,有,其他,,A_lvr_land_B_110_S4.csv,13.16,26.05,2.34,內湖區金湖路347巷88號,1,C-2號,28.39,78.62,2228,180,1,1,1,1,180,110,9,BR線_葫洲站,851.0,1434.0,19.07,2104.0,670.0,268.0,麗湖國小,1251.0,1.0,25.07424,121.59887,麗湖嵐天,C-2號,0,121.59887_25.07424,83.85,83.85,83.85,87.32,1.0
大同區,房地(土地+建物)+車位,台北市大同區承德路二段146號,住,1100913,3,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價,A_lvr_land_B_110_S4.csv,5.45,57.720000000000006,11.15,大同區承德路二段146號,1,A棟3號,68.87,94.25,5700,260,3,2,2,1,260,110,9,R線_民權西路站,352.0,1668.0,12.98,2928.0,1260.0,139.0,雙蓮國小,968.0,1.0,25.05976,121.518,城心曜曜,A棟3號,0,121.518_25.05976,92.3,90.59,102.44,79.43,1.0
中山區,房地(土地+建物)+車位,台北市中山區民安里長安西路,商,1100913,11,12,住宅大樓(11層含以上有電梯),住家用,RC,,有,升降平面,,A_lvr_land_B_110_S4.csv,5.64,51.28,12.05,中山區民安里長安西路,1,B1棟11F號,63.33,108.81,5880,300,3,2,2,1,300,110,9,G線_北門站,273.0,1105.0,11.69,3073.0,1968.0,599.0,福星國小,722.0,1.0,25.05201,121.51045,中山松悅,B1棟11F號,0,121.51045_25.05201,108.32,108.32,108.32,98.75,1.0
大安區,房地(土地+建物)+車位,台北市大安區和平東路一段167號,商,1100913,4,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,升降機械,,A_lvr_land_B_110_S4.csv,2.06,27.01,1.95,大安區和平東路一段167號,1,A04號,28.96,123.99,3620,270,2,1,2,1,270,110,9,G線_台電大樓站,776.0,1722.0,15.24,1256.0,-466.0,406.0,新生國小,1104.0,1.0,25.02658,121.53173,久年銀座,A04號,0,121.53173_25.02658,131.03,133.16,125.59,123.57,1.0
松山區,房地(土地+建物)+車位,台北市松山區延壽街,住,1100913,3,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮面積：5.74平方公尺,A_lvr_land_B_110_S4.csv,3.76,27.839999999999996,9.24,松山區延壽街,1,A棟A4-03F號,37.08,108.03,3313,305,2,2,1,1,305,110,9,G線_南京三民站,614.0,1898.0,16.56,2868.0,970.0,40.0,健康國小,1022.0,1.0,25.0568,121.56241,碧硯閣,A棟A4-03F號,0,121.56241_25.0568,94.29,94.29,107.56,109.15,1.0
北投區,房地(土地+建物)+車位,台北市北投區公館路,住,1100913,13,13,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,本戶露臺面積33.08坪。,A_lvr_land_B_110_S4.csv,15.32,72.57000000000001,17.55,北投區公館路,1,B1-13F號,90.12,71.92,5500,280,3,2,2,1,280,110,9,R線_唭哩岸站,609.0,1495.0,20.11,656.0,-839.0,99.0,清江國小,469.0,1.0,25.12615,121.5081,奇岩綠境,B1-13F號,0,121.5081_25.12615,62.03,64.39,62.03,66.9,1.0
北投區,房地(土地+建物)+車位,台北市北投區公館路,住,1100913,12,13,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,5.51,24.04,11.5,北投區公館路,1,B2-12F號,35.54,66.0,1847,260,2,2,2,1,260,110,9,R線_唭哩岸站,609.0,1495.0,20.11,656.0,-839.0,99.0,清江國小,469.0,1.0,25.12615,121.5081,奇岩綠境,B2-12F號,0,121.5081_25.12615,62.03,64.39,62.03,66.9,1.0
北投區,房地(土地+建物)+車位,台北市北投區石牌路二段317號,住,1100913,10,11,住宅大樓(11層含以上有電梯),住家用,RC,,有,升降機械,,A_lvr_land_B_110_S4.csv,4.15,24.509999999999998,3.74,北投區石牌路二段317號,1,A-10F號,28.25,84.06,2230,170,2,2,1,1,170,110,9,R線_石牌站,1115.0,3618.0,20.26,1855.0,-1763.0,487.0,天母國小,1684.0,1.0,25.12187,121.52327,春聚,A-10F號,0,121.52327_25.12187,87.4,96.63,85.03,66.9,1.0
北投區,房地(土地+建物)+車位,台北市北投區公館路,住,1100913,11,13,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,8.45,40.54,11.5,北投區公館路,1,A1-11F號,52.04,60.14,2698,260,2,2,2,1,260,110,9,R線_唭哩岸站,609.0,1495.0,20.11,656.0,-839.0,99.0,清江國小,469.0,1.0,25.12615,121.5081,奇岩綠境,A1-11F號,0,121.5081_25.12615,62.03,64.39,62.03,66.9,1.0
南港區,房地(土地+建物)+車位,台北市南港區向陽路120巷2弄,住,1100912,9,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,9.86,60.43,11.35,南港區向陽路120巷2弄,1,A棟A1-9F號,71.78,97.83,6187,275,3,2,2,1,275,110,9,BL線_昆陽站,542.0,1421.0,16.45,3177.0,1756.0,217.0,玉成國小,545.0,1.0,25.0549,121.59637,國泰悠陽,A棟A1-9F號,0,121.59637_25.0549,87.35,85.17,88.91,86.24,1.0
士林區,房地(土地+建物)+車位,台北市士林區德行東路,住,1100912,14,14,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,7.96,42.91,12.32,士林區德行東路,1,C號,55.23,117.23,5330,300,2,2,2,1,300,110,9,R線_芝山站,1323.0,3113.0,18.76,1601.0,-1512.0,351.0,芝山國小,416.0,1.0,25.1094,121.53307,鐫月,C號,0,121.53307_25.1094,72.58,107.13,111.19,82.62,1.0
中山區,房地(土地+建物)+車位,台北市中山區中山北路二段93巷,商,1100912,4,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,升降機械,,A_lvr_land_B_110_S4.csv,3.77,45.5,4.32,中山區中山北路二段93巷,1,A6-4F號,49.82,88.74,4228,190,3,2,2,1,190,110,9,O線_中山國小站,516.0,1578.0,14.14,1567.0,-11.0,552.0,中山國小,1513.0,1.0,25.05948,121.52329,忠泰旭美,A6-4F號,0,121.52329_25.05948,89.31,87.06,89.08,98.75,1.0
中山區,房地(土地+建物)+車位,台北市中山區林森北路,商,1100912,12,20,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,3.57,37.11,10.97,中山區林森北路,1,C-12F號,48.08,94.32,3760,260,3,2,2,1,260,110,9,O線_中山國小站,540.0,1578.0,14.14,1567.0,-11.0,559.0,吉林國小,1000.0,1.0,25.05811,121.52552,璞園.榮,C-12F號,0,121.52552_25.05811,89.31,94.32,94.32,98.75,1.0
南港區,房地(土地+建物)+車位,台北市南港區向陽路120巷2弄,住,1100912,6,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,9.86,60.43,11.35,南港區向陽路120巷2弄,1,A棟A1-6F號,71.78,97.2,6189,315,3,2,2,1,315,110,9,BL線_昆陽站,542.0,1421.0,16.45,3177.0,1756.0,217.0,玉成國小,545.0,1.0,25.0549,121.59637,國泰悠陽,A棟A1-6F號,0,121.59637_25.0549,87.35,85.17,88.91,86.24,1.0
南港區,房地(土地+建物)+車位,台北市南港區向陽路120巷2弄,住,1100912,7,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,10.11,61.910000000000004,11.35,南港區向陽路120巷2弄,1,B棟B4-7F號,73.26,80.35,5289,315,3,2,2,1,315,110,9,BL線_昆陽站,542.0,1421.0,16.45,3177.0,1756.0,217.0,玉成國小,545.0,1.0,25.0549,121.59637,國泰悠陽,B棟B4-7F號,0,121.59637_25.0549,87.35,85.17,88.91,86.24,1.0
南港區,房地(土地+建物)+車位,台北市南港區向陽路120巷2弄,住,1100912,13,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,9.95,60.42999999999999,22.7,南港區向陽路120巷2弄,1,A棟A1-13F號,83.13,98.67,6513,550,3,2,2,2,275,110,9,BL線_昆陽站,542.0,1421.0,16.45,3177.0,1756.0,217.0,玉成國小,545.0,1.0,25.0549,121.59637,國泰悠陽,A棟A1-13F號,0,121.59637_25.0549,87.35,85.17,88.91,86.24,1.0
文山區,房地(土地+建物)+車位,台北市文山區萬慶街37巷,住,1100912,2,9,華廈(10層含以下有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,9.58,42.54,13.26,文山區萬慶街37巷,1,A1棟2F號,55.8,79.21,3660,290,3,2,2,1,290,110,9,G線_景美站,184.0,2411.0,19.3,2462.0,51.0,137.0,溪口國小,696.0,1.0,24.99289,121.53886,玖原青,A1棟2F號,0,121.53886_24.99289,78.88,77.36,77.36,68.02,1.0
北投區,房地(土地+建物)+車位,台北市北投區公館路,住,1100912,6,13,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,9.39,43.08,11.5,北投區公館路,1,B1-6F號,54.58,60.12,2850,260,3,2,2,1,260,110,9,R線_唭哩岸站,609.0,1495.0,20.11,656.0,-839.0,99.0,清江國小,469.0,1.0,25.12615,121.5081,奇岩綠境,B1-6F號,0,121.5081_25.12615,62.03,64.39,62.03,66.9,1.0
大同區,房地(土地+建物)+車位,台北市大同區民生西路251號,商,1100911,21,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,4.01,49.52,10.5,大同區民生西路251號,1,A棟1號,60.02,95.51,5010,280,4,2,2,1,280,110,9,G線_中山站,664.0,1523.0,12.09,3479.0,1956.0,139.0,蓬萊國小,704.0,1.0,25.05718,121.51463,雲極,A棟1號,0,121.51463_25.05718,90.71,88.01,90.71,79.43,1.0
南港區,房地(土地+建物)+車位,台北市南港區向陽路120巷2弄,住,1100911,10,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,10.2,61.91,22.7,南港區向陽路120巷2弄,1,A棟A4-10F號,84.61,81.07,5569,550,3,2,2,2,275,110,9,BL線_昆陽站,542.0,1421.0,16.45,3177.0,1756.0,217.0,玉成國小,545.0,1.0,25.0549,121.59637,國泰悠陽,A棟A4-10F號,0,121.59637_25.0549,87.35,85.17,88.91,86.24,1.0
士林區,房地(土地+建物)+車位,台北市士林區大南路,商,1100911,19,21,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,8.11,44.830000000000005,12.37,士林區大南路,1,A1-19F號,57.2,86.77,4150,260,3,2,2,1,260,110,9,R線_士林站,598.0,2593.0,16.9,2386.0,-207.0,490.0,百齡國小,1466.0,1.0,25.08896,121.52166,士林一品,A1-19F號,0,121.52166_25.08896,85.95,79.39,81.52,82.62,1.0
士林區,房地(土地+建物)+車位,台北市士林區大南路,商,1100911,19,21,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,8.21,45.13,12.37,士林區大南路,1,A7-19F號,57.5,86.34,4157,260,3,2,2,1,260,110,9,R線_士林站,598.0,2593.0,16.9,2386.0,-207.0,490.0,百齡國小,1466.0,1.0,25.08896,121.52166,士林一品,A7-19F號,0,121.52166_25.08896,85.95,79.39,81.52,82.62,1.0
