鄉鎮市區,交易標的,土地位置建物門牌,都市土地使用分區,交易年月日,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物現況格局-隔間,車位類別,備註,File,土地移轉坪數,建物移轉坪數,車位移轉坪數,地址,台北市,戶別,建物+車位移轉數,每坪單價(萬),總價(萬),車位總價(萬),幾房,幾廳,幾衛,車位,車位單價(萬),交易年,交易月,MRT,MRT_DIST,MRT_Tput_UL,MRT_Commute_Time_UL,MRT_Tput_DL,MRT_Tput,sku_dist,sku_name,sku_109_total,sku_public,lat,log,建案名稱,棟及號,屋齡,coor,MRT_ave,SKU_ave,coor_ave,DIST_ave,Latest
文山區,房地(土地+建物)+車位,台北市文山區忠順街一段41巷16號,住,1080816,7,9,華廈(10層含以下有電梯),住家用,RC,,有,升降機械,,a_lvr_land_b_111_0121.csv,4.1,18.38,4.2,文山區忠順街一段41巷16號,1,B棟7F號,22.58,56.47,1188,150,1,1,1,1,150,108,8,BR線_萬芳醫院站,1616.0,2174.0,19.59,2779.0,605.0,171.0,實踐國小,692.0,1.0,24.98476,121.5589,文山晶硯,B棟7F號,0,121.5589_24.98476,61.7,56.17,56.17,68.02,0.0
文山區,房地(土地+建物)+車位,台北市文山區忠順街一段41巷20號,住,1080813,6,9,華廈(10層含以下有電梯),住家用,RC,,有,升降機械,,a_lvr_land_b_111_0121.csv,4.63,20.740000000000002,4.2,文山區忠順街一段41巷20號,1,C棟6F號,24.94,55.37,1298,150,1,1,1,1,150,108,8,BR線_萬芳醫院站,1616.0,2174.0,19.59,2779.0,605.0,171.0,實踐國小,692.0,1.0,24.98476,121.5589,文山晶硯,C棟6F號,0,121.5589_24.98476,61.7,56.17,56.17,68.02,0.0
文山區,房地(土地+建物)+車位,台北市文山區指南路二段221號,住,1080731,3,4,華廈(10層含以下有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S1.csv,11.35,23.450000000000003,7.49,文山區指南路二段221號,1,X戶,30.94,56.49,1575,250,2,1,1,1,250,108,7,BR線_動物園站,1342.0,636.0,24.27,1642.0,1006.0,149.0,國立政大實小,323.0,1.0,24.98616,121.57968,,,0,121.57968_24.98616,57.55,57.55,56.49,68.02,1.0
北投區,房地(土地+建物)+車位,台北市北投區稻香路168號,住,1080729,3,5,華廈(10層含以下有電梯),住家用,RC,,有,坡道平面,雨遮未計價,A_lvr_land_B_110_S4.csv,19.86,36.96,10.53,北投區稻香路168號,1,A棟1號,47.49,45.05,1850,185,3,2,2,1,185,108,7,R線_復興崗站,751.0,780.0,22.71,744.0,-36.0,621.0,桃源國小,293.0,1.0,25.14365,121.48885,晴山學,A棟1號,0,121.48885_25.14365,48.72,48.72,48.72,66.9,1.0
北投區,房地(土地+建物)+車位,台北市北投區稻香路168號,住,1080729,3,5,華廈(10層含以下有電梯),住家用,RC,,有,坡道平面,雨遮未計價,a_lvr_land_b_111_0111.csv,19.86,36.96,10.53,北投區稻香路168號,1,A棟1號,47.49,45.05,1850,185,3,2,2,1,185,108,7,R線_復興崗站,751.0,780.0,22.71,744.0,-36.0,621.0,桃源國小,293.0,1.0,25.14365,121.48885,晴山學,A棟1號,0,121.48885_25.14365,48.72,48.72,48.72,66.9,1.0
中正區,房地(土地+建物)+車位,台北市中正區羅斯福路四段168號,商,1080728,7,13,住宅大樓(11層含以上有電梯),住家用,SRC,,有,升降機械,,a_lvr_land_b_111_0201.csv,1.85,20.7,3.98,中正區羅斯福路四段168號,1,A2棟7號,24.68,113.3,2565,220,2,1,1,1,220,108,7,G線_公館站,327.0,1810.0,15.58,2185.0,375.0,660.0,公館國小,321.0,1.0,25.0123,121.53627,台大學,A2棟7號,0,121.53627_25.0123,118.98,118.98,118.98,112.41,1.0
大同區,房地(土地+建物)+車位,台北市大同區迪化街二段172巷,住,1080722,12,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,6.39,45.339999999999996,9.71,大同區迪化街二段172巷,1,A6-12F號,55.05,56.57,2770,205,3,2,2,1,205,108,7,O線_大橋頭站,537.0,1612.0,14.66,1492.0,-120.0,268.0,延平國小,430.0,1.0,25.06725,121.51015,吉美樂河,A6-12F號,0,121.51015_25.06725,64.33,57.13,57.13,79.43,1.0
大同區,房地(土地+建物)+車位,台北市大同區迪化街二段172巷,住,1080720,11,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,5.1,36.019999999999996,9.71,大同區迪化街二段172巷,1,A4-11F號,45.73,57.2,2265,205,3,2,2,1,205,108,7,O線_大橋頭站,537.0,1612.0,14.66,1492.0,-120.0,268.0,延平國小,430.0,1.0,25.06725,121.51015,吉美樂河,A4-11F號,0,121.51015_25.06725,64.33,57.13,57.13,79.43,1.0
信義區,房地(土地+建物)+車位,台北市信義區忠孝東路與松山路口,商,1080705,15,15,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,5.79,47.300000000000004,19.46,信義區忠孝東路與松山路口,1,C棟C3-15F號,66.76,126.85,6600,600,4,2,2,2,300,108,7,BL線_南港展覽館站,195.0,4321.0,18.55,3393.0,-928.0,799.0,南港國小,1367.0,1.0,25.05318,121.61629,森業永春,C棟C3-15F號,0,121.61629_25.05318,116.24,97.74,130.77,89.29,1.0
北投區,房地(土地+建物)+車位,台北市北投區稻香路168號,住,1080702,5,5,華廈(10層含以下有電梯),住家用,RC,,有,坡道平面,雨遮未計價,A_lvr_land_B_110_S4.csv,26.51,49.14,10.53,北投區稻香路168號,1,B棟2號,59.67,47.11,2500,185,4,2,2,1,185,108,7,R線_復興崗站,751.0,780.0,22.71,744.0,-36.0,621.0,桃源國小,293.0,1.0,25.14365,121.48885,晴山學,B棟2號,0,121.48885_25.14365,48.72,48.72,48.72,66.9,1.0
北投區,房地(土地+建物)+車位,台北市北投區稻香路168號,住,1080701,3,5,華廈(10層含以下有電梯),住家用,RC,,有,坡道平面,雨遮未計價,A_lvr_land_B_110_S4.csv,13.2,24.310000000000002,10.53,北投區稻香路168號,1,B棟6號,34.84,48.34,1360,185,2,2,1,1,185,108,7,R線_復興崗站,751.0,780.0,22.71,744.0,-36.0,621.0,桃源國小,293.0,1.0,25.14365,121.48885,晴山學,B棟6號,0,121.48885_25.14365,48.72,48.72,48.72,66.9,1.0
大同區,房地(土地+建物)+車位,台北市大同區迪化街二段172巷,住,1080630,12,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,5.1,36.019999999999996,9.71,大同區迪化街二段172巷,1,A4-12F號,45.73,55.53,2200,200,3,2,2,1,200,108,6,O線_大橋頭站,537.0,1612.0,14.66,1492.0,-120.0,268.0,延平國小,430.0,1.0,25.06725,121.51015,吉美樂河,A4-12F號,0,121.51015_25.06725,64.33,57.13,57.13,79.43,1.0
北投區,房地(土地+建物)+車位,台北市北投區稻香路168號,住,1080625,5,5,華廈(10層含以下有電梯),住家用,RC,,有,坡道平面,雨遮未計價,A_lvr_land_B_110_S4.csv,23.4,43.12,10.53,北投區稻香路168號,1,B棟5號,53.65,48.59,2280,185,3,2,2,1,185,108,6,R線_復興崗站,751.0,780.0,22.71,744.0,-36.0,621.0,桃源國小,293.0,1.0,25.14365,121.48885,晴山學,B棟5號,0,121.48885_25.14365,48.72,48.72,48.72,66.9,1.0
大同區,房地(土地+建物)+車位,台北市大同區迪化街二段172巷,住,1080617,14,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,3.54,25.019999999999996,9.71,大同區迪化街二段172巷,1,A2-14F號,34.73,58.96,1680,205,2,2,1,1,205,108,6,O線_大橋頭站,537.0,1612.0,14.66,1492.0,-120.0,268.0,延平國小,430.0,1.0,25.06725,121.51015,吉美樂河,A2-14F號,0,121.51015_25.06725,64.33,57.13,57.13,79.43,1.0
信義區,房地(土地+建物)+車位,台北市信義區忠孝東路與松山路口,商,1080616,7,21,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,2.51,21.56,9.73,信義區忠孝東路與松山路口,1,A棟A2-7F號,31.29,123.62,2966,300,1,1,1,1,300,108,6,BL線_南港展覽館站,195.0,4321.0,18.55,3393.0,-928.0,799.0,南港國小,1367.0,1.0,25.05318,121.61629,森業永春,A棟A2-7F號,0,121.61629_25.05318,116.24,97.74,130.77,89.29,1.0
中正區,房地(土地+建物)+車位,台北市中正區羅斯福路四段168號,商,1080616,4,13,住宅大樓(11層含以上有電梯),住家用,SRC,,有,升降機械,,a_lvr_land_b_111_0201.csv,1.06,11.84,3.98,中正區羅斯福路四段168號,1,A3棟4號,15.82,119.57,1636,220,1,1,1,1,220,108,6,G線_公館站,327.0,1810.0,15.58,2185.0,375.0,660.0,公館國小,321.0,1.0,25.0123,121.53627,台大學,A3棟4號,0,121.53627_25.0123,118.98,118.98,118.98,112.41,1.0
中正區,房地(土地+建物)+車位,台北市中正區羅斯福路四段168號,商,1080611,3,13,住宅大樓(11層含以上有電梯),住家用,SRC,,有,升降機械,,a_lvr_land_b_111_0201.csv,1.06,11.84,3.98,中正區羅斯福路四段168號,1,A3棟3號,15.82,119.57,1636,220,1,1,1,1,220,108,6,G線_公館站,327.0,1810.0,15.58,2185.0,375.0,660.0,公館國小,321.0,1.0,25.0123,121.53627,台大學,A3棟3號,0,121.53627_25.0123,118.98,118.98,118.98,112.41,1.0
中正區,房地(土地+建物)+車位,台北市中正區羅斯福路四段168號,商,1080607,7,13,住宅大樓(11層含以上有電梯),住家用,SRC,,有,升降機械,,a_lvr_land_b_111_0201.csv,1.8,20.2,3.98,中正區羅斯福路四段168號,1,A5棟7號,24.18,122.26,2649,180,1,1,1,1,180,108,6,G線_公館站,327.0,1810.0,15.58,2185.0,375.0,660.0,公館國小,321.0,1.0,25.0123,121.53627,台大學,A5棟7號,0,121.53627_25.0123,118.98,118.98,118.98,112.41,1.0
大同區,房地(土地+建物)+車位,台北市大同區迪化街二段172巷,住,1080606,11,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,3.54,25.019999999999996,9.71,大同區迪化街二段172巷,1,A2-11F號,34.73,57.76,1650,205,2,2,1,1,205,108,6,O線_大橋頭站,537.0,1612.0,14.66,1492.0,-120.0,268.0,延平國小,430.0,1.0,25.06725,121.51015,吉美樂河,A2-11F號,0,121.51015_25.06725,64.33,57.13,57.13,79.43,1.0
中正區,房地(土地+建物)+車位,台北市中正區羅斯福路四段168號,商,1080602,5,13,住宅大樓(11層含以上有電梯),住家用,SRC,,有,升降機械,,a_lvr_land_b_111_0201.csv,1.06,11.84,3.98,中正區羅斯福路四段168號,1,A3棟5號,15.82,120.75,1600,170,1,1,1,1,170,108,6,G線_公館站,327.0,1810.0,15.58,2185.0,375.0,660.0,公館國小,321.0,1.0,25.0123,121.53627,台大學,A3棟5號,0,121.53627_25.0123,118.98,118.98,118.98,112.41,1.0
大同區,房地(土地+建物)+車位,台北市大同區迪化街二段172巷,住,1080601,13,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,3.54,25.019999999999996,9.71,大同區迪化街二段172巷,1,A2-13F號,34.73,58.36,1665,205,2,2,1,1,205,108,6,O線_大橋頭站,537.0,1612.0,14.66,1492.0,-120.0,268.0,延平國小,430.0,1.0,25.06725,121.51015,吉美樂河,A2-13F號,0,121.51015_25.06725,64.33,57.13,57.13,79.43,1.0
大同區,房地(土地+建物)+車位,台北市大同區迪化街二段172巷,住,1080527,12,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,3.54,25.019999999999996,9.71,大同區迪化街二段172巷,1,A2-12F號,34.73,57.76,1650,205,2,2,1,1,205,108,5,O線_大橋頭站,537.0,1612.0,14.66,1492.0,-120.0,268.0,延平國小,430.0,1.0,25.06725,121.51015,吉美樂河,A2-12F號,0,121.51015_25.06725,64.33,57.13,57.13,79.43,1.0
大同區,房地(土地+建物)+車位,台北市大同區迪化街二段172巷,住,1080524,7,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,4.9,34.61,9.71,大同區迪化街二段172巷,1,A8-07F號,44.32,55.42,2168,250,3,2,2,1,250,108,5,O線_大橋頭站,537.0,1612.0,14.66,1492.0,-120.0,268.0,延平國小,430.0,1.0,25.06725,121.51015,吉美樂河,A8-07F號,0,121.51015_25.06725,64.33,57.13,57.13,79.43,1.0
大同區,房地(土地+建物)+車位,台北市大同區迪化街二段172巷,住,1080523,11,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,6.94,48.23,19.43,大同區迪化街二段172巷,1,A1-11F號,67.66,57.39,3178,410,3,2,2,2,205,108,5,O線_大橋頭站,537.0,1612.0,14.66,1492.0,-120.0,268.0,延平國小,430.0,1.0,25.06725,121.51015,吉美樂河,A1-11F號,0,121.51015_25.06725,64.33,57.13,57.13,79.43,1.0
大同區,房地(土地+建物)+車位,台北市大同區迪化街二段172巷,住,1080510,10,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,5.99,42.01,9.71,大同區迪化街二段172巷,1,A7-10F號,51.72,55.23,2555,235,3,2,2,1,235,108,5,O線_大橋頭站,537.0,1612.0,14.66,1492.0,-120.0,268.0,延平國小,430.0,1.0,25.06725,121.51015,吉美樂河,A7-10F號,0,121.51015_25.06725,64.33,57.13,57.13,79.43,1.0
大同區,房地(土地+建物)+車位,台北市大同區迪化街二段172巷,住,1080506,6,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,5.99,42.01,9.71,大同區迪化街二段172巷,1,A7-06F號,51.72,54.75,2535,235,3,2,2,1,235,108,5,O線_大橋頭站,537.0,1612.0,14.66,1492.0,-120.0,268.0,延平國小,430.0,1.0,25.06725,121.51015,吉美樂河,A7-06F號,0,121.51015_25.06725,64.33,57.13,57.13,79.43,1.0
中山區,房地(土地+建物)+車位,台北市中山區五常街11巷3號,住,1080404,6,17,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,4.4,29.03,11.5,中山區五常街11巷3號,1,A4-6F號,40.53,83.82,2703,270,3,2,1,1,270,108,4,O線_行天宮站,681.0,1706.0,13.84,2598.0,892.0,441.0,五常國小,1029.0,1.0,25.0646,121.53786,榮耀之星,A4-6F號,0,121.53786_25.0646,91.47,87.61,88.71,98.75,1.0
大同區,房地(土地+建物)+車位,台北市大同區迪化街二段172巷,住,1080330,11,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,6.39,45.339999999999996,9.71,大同區迪化街二段172巷,1,A6-11F號,55.05,55.36,2760,250,3,2,2,1,250,108,3,O線_大橋頭站,537.0,1612.0,14.66,1492.0,-120.0,268.0,延平國小,430.0,1.0,25.06725,121.51015,吉美樂河,A6-11F號,0,121.51015_25.06725,64.33,57.13,57.13,79.43,1.0
大同區,房地(土地+建物)+車位,台北市大同區迪化街二段172巷,住,1080323,13,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,5.1,36.0,9.71,大同區迪化街二段172巷,1,A5-13F號,45.71,56.62,2303,265,3,2,2,1,265,108,3,O線_大橋頭站,537.0,1612.0,14.66,1492.0,-120.0,268.0,延平國小,430.0,1.0,25.06725,121.51015,吉美樂河,A5-13F號,0,121.51015_25.06725,64.33,57.13,57.13,79.43,1.0
大同區,房地(土地+建物)+車位,台北市大同區迪化街二段172巷,住,1080311,6,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,6.94,48.23,19.43,大同區迪化街二段172巷,1,A1-06F號,67.66,55.57,3150,470,3,2,2,2,235,108,3,O線_大橋頭站,537.0,1612.0,14.66,1492.0,-120.0,268.0,延平國小,430.0,1.0,25.06725,121.51015,吉美樂河,A1-06F號,0,121.51015_25.06725,64.33,57.13,57.13,79.43,1.0
南港區,房地(土地+建物)+車位,台北市南港區昆陽街180號,住,1080305,12,12,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S2.csv,5.68,27.880000000000003,20.15,南港區昆陽街180號,1,X戶,48.03,73.88,2580,520,3,2,1,2,260,108,3,BL線_昆陽站,279.0,1421.0,16.45,3177.0,1756.0,458.0,修德國小,499.0,1.0,25.04816,121.59314,,,0,121.59314_25.04816,87.35,71.74,72.16,86.24,1.0
信義區,房地(土地+建物)+車位,台北市信義區松信路,住,1080226,5,12,住宅大樓(11層含以上有電梯),住家用,RC,,有,塔式車位,,A_lvr_land_B_110_S4.csv,2.87,13.290000000000003,4.56,信義區松信路,1,A8-05號,17.85,94.23,1438,185,1,0,1,1,185,108,2,BL線_永春站,644.0,2412.0,14.27,3001.0,589.0,267.0,興雅國小,1064.0,1.0,25.04523,121.57208,信義Joyce,A8-05號,0,121.57208_25.04523,101.59,88.64,93.24,89.29,1.0
信義區,房地(土地+建物)+車位,台北市信義區松信路,住,1080224,2,12,住宅大樓(11層含以上有電梯),住家用,RC,,有,塔式車位,,A_lvr_land_B_110_S4.csv,3.13,14.540000000000003,4.56,信義區松信路,1,A1-02號,19.1,90.3,1498,185,1,0,1,1,185,108,2,BL線_永春站,644.0,2412.0,14.27,3001.0,589.0,267.0,興雅國小,1064.0,1.0,25.04523,121.57208,信義Joyce,A1-02號,0,121.57208_25.04523,101.59,88.64,93.24,89.29,1.0
信義區,房地(土地+建物)+車位,台北市信義區松信路,住,1080224,6,12,住宅大樓(11層含以上有電梯),住家用,RC,,有,塔式車位,,A_lvr_land_B_110_S4.csv,3.13,14.540000000000003,4.56,信義區松信路,1,A1-06號,19.1,90.3,1498,185,1,0,1,1,185,108,2,BL線_永春站,644.0,2412.0,14.27,3001.0,589.0,267.0,興雅國小,1064.0,1.0,25.04523,121.57208,信義Joyce,A1-06號,0,121.57208_25.04523,101.59,88.64,93.24,89.29,1.0
南港區,房地(土地+建物)+車位,台北市南港區昆陽街180號,住,1080220,2,12,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S2.csv,5.6,27.89,10.07,南港區昆陽街180號,1,X戶,37.96,70.22,2238,280,3,2,1,1,280,108,2,BL線_昆陽站,279.0,1421.0,16.45,3177.0,1756.0,458.0,修德國小,499.0,1.0,25.04816,121.59314,,,0,121.59314_25.04816,87.35,71.74,72.16,86.24,1.0
大同區,房地(土地+建物)+車位,台北市大同區迪化街二段172巷,住,1080220,2,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,露臺:6.34坪,a_lvr_land_b_111_0211.csv,3.54,25.019999999999996,9.71,大同區迪化街二段172巷,1,A9-02F號,34.73,59.49,1723,235,2,2,1,1,235,108,2,O線_大橋頭站,537.0,1612.0,14.66,1492.0,-120.0,268.0,延平國小,430.0,1.0,25.06725,121.51015,吉美樂河,A9-02F號,0,121.51015_25.06725,64.33,57.13,57.13,79.43,1.0
大同區,房地(土地+建物)+車位,台北市大同區迪化街二段172巷,住,1080217,3,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,3.54,25.019999999999996,9.71,大同區迪化街二段172巷,1,A2-03F號,34.73,54.56,1570,205,2,2,1,1,205,108,2,O線_大橋頭站,537.0,1612.0,14.66,1492.0,-120.0,268.0,延平國小,430.0,1.0,25.06725,121.51015,吉美樂河,A2-03F號,0,121.51015_25.06725,64.33,57.13,57.13,79.43,1.0
南港區,房地(土地+建物)+車位,台北市南港區昆陽街182-1號,住,1080215,1,12,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S2.csv,7.15,36.07,10.07,南港區昆陽街182-1號,1,X戶,46.14,74.67,3003,310,2,2,2,1,310,108,2,BL線_昆陽站,274.0,1421.0,16.45,3177.0,1756.0,456.0,修德國小,499.0,1.0,25.04822,121.59306,,,0,121.59306_25.04822,87.35,71.74,70.11,86.24,1.0
南港區,房地(土地+建物)+車位,台北市南港區昆陽街178號,住,1080215,1,12,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S2.csv,5.45,27.42,10.07,南港區昆陽街178號,1,X戶,37.49,70.0,2209,290,2,2,1,1,290,108,2,BL線_昆陽站,274.0,1421.0,16.45,3177.0,1756.0,464.0,修德國小,499.0,1.0,25.04819,121.5932,,,0,121.5932_25.04819,87.35,71.74,73.09,86.24,1.0
信義區,房地(土地+建物)+車位,台北市信義區松信路,住,1080209,7,12,住宅大樓(11層含以上有電梯),住家用,RC,,有,塔式車位,,A_lvr_land_B_110_S4.csv,3.13,14.540000000000003,4.56,信義區松信路,1,A1-07號,19.1,94.56,1550,175,1,0,1,1,175,108,2,BL線_永春站,644.0,2412.0,14.27,3001.0,589.0,267.0,興雅國小,1064.0,1.0,25.04523,121.57208,信義Joyce,A1-07號,0,121.57208_25.04523,101.59,88.64,93.24,89.29,1.0
信義區,房地(土地+建物)+車位,台北市信義區松信路,住,1080209,9,12,住宅大樓(11層含以上有電梯),住家用,RC,,有,塔式車位,,A_lvr_land_B_110_S4.csv,3.13,14.540000000000003,4.56,信義區松信路,1,A1-09號,19.1,95.38,1572,185,1,0,1,1,185,108,2,BL線_永春站,644.0,2412.0,14.27,3001.0,589.0,267.0,興雅國小,1064.0,1.0,25.04523,121.57208,信義Joyce,A1-09號,0,121.57208_25.04523,101.59,88.64,93.24,89.29,1.0
信義區,房地(土地+建物)+車位,台北市信義區松信路,住,1080209,8,12,住宅大樓(11層含以上有電梯),住家用,RC,,有,塔式車位,,A_lvr_land_B_110_S4.csv,3.13,14.540000000000003,4.56,信義區松信路,1,A1-08號,19.1,96.62,1590,185,1,0,1,1,185,108,2,BL線_永春站,644.0,2412.0,14.27,3001.0,589.0,267.0,興雅國小,1064.0,1.0,25.04523,121.57208,信義Joyce,A1-08號,0,121.57208_25.04523,101.59,88.64,93.24,89.29,1.0
南港區,房地(土地+建物)+車位,台北市南港區昆陽街180號,住,1080201,11,12,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S2.csv,5.6,27.89,10.07,南港區昆陽街180號,1,X戶,37.96,74.23,2360,290,3,2,1,1,290,108,2,BL線_昆陽站,279.0,1421.0,16.45,3177.0,1756.0,458.0,修德國小,499.0,1.0,25.04816,121.59314,,,0,121.59314_25.04816,87.35,71.74,72.16,86.24,1.0
信義區,房地(土地+建物)+車位,台北市信義區忠孝東路與松山路口,商,1080129,20,21,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,交易總價含下列非屬預售屋價格之費用:毛胚屋；,A_lvr_land_B_110_S4.csv,1.53,12.57,9.73,信義區忠孝東路與松山路口,1,A棟A9-20F號,22.3,129.3,1906,280,1,0,1,1,280,108,1,BL線_南港展覽館站,195.0,4321.0,18.55,3393.0,-928.0,799.0,南港國小,1367.0,1.0,25.05318,121.61629,森業永春,A棟A9-20F號,0,121.61629_25.05318,116.24,97.74,130.77,89.29,1.0
信義區,房地(土地+建物)+車位,台北市信義區忠孝東路與松山路口,商,1080129,20,21,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,交易總價含下列非屬預售屋價格之費用:毛胚屋；,A_lvr_land_B_110_S4.csv,5.35,46.279999999999994,19.46,信義區忠孝東路與松山路口,1,A棟A10-20F號,65.74,132.67,6700,560,3,2,2,2,280,108,1,BL線_南港展覽館站,195.0,4321.0,18.55,3393.0,-928.0,799.0,南港國小,1367.0,1.0,25.05318,121.61629,森業永春,A棟A10-20F號,0,121.61629_25.05318,116.24,97.74,130.77,89.29,1.0
信義區,房地(土地+建物)+車位,台北市信義區忠孝東路與松山路口,商,1080129,20,21,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,交易總價含下列非屬預售屋價格之費用:毛胚屋；,A_lvr_land_B_110_S4.csv,4.15,36.599999999999994,9.73,信義區忠孝東路與松山路口,1,A棟A8-20F號,46.33,134.3,5196,280,3,2,2,1,280,108,1,BL線_南港展覽館站,195.0,4321.0,18.55,3393.0,-928.0,799.0,南港國小,1367.0,1.0,25.05318,121.61629,森業永春,A棟A8-20F號,0,121.61629_25.05318,116.24,97.74,130.77,89.29,1.0
